in_deg_centrality,[1.]
67,"[tensor(2.1175), tensor(2.1498), tensor(2.1333), tensor(2.1571), tensor(2.1364), tensor(2.1246), tensor(2.0940), tensor(2.1155), tensor(2.1475), tensor(2.1764)]"
68,"[tensor(2.1395), tensor(2.1045), tensor(2.1473), tensor(2.1104), tensor(2.1518), tensor(2.1094), tensor(2.1342), tensor(2.1463), tensor(2.1091), tensor(2.1225)]"
69,"[tensor(2.1062), tensor(2.1255), tensor(2.1249), tensor(2.1476), tensor(2.1242), tensor(2.1072), tensor(2.0823), tensor(2.1022), tensor(2.1341), tensor(2.1648)]"
70,"[tensor(2.1210), tensor(2.1036), tensor(2.1178), tensor(2.1019), tensor(2.1397), tensor(2.0981), tensor(2.1237), tensor(2.1264), tensor(2.0960), tensor(2.1103)]"
71,"[tensor(2.0977), tensor(2.0855), tensor(2.1236), tensor(2.1306), tensor(2.1142), tensor(2.0797), tensor(2.0712), tensor(2.0913), tensor(2.1133), tensor(2.1486)]"
72,"[tensor(2.0852), tensor(2.1006), tensor(2.0837), tensor(2.0907), tensor(2.1227), tensor(2.0950), tensor(2.1033), tensor(2.0875), tensor(2.0827), tensor(2.1006)]"
73,"[tensor(2.0922), tensor(2.0577), tensor(2.1275), tensor(2.1038), tensor(2.1071), tensor(2.0499), tensor(2.0556), tensor(2.0840), tensor(2.0862), tensor(2.1244)]"
74,"[tensor(2.0603), tensor(2.0884), tensor(2.0667), tensor(2.0799), tensor(2.0993), tensor(2.0940), tensor(2.0759), tensor(2.0640), tensor(2.0697), tensor(2.0893)]"
75,"[tensor(2.0800), tensor(2.0575), tensor(2.1199), tensor(2.0846), tensor(2.1091), tensor(2.0413), tensor(2.0357), tensor(2.0765), tensor(2.0653), tensor(2.1013)]"
76,"[tensor(2.0579), tensor(2.0660), tensor(2.0579), tensor(2.0659), tensor(2.0785), tensor(2.0868), tensor(2.0545), tensor(2.0714), tensor(2.0579), tensor(2.0804)]"
77,"[tensor(2.0676), tensor(2.0654), tensor(2.0948), tensor(2.0826), tensor(2.1087), tensor(2.0216), tensor(2.0177), tensor(2.0633), tensor(2.0614), tensor(2.0898)]"
78,"[tensor(2.0650), tensor(2.0324), tensor(2.0685), tensor(2.0496), tensor(2.0713), tensor(2.0635), tensor(2.0467), tensor(2.0835), tensor(2.0421), tensor(2.0778)]"
79,"[tensor(2.0401), tensor(2.0671), tensor(2.0440), tensor(2.0887), tensor(2.0898), tensor(2.0362), tensor(2.0007), tensor(2.0426), tensor(2.0644), tensor(2.0937)]"
80,"[tensor(2.0547), tensor(2.0172), tensor(2.0678), tensor(2.0250), tensor(2.0735), tensor(2.0212), tensor(2.0517), tensor(2.0667), tensor(2.0235), tensor(2.0554)]"
81,"[tensor(2.0238), tensor(2.0515), tensor(2.0319), tensor(2.0814), tensor(2.0559), tensor(2.0373), tensor(1.9889), tensor(2.0257), tensor(2.0538), tensor(2.0943)]"
82,"[tensor(2.0437), tensor(2.0009), tensor(2.0560), tensor(2.0089), tensor(2.0684), tensor(2.0089), tensor(2.0484), tensor(2.0546), tensor(2.0116), tensor(2.0330)]"
83,"[tensor(2.0064), tensor(2.0493), tensor(2.0203), tensor(2.0704), tensor(2.0340), tensor(2.0293), tensor(1.9863), tensor(2.0095), tensor(2.0439), tensor(2.0888)]"
84,"[tensor(2.0404), tensor(1.9881), tensor(2.0555), tensor(2.0021), tensor(2.0625), tensor(2.0065), tensor(2.0456), tensor(2.0498), tensor(2.0021), tensor(2.0180)]"
85,"[tensor(1.9956), tensor(2.0370), tensor(2.0176), tensor(2.0658), tensor(2.0255), tensor(2.0223), tensor(1.9844), tensor(2.0030), tensor(2.0374), tensor(2.0864)]"
86,"[tensor(2.0331), tensor(1.9823), tensor(2.0439), tensor(2.0066), tensor(2.0565), tensor(2.0024), tensor(2.0408), tensor(2.0386), tensor(1.9978), tensor(2.0150)]"
87,"[tensor(1.9931), tensor(2.0281), tensor(2.0054), tensor(2.0588), tensor(2.0224), tensor(2.0078), tensor(1.9817), tensor(1.9981), tensor(2.0281), tensor(2.0794)]"
88,"[tensor(2.0297), tensor(1.9736), tensor(2.0363), tensor(2.0067), tensor(2.0461), tensor(1.9942), tensor(2.0271), tensor(2.0295), tensor(1.9966), tensor(2.0108)]"
89,"[tensor(1.9877), tensor(2.0226), tensor(1.9920), tensor(2.0522), tensor(2.0238), tensor(2.0064), tensor(1.9721), tensor(1.9958), tensor(2.0215), tensor(2.0663)]"
90,"[tensor(2.0259), tensor(1.9678), tensor(2.0312), tensor(2.0075), tensor(2.0364), tensor(1.9858), tensor(2.0201), tensor(2.0242), tensor(1.9988), tensor(2.0102)]"
91,"[tensor(1.9890), tensor(2.0177), tensor(1.9815), tensor(2.0465), tensor(2.0402), tensor(2.0100), tensor(1.9775), tensor(1.9934), tensor(2.0172), tensor(2.0573)]"
92,"[tensor(2.0172), tensor(1.9733), tensor(2.0227), tensor(2.0143), tensor(2.0312), tensor(1.9808), tensor(2.0144), tensor(2.0193), tensor(1.9962), tensor(2.0229)]"
93,"[tensor(1.9957), tensor(2.0118), tensor(1.9844), tensor(2.0412), tensor(2.0585), tensor(2.0090), tensor(1.9761), tensor(1.9938), tensor(2.0102), tensor(2.0532)]"
94,"[tensor(2.0052), tensor(1.9752), tensor(2.0165), tensor(2.0106), tensor(2.0272), tensor(1.9774), tensor(2.0106), tensor(2.0106), tensor(1.9856), tensor(2.0343)]"
95,"[tensor(2.0007), tensor(2.0011), tensor(1.9870), tensor(2.0347), tensor(2.0522), tensor(1.9984), tensor(1.9630), tensor(1.9909), tensor(2.0046), tensor(2.0479)]"
96,"[tensor(2.0000), tensor(1.9723), tensor(2.0083), tensor(1.9926), tensor(2.0215), tensor(1.9756), tensor(2.0029), tensor(2.0067), tensor(1.9749), tensor(2.0230)]"
97,"[tensor(1.9893), tensor(1.9909), tensor(1.9806), tensor(2.0298), tensor(2.0269), tensor(1.9944), tensor(1.9462), tensor(1.9819), tensor(1.9995), tensor(2.0431)]"
98,"[tensor(1.9928), tensor(1.9611), tensor(2.0007), tensor(1.9785), tensor(2.0165), tensor(1.9708), tensor(1.9976), tensor(2.0014), tensor(1.9670), tensor(1.9980)]"
99,"[tensor(1.9765), tensor(1.9780), tensor(1.9716), tensor(2.0242), tensor(2.0069), tensor(1.9862), tensor(1.9387), tensor(1.9713), tensor(1.9931), tensor(2.0390)]"
