in_deg_centrality,[4. 0.]
16,"[tensor(2.0013), tensor(1.9595), tensor(1.9732), tensor(1.9883), tensor(1.9697), tensor(1.9645), tensor(2.0204), tensor(1.9871), tensor(2.0397), tensor(2.0329)]"
17,"[tensor(1.9437), tensor(2.0247), tensor(2.0371), tensor(2.0556), tensor(1.9854), tensor(2.0100), tensor(1.9399), tensor(1.9676), tensor(1.9559), tensor(1.9438)]"
18,"[tensor(1.9948), tensor(1.9433), tensor(1.9644), tensor(1.9796), tensor(1.9539), tensor(1.9407), tensor(2.0038), tensor(1.9894), tensor(2.0317), tensor(2.0244)]"
19,"[tensor(1.9306), tensor(2.0118), tensor(2.0303), tensor(2.0495), tensor(1.9789), tensor(1.9973), tensor(1.9232), tensor(1.9460), tensor(1.9426), tensor(1.9298)]"
20,"[tensor(1.9876), tensor(1.9260), tensor(1.9558), tensor(1.9697), tensor(1.9392), tensor(1.9183), tensor(1.9887), tensor(1.9791), tensor(2.0232), tensor(2.0170)]"
21,"[tensor(1.9137), tensor(1.9982), tensor(2.0182), tensor(2.0400), tensor(1.9681), tensor(1.9847), tensor(1.9098), tensor(1.9200), tensor(1.9304), tensor(1.9195)]"
22,"[tensor(1.9741), tensor(1.9141), tensor(1.9420), tensor(1.9553), tensor(1.9176), tensor(1.9015), tensor(1.9737), tensor(1.9655), tensor(2.0107), tensor(2.0038)]"
23,"[tensor(1.8984), tensor(1.9857), tensor(2.0030), tensor(2.0275), tensor(1.9501), tensor(1.9741), tensor(1.8970), tensor(1.9007), tensor(1.9121), tensor(1.9040)]"
24,"[tensor(1.9585), tensor(1.8994), tensor(1.9271), tensor(1.9371), tensor(1.8973), tensor(1.8839), tensor(1.9586), tensor(1.9516), tensor(1.9944), tensor(1.9873)]"
25,"[tensor(1.8814), tensor(1.9671), tensor(1.9868), tensor(2.0129), tensor(1.9319), tensor(1.9588), tensor(1.8826), tensor(1.8907), tensor(1.8923), tensor(1.8841)]"
26,"[tensor(1.9620), tensor(1.8816), tensor(1.9100), tensor(1.9183), tensor(1.8602), tensor(1.8654), tensor(1.9401), tensor(1.9310), tensor(1.9781), tensor(1.9701)]"
27,"[tensor(1.8518), tensor(1.9634), tensor(1.9684), tensor(1.9965), tensor(1.9353), tensor(1.9417), tensor(1.8461), tensor(1.8704), tensor(1.9192), tensor(1.8597)]"
28,"[tensor(1.9475), tensor(1.8553), tensor(1.8937), tensor(1.9146), tensor(1.8552), tensor(1.8508), tensor(1.9396), tensor(1.8654), tensor(1.9851), tensor(1.9751)]"
29,"[tensor(1.8510), tensor(1.9654), tensor(1.9526), tensor(1.9935), tensor(1.9311), tensor(1.9600), tensor(1.8400), tensor(1.9170), tensor(1.9011), tensor(1.8649)]"
30,"[tensor(1.9549), tensor(1.8511), tensor(1.8982), tensor(1.9390), tensor(1.8598), tensor(1.8779), tensor(1.9503), tensor(1.9060), tensor(1.9647), tensor(1.9731)]"
31,"[tensor(1.8612), tensor(1.9774), tensor(1.9735), tensor(2.0069), tensor(1.9469), tensor(1.9818), tensor(1.8557), tensor(1.9492), tensor(1.9225), tensor(1.8624)]"
32,"[tensor(1.9746), tensor(1.8591), tensor(1.9092), tensor(1.9688), tensor(1.8694), tensor(1.9256), tensor(1.9751), tensor(1.9411), tensor(1.9515), tensor(1.9914)]"
33,"[tensor(1.8831), tensor(1.9959), tensor(2.0040), tensor(2.0042), tensor(1.9718), tensor(2.0070), tensor(1.8699), tensor(1.9901), tensor(1.9435), tensor(1.8687)]"
34,"[tensor(1.9879), tensor(1.8804), tensor(1.9289), tensor(1.9826), tensor(1.8858), tensor(1.9457), tensor(1.9966), tensor(1.9296), tensor(1.9771), tensor(2.0104)]"
35,"[tensor(1.9069), tensor(2.0007), tensor(2.0059), tensor(1.9915), tensor(1.9851), tensor(2.0124), tensor(1.8888), tensor(2.0131), tensor(1.9493), tensor(1.8934)]"
36,"[tensor(1.9756), tensor(1.8934), tensor(1.9574), tensor(1.9833), tensor(1.9076), tensor(1.9352), tensor(2.0006), tensor(1.9216), tensor(1.9205), tensor(2.0055)]"
37,"[tensor(1.9079), tensor(1.9566), tensor(1.9624), tensor(1.9380), tensor(1.9866), tensor(1.9473), tensor(1.9042), tensor(1.9948), tensor(1.8897), tensor(1.9064)]"
38,"[tensor(1.9754), tensor(1.9103), tensor(1.9669), tensor(1.9463), tensor(1.8551), tensor(1.8740), tensor(1.9702), tensor(1.8939), tensor(1.8994), tensor(1.9520)]"
39,"[tensor(1.8684), tensor(1.9181), tensor(1.9170), tensor(1.9102), tensor(1.9556), tensor(1.8765), tensor(1.8658), tensor(1.9165), tensor(1.8857), tensor(1.8841)]"
40,"[tensor(1.9439), tensor(1.8778), tensor(1.9134), tensor(1.9036), tensor(1.8204), tensor(1.8399), tensor(1.9229), tensor(1.8626), tensor(1.8650), tensor(1.9088)]"
41,"[tensor(1.8286), tensor(1.9085), tensor(1.8814), tensor(1.8786), tensor(1.9219), tensor(1.8336), tensor(1.8392), tensor(1.8528), tensor(1.8923), tensor(1.8576)]"
42,"[tensor(1.9188), tensor(1.8654), tensor(1.8646), tensor(1.8925), tensor(1.8102), tensor(1.8369), tensor(1.9002), tensor(1.8266), tensor(1.8633), tensor(1.9075)]"
43,"[tensor(1.8555), tensor(1.9380), tensor(1.8738), tensor(1.8778), tensor(1.9098), tensor(1.8672), tensor(1.8535), tensor(1.8653), tensor(1.9046), tensor(1.8705)]"
44,"[tensor(1.9158), tensor(1.9073), tensor(1.8915), tensor(1.9209), tensor(1.8066), tensor(1.8792), tensor(1.9180), tensor(1.8363), tensor(1.9149), tensor(1.9332)]"
45,"[tensor(1.8652), tensor(1.9298), tensor(1.9068), tensor(1.9198), tensor(1.9428), tensor(1.9476), tensor(1.8726), tensor(1.9312), tensor(1.9011), tensor(1.9025)]"
46,"[tensor(1.9485), tensor(1.9203), tensor(1.9248), tensor(1.9289), tensor(1.8244), tensor(1.8897), tensor(1.9619), tensor(1.8702), tensor(1.9453), tensor(1.9693)]"
47,"[tensor(1.8603), tensor(1.9461), tensor(1.9640), tensor(1.9671), tensor(1.9793), tensor(1.9915), tensor(1.8430), tensor(1.9684), tensor(1.9006), tensor(1.8648)]"
48,"[tensor(1.9678), tensor(1.8645), tensor(1.9023), tensor(1.9089), tensor(1.8441), tensor(1.8504), tensor(1.9924), tensor(1.8885), tensor(1.9397), tensor(2.0040)]"
49,"[tensor(1.8478), tensor(1.9727), tensor(1.9900), tensor(1.9770), tensor(1.9710), tensor(2.0033), tensor(1.8451), tensor(1.9840), tensor(1.8823), tensor(1.8362)]"
50,"[tensor(1.9978), tensor(1.8367), tensor(1.8893), tensor(1.8910), tensor(1.8438), tensor(1.8234), tensor(1.9934), tensor(1.9037), tensor(1.8915), tensor(2.0071)]"
51,"[tensor(1.8303), tensor(2.0011), tensor(1.9953), tensor(1.9609), tensor(1.9808), tensor(1.9727), tensor(1.8395), tensor(1.9641), tensor(1.9018), tensor(1.8153)]"
52,"[tensor(2.0002), tensor(1.8631), tensor(1.8634), tensor(1.8708), tensor(1.8022), tensor(1.8040), tensor(2.0027), tensor(1.8833), tensor(1.9507), tensor(2.0190)]"
53,"[tensor(1.8030), tensor(2.0261), tensor(2.0062), tensor(1.9853), tensor(1.9979), tensor(1.9846), tensor(1.8285), tensor(1.9693), tensor(1.9620), tensor(1.8075)]"
54,"[tensor(2.0236), tensor(1.8404), tensor(1.8476), tensor(1.9059), tensor(1.7970), tensor(1.8679), tensor(2.0243), tensor(1.9267), tensor(1.9675), tensor(2.0501)]"
55,"[tensor(1.8069), tensor(2.0411), tensor(2.0455), tensor(2.0356), tensor(2.0380), tensor(2.0342), tensor(1.8091), tensor(2.0306), tensor(1.9872), tensor(1.7821)]"
56,"[tensor(2.0513), tensor(1.8040), tensor(1.8402), tensor(1.9728), tensor(1.8222), tensor(1.9143), tensor(2.0435), tensor(1.9038), tensor(1.9321), tensor(2.0743)]"
57,"[tensor(1.8355), tensor(2.0617), tensor(2.0503), tensor(2.0148), tensor(2.0490), tensor(2.0395), tensor(1.8142), tensor(2.0413), tensor(1.9888), tensor(1.7728)]"
58,"[tensor(2.0486), tensor(1.8000), tensor(1.8409), tensor(1.9897), tensor(1.8466), tensor(1.8610), tensor(2.0543), tensor(1.8713), tensor(1.9147), tensor(2.0852)]"
59,"[tensor(1.8509), tensor(2.0600), tensor(2.0479), tensor(1.9738), tensor(2.0333), tensor(2.0485), tensor(1.8206), tensor(2.0448), tensor(1.9656), tensor(1.7779)]"
60,"[tensor(2.0372), tensor(1.7986), tensor(1.8425), tensor(1.9694), tensor(1.8441), tensor(1.8182), tensor(2.0455), tensor(1.8421), tensor(1.8873), tensor(2.0735)]"
61,"[tensor(1.8307), tensor(2.0311), tensor(2.0243), tensor(1.9060), tensor(2.0096), tensor(2.0181), tensor(1.8059), tensor(2.0223), tensor(1.8964), tensor(1.7661)]"
62,"[tensor(1.9970), tensor(1.7674), tensor(1.8081), tensor(1.8672), tensor(1.7932), tensor(1.7403), tensor(1.9898), tensor(1.7858), tensor(1.8355), tensor(2.0229)]"
63,"[tensor(1.7903), tensor(1.9956), tensor(1.9434), tensor(1.8445), tensor(1.9530), tensor(1.9491), tensor(1.7429), tensor(1.8986), tensor(1.8095), tensor(1.7123)]"
64,"[tensor(1.9360), tensor(1.7832), tensor(1.7630), tensor(1.7659), tensor(1.7439), tensor(1.6916), tensor(1.9653), tensor(1.7026), tensor(1.9001), tensor(1.9895)]"
65,"[tensor(1.7868), tensor(1.9679), tensor(1.9312), tensor(1.9321), tensor(1.9085), tensor(1.9454), tensor(1.7739), tensor(1.9001), tensor(1.8394), tensor(1.7663)]"
66,"[tensor(1.9414), tensor(1.8532), tensor(1.7859), tensor(1.7716), tensor(1.7475), tensor(1.7312), tensor(1.9484), tensor(1.7680), tensor(1.9982), tensor(1.9724)]"
67,"[tensor(1.7880), tensor(1.9933), tensor(1.9514), tensor(2.0050), tensor(1.9412), tensor(1.9837), tensor(1.8158), tensor(1.9211), tensor(1.9756), tensor(1.8064)]"
68,"[tensor(1.9981), tensor(1.8938), tensor(1.8250), tensor(1.9325), tensor(1.7927), tensor(1.8477), tensor(2.0078), tensor(1.8536), tensor(2.0457), tensor(2.0359)]"
69,"[tensor(1.8165), tensor(2.0442), tensor(2.0486), tensor(2.0859), tensor(2.0210), tensor(2.0707), tensor(1.8530), tensor(2.0451), tensor(2.0478), tensor(1.8480)]"
70,"[tensor(2.0698), tensor(1.8453), tensor(1.9031), tensor(2.1097), tensor(1.8830), tensor(2.0423), tensor(2.0792), tensor(2.0008), tensor(2.0649), tensor(2.1012)]"
71,"[tensor(1.9174), tensor(2.0891), tensor(2.1228), tensor(2.1182), tensor(2.1047), tensor(2.1340), tensor(1.9111), tensor(2.1299), tensor(2.0771), tensor(1.8749)]"
72,"[tensor(2.0417), tensor(1.8714), tensor(1.9648), tensor(2.1133), tensor(1.9883), tensor(2.0309), tensor(2.1210), tensor(2.0404), tensor(1.9970), tensor(2.1384)]"
73,"[tensor(2.0175), tensor(2.0093), tensor(2.1238), tensor(2.0580), tensor(2.0486), tensor(2.1193), tensor(1.9853), tensor(2.1281), tensor(1.8242), tensor(1.9173)]"
74,"[tensor(1.9052), tensor(1.9064), tensor(2.0233), tensor(1.9697), tensor(1.9991), tensor(1.8699), tensor(1.9889), tensor(2.0029), tensor(2.0405), tensor(2.0051)]"
75,"[tensor(1.9993), tensor(1.8592), tensor(1.9275), tensor(1.9784), tensor(1.8220), tensor(1.9970), tensor(1.8924), tensor(1.8789), tensor(1.7635), tensor(1.8804)]"
76,"[tensor(1.7197), tensor(1.8461), tensor(1.8461), tensor(1.7438), tensor(2.0294), tensor(1.7235), tensor(1.8314), tensor(1.8385), tensor(1.9790), tensor(1.8286)]"
77,"[tensor(1.9787), tensor(1.8579), tensor(1.9096), tensor(1.9707), tensor(1.6440), tensor(1.8840), tensor(1.8397), tensor(1.7443), tensor(1.6958), tensor(1.8468)]"
78,"[tensor(1.6693), tensor(1.9646), tensor(1.7819), tensor(1.7230), tensor(1.9892), tensor(1.7024), tensor(1.8134), tensor(1.8253), tensor(1.9956), tensor(1.8172)]"
79,"[tensor(1.9688), tensor(1.8917), tensor(1.8824), tensor(1.9553), tensor(1.6144), tensor(1.8772), tensor(1.9601), tensor(1.7232), tensor(1.8201), tensor(1.9646)]"
80,"[tensor(1.7560), tensor(2.0099), tensor(1.9126), tensor(1.7812), tensor(2.0026), tensor(1.9200), tensor(1.7596), tensor(2.0235), tensor(2.0219), tensor(1.7907)]"
81,"[tensor(2.0052), tensor(1.9466), tensor(1.9010), tensor(2.0224), tensor(1.7418), tensor(1.9539), tensor(2.0395), tensor(1.7744), tensor(2.0160), tensor(2.0420)]"
82,"[tensor(1.8501), tensor(2.0715), tensor(2.0357), tensor(2.0025), tensor(2.0634), tensor(2.0952), tensor(1.8624), tensor(2.0748), tensor(2.0643), tensor(1.8979)]"
83,"[tensor(2.0736), tensor(1.8330), tensor(1.9620), tensor(2.0498), tensor(1.8508), tensor(1.9852), tensor(2.0973), tensor(1.9792), tensor(2.0752), tensor(2.0968)]"
84,"[tensor(1.8048), tensor(2.0329), tensor(2.0899), tensor(2.0798), tensor(2.1080), tensor(2.0731), tensor(1.8227), tensor(2.0758), tensor(1.9998), tensor(1.8069)]"
85,"[tensor(2.0961), tensor(1.7358), tensor(1.8664), tensor(1.9614), tensor(1.7973), tensor(1.8522), tensor(2.0415), tensor(1.8911), tensor(1.8754), tensor(2.0809)]"
86,"[tensor(1.7511), tensor(2.0758), tensor(2.0459), tensor(2.0388), tensor(2.0165), tensor(2.1196), tensor(1.8088), tensor(2.1365), tensor(1.9558), tensor(1.7644)]"
87,"[tensor(1.8714), tensor(1.6778), tensor(1.9702), tensor(2.0037), tensor(1.8119), tensor(1.7632), tensor(2.0774), tensor(1.7990), tensor(1.8505), tensor(2.0934)]"
88,"[tensor(1.6986), tensor(1.9702), tensor(1.9100), tensor(1.9188), tensor(1.8132), tensor(2.0392), tensor(1.7133), tensor(2.0935), tensor(1.9036), tensor(1.6855)]"
89,"[tensor(1.9582), tensor(1.6609), tensor(1.9693), tensor(1.9814), tensor(1.7773), tensor(1.6508), tensor(2.0345), tensor(1.8035), tensor(1.8005), tensor(2.0174)]"
90,"[tensor(1.7143), tensor(2.0213), tensor(1.8196), tensor(1.8998), tensor(1.9517), tensor(1.9614), tensor(1.6590), tensor(1.9746), tensor(1.8889), tensor(1.6094)]"
91,"[tensor(1.9745), tensor(1.5840), tensor(1.8263), tensor(1.8920), tensor(1.7689), tensor(1.6737), tensor(2.0104), tensor(1.7306), tensor(1.6394), tensor(1.9980)]"
92,"[tensor(1.6631), tensor(2.0399), tensor(1.7655), tensor(1.7969), tensor(1.9408), tensor(1.9560), tensor(1.6105), tensor(1.8739), tensor(1.9856), tensor(1.5886)]"
93,"[tensor(1.9842), tensor(1.5645), tensor(1.7662), tensor(1.9175), tensor(1.7268), tensor(1.6274), tensor(2.0044), tensor(1.6630), tensor(1.6781), tensor(2.0404)]"
94,"[tensor(1.6352), tensor(2.0497), tensor(1.8102), tensor(1.7444), tensor(1.9504), tensor(1.9943), tensor(1.6122), tensor(1.9258), tensor(1.9916), tensor(1.6492)]"
95,"[tensor(2.0107), tensor(1.5998), tensor(1.8692), tensor(1.9862), tensor(1.6917), tensor(1.6471), tensor(2.0368), tensor(1.6840), tensor(1.8068), tensor(2.0702)]"
96,"[tensor(1.6782), tensor(2.0568), tensor(1.9569), tensor(1.7833), tensor(2.0145), tensor(2.0610), tensor(1.6447), tensor(2.0336), tensor(2.0113), tensor(1.7227)]"
97,"[tensor(2.0412), tensor(1.6252), tensor(1.8941), tensor(2.0266), tensor(1.7517), tensor(1.6917), tensor(2.0830), tensor(1.7184), tensor(1.9331), tensor(2.1079)]"
98,"[tensor(1.7494), tensor(2.0858), tensor(2.0429), tensor(1.8671), tensor(2.0468), tensor(2.1092), tensor(1.6946), tensor(2.0888), tensor(1.9904), tensor(1.7241)]"
99,"[tensor(2.0157), tensor(1.6320), tensor(1.9260), tensor(2.0370), tensor(1.7850), tensor(1.6963), tensor(2.1093), tensor(1.7581), tensor(1.8516), tensor(2.1182)]"
