in_deg_centrality,[1.]
5,"[0.315, 0.238, 0.247, 0.215, 0.286, 0.454, 0.362, 0.353, 0.297, 0.275]"
6,"[0.321, 0.261, 0.302, 0.219, 0.348, 0.45, 0.372, 0.373, 0.297, 0.323]"
7,"[0.327, 0.284, 0.31, 0.269, 0.362, 0.466, 0.425, 0.406, 0.307, 0.308]"
8,"[0.325, 0.328, 0.326, 0.32, 0.355, 0.452, 0.444, 0.435, 0.305, 0.347]"
9,"[0.407, 0.312, 0.349, 0.329, 0.369, 0.452, 0.44, 0.463, 0.305, 0.386]"
10,"[0.439, 0.332, 0.372, 0.359, 0.361, 0.474, 0.439, 0.487, 0.309, 0.41]"
11,"[0.432, 0.371, 0.369, 0.36, 0.373, 0.474, 0.45, 0.472, 0.31, 0.396]"
12,"[0.443, 0.389, 0.39, 0.405, 0.373, 0.476, 0.45, 0.487, 0.312, 0.433]"
13,"[0.507, 0.418, 0.389, 0.428, 0.374, 0.494, 0.456, 0.495, 0.308, 0.421]"
14,"[0.487, 0.431, 0.394, 0.413, 0.377, 0.53, 0.456, 0.52, 0.333, 0.45]"
15,"[0.557, 0.478, 0.395, 0.427, 0.379, 0.58, 0.46, 0.508, 0.373, 0.432]"
16,"[0.582, 0.463, 0.391, 0.42, 0.373, 0.558, 0.481, 0.505, 0.381, 0.452]"
17,"[0.587, 0.444, 0.402, 0.423, 0.374, 0.596, 0.48, 0.528, 0.376, 0.464]"
18,"[0.618, 0.477, 0.406, 0.446, 0.374, 0.596, 0.475, 0.517, 0.386, 0.442]"
19,"[0.595, 0.514, 0.405, 0.447, 0.375, 0.619, 0.486, 0.528, 0.393, 0.467]"
20,"[0.606, 0.551, 0.413, 0.505, 0.376, 0.657, 0.482, 0.53, 0.401, 0.472]"
21,"[0.613, 0.501, 0.421, 0.452, 0.38, 0.623, 0.493, 0.534, 0.392, 0.471]"
22,"[0.594, 0.502, 0.407, 0.469, 0.376, 0.613, 0.491, 0.546, 0.389, 0.477]"
23,"[0.625, 0.516, 0.396, 0.507, 0.375, 0.627, 0.507, 0.531, 0.425, 0.464]"
24,"[0.628, 0.536, 0.414, 0.513, 0.378, 0.659, 0.487, 0.551, 0.405, 0.482]"
25,"[0.416, 0.514, 0.213, 0.488, 0.379, 0.644, 0.493, 0.349, 0.415, 0.474]"
26,"[0.509, 0.614, 0.241, 0.58, 0.38, 0.616, 0.535, 0.34, 0.414, 0.366]"
27,"[0.467, 0.622, 0.453, 0.589, 0.406, 0.621, 0.524, 0.496, 0.392, 0.36]"
28,"[0.469, 0.523, 0.474, 0.53, 0.384, 0.608, 0.526, 0.536, 0.42, 0.442]"
29,"[0.513, 0.575, 0.457, 0.587, 0.38, 0.609, 0.525, 0.474, 0.427, 0.44]"
30,"[0.533, 0.574, 0.452, 0.559, 0.373, 0.597, 0.552, 0.515, 0.397, 0.422]"
31,"[0.496, 0.607, 0.445, 0.603, 0.381, 0.626, 0.512, 0.573, 0.412, 0.426]"
32,"[0.524, 0.54, 0.453, 0.555, 0.401, 0.632, 0.527, 0.566, 0.447, 0.465]"
33,"[0.575, 0.556, 0.494, 0.553, 0.406, 0.635, 0.556, 0.571, 0.438, 0.478]"
34,"[0.552, 0.576, 0.506, 0.559, 0.377, 0.597, 0.539, 0.604, 0.434, 0.46]"
35,"[0.552, 0.513, 0.479, 0.558, 0.396, 0.596, 0.548, 0.599, 0.45, 0.46]"
36,"[0.541, 0.56, 0.511, 0.567, 0.404, 0.618, 0.568, 0.616, 0.473, 0.464]"
37,"[0.561, 0.54, 0.498, 0.569, 0.395, 0.615, 0.561, 0.609, 0.435, 0.47]"
38,"[0.554, 0.526, 0.517, 0.547, 0.385, 0.583, 0.558, 0.627, 0.463, 0.458]"
39,"[0.498, 0.539, 0.533, 0.57, 0.388, 0.601, 0.562, 0.626, 0.47, 0.472]"
40,"[0.534, 0.523, 0.477, 0.522, 0.42, 0.605, 0.564, 0.625, 0.47, 0.484]"
41,"[0.568, 0.551, 0.501, 0.544, 0.423, 0.628, 0.561, 0.627, 0.481, 0.474]"
42,"[0.543, 0.514, 0.559, 0.531, 0.383, 0.604, 0.57, 0.646, 0.462, 0.481]"
43,"[0.503, 0.533, 0.517, 0.583, 0.404, 0.607, 0.548, 0.65, 0.456, 0.417]"
44,"[0.568, 0.54, 0.491, 0.539, 0.418, 0.608, 0.57, 0.648, 0.487, 0.473]"
45,"[0.515, 0.52, 0.524, 0.522, 0.4, 0.614, 0.568, 0.658, 0.446, 0.505]"
46,"[0.535, 0.532, 0.554, 0.573, 0.424, 0.611, 0.571, 0.641, 0.439, 0.473]"
47,"[0.522, 0.542, 0.531, 0.592, 0.43, 0.633, 0.583, 0.652, 0.504, 0.456]"
48,"[0.531, 0.55, 0.53, 0.552, 0.424, 0.614, 0.579, 0.67, 0.469, 0.485]"
49,"[0.514, 0.539, 0.547, 0.545, 0.44, 0.613, 0.554, 0.663, 0.483, 0.494]"
50,"[0.536, 0.524, 0.589, 0.55, 0.416, 0.63, 0.573, 0.645, 0.463, 0.471]"
51,"[0.506, 0.525, 0.586, 0.543, 0.404, 0.619, 0.581, 0.66, 0.507, 0.463]"
52,"[0.532, 0.532, 0.541, 0.552, 0.439, 0.608, 0.576, 0.681, 0.509, 0.492]"
