eigenvector_centrality,[16 11]
76,"[0.10972568578553615, 0.1025, 0.195, 0.09, 0.085, 0.0825, 0.1725, 0.1525, 0.165, 0.145, 0.1, 0.44, 0.095, 0.135, 0.145, 0.1225, 0.405, 0.165, 0.1075, 0.0925, 0.075, 0.17, 0.09, 0.1125, 0.12531328320802004]"
77,"[0.1371571072319202, 0.14, 0.19, 0.1675, 0.14, 0.115, 0.095, 0.0775, 0.1375, 0.11, 0.1525, 0.425, 0.1225, 0.0975, 0.1125, 0.1125, 0.425, 0.095, 0.1, 0.0725, 0.0775, 0.1175, 0.1175, 0.145, 0.11278195488721804]"
78,"[0.10972568578553615, 0.1025, 0.19, 0.09, 0.085, 0.0825, 0.1725, 0.15, 0.1725, 0.1475, 0.1, 0.455, 0.095, 0.135, 0.15, 0.14, 0.3725, 0.1625, 0.1025, 0.0825, 0.075, 0.1675, 0.09, 0.1125, 0.13032581453634084]"
79,"[0.1396508728179551, 0.145, 0.205, 0.1675, 0.14, 0.1175, 0.095, 0.0775, 0.1275, 0.11, 0.1525, 0.4375, 0.1225, 0.0975, 0.1125, 0.1125, 0.3875, 0.095, 0.1, 0.0725, 0.0775, 0.12, 0.1175, 0.1425, 0.11278195488721804]"
80,"[0.10972568578553615, 0.1025, 0.18, 0.09, 0.085, 0.0825, 0.1725, 0.15, 0.175, 0.1475, 0.1, 0.4725, 0.095, 0.1375, 0.1575, 0.15, 0.485, 0.165, 0.1, 0.0725, 0.075, 0.155, 0.09, 0.1125, 0.13032581453634084]"
81,"[0.15211970074812967, 0.1475, 0.1925, 0.17, 0.14, 0.1225, 0.095, 0.0775, 0.1275, 0.11, 0.155, 0.42, 0.1275, 0.0975, 0.1125, 0.1175, 0.3825, 0.095, 0.1, 0.0725, 0.08, 0.1125, 0.12, 0.1475, 0.11278195488721804]"
82,"[0.10972568578553615, 0.1025, 0.18, 0.095, 0.085, 0.0825, 0.1575, 0.15, 0.17, 0.145, 0.1, 0.4875, 0.095, 0.145, 0.155, 0.15, 0.5225, 0.1625, 0.1, 0.0725, 0.075, 0.1525, 0.09, 0.1125, 0.12531328320802004]"
83,"[0.1571072319201995, 0.145, 0.1925, 0.175, 0.14, 0.12, 0.095, 0.0775, 0.1275, 0.1125, 0.145, 0.4175, 0.1275, 0.0975, 0.115, 0.12, 0.3675, 0.095, 0.1, 0.08, 0.0825, 0.12, 0.12, 0.15, 0.11278195488721804]"
84,"[0.10972568578553615, 0.1025, 0.1825, 0.1, 0.0875, 0.0825, 0.1575, 0.1525, 0.16, 0.14, 0.1, 0.4925, 0.095, 0.145, 0.1575, 0.1475, 0.5, 0.165, 0.1, 0.0725, 0.075, 0.145, 0.09, 0.115, 0.12280701754385964]"
85,"[0.1546134663341646, 0.14, 0.1925, 0.1775, 0.14, 0.1225, 0.0975, 0.0775, 0.1325, 0.1125, 0.1475, 0.405, 0.125, 0.0975, 0.1175, 0.12, 0.4075, 0.095, 0.1, 0.125, 0.0825, 0.115, 0.12, 0.1525, 0.11278195488721804]"
86,"[0.10972568578553615, 0.1025, 0.1825, 0.0975, 0.0875, 0.0825, 0.1675, 0.155, 0.17, 0.1475, 0.105, 0.505, 0.095, 0.1475, 0.15, 0.15, 0.54, 0.1625, 0.1, 0.0725, 0.075, 0.1525, 0.09, 0.12, 0.12781954887218044]"
87,"[0.1571072319201995, 0.14, 0.1925, 0.1775, 0.1375, 0.13, 0.1, 0.08, 0.1275, 0.1175, 0.1525, 0.3875, 0.1275, 0.0975, 0.125, 0.12, 0.435, 0.095, 0.1075, 0.1575, 0.0825, 0.12, 0.12, 0.155, 0.11278195488721804]"
88,"[0.11471321695760599, 0.1025, 0.1825, 0.095, 0.09, 0.0825, 0.1725, 0.155, 0.1725, 0.1475, 0.1125, 0.5025, 0.095, 0.1475, 0.1525, 0.155, 0.475, 0.165, 0.1, 0.075, 0.0775, 0.155, 0.0925, 0.125, 0.13032581453634084]"
89,"[0.1571072319201995, 0.15, 0.1925, 0.185, 0.1375, 0.1325, 0.1, 0.0825, 0.13, 0.1175, 0.15, 0.3775, 0.1325, 0.0975, 0.125, 0.12, 0.465, 0.095, 0.11, 0.1725, 0.0825, 0.115, 0.12, 0.16, 0.11528822055137844]"
90,"[0.1172069825436409, 0.1075, 0.185, 0.0975, 0.09, 0.0825, 0.175, 0.155, 0.1775, 0.1525, 0.1175, 0.495, 0.095, 0.1475, 0.1625, 0.165, 0.48, 0.1625, 0.1, 0.0775, 0.0775, 0.17, 0.0975, 0.1225, 0.14035087719298245]"
91,"[0.1571072319201995, 0.1525, 0.1925, 0.185, 0.1425, 0.13, 0.1025, 0.0825, 0.1325, 0.1175, 0.165, 0.385, 0.14, 0.0975, 0.125, 0.12, 0.4775, 0.0975, 0.11, 0.175, 0.085, 0.1225, 0.12, 0.16, 0.11528822055137844]"
