eigenvector_centrality,[15 13]
11,"[0.3790523690773067, 0.39, 0.495, 0.3975, 0.42, 0.3925, 0.32, 0.425, 0.45, 0.4225, 0.37, 0.455, 0.32, 0.32, 0.4525, 0.37, 0.4225, 0.3225, 0.4375, 0.3825, 0.3825, 0.35, 0.3675, 0.3025, 0.40100250626566414]"
12,"[0.33665835411471323, 0.495, 0.35, 0.52, 0.2225, 0.3675, 0.3775, 0.34, 0.47, 0.5575, 0.395, 0.39, 0.5575, 0.5225, 0.2575, 0.4125, 0.3575, 0.445, 0.4425, 0.415, 0.44, 0.345, 0.5375, 0.395, 0.5213032581453634]"
13,"[0.38902743142144636, 0.3525, 0.4825, 0.35, 0.43, 0.4625, 0.2125, 0.4425, 0.455, 0.55, 0.345, 0.45, 0.415, 0.3275, 0.3325, 0.3725, 0.485, 0.275, 0.565, 0.485, 0.36, 0.365, 0.38, 0.275, 0.49624060150375937]"
14,"[0.3541147132169576, 0.34, 0.2225, 0.345, 0.21, 0.3425, 0.3225, 0.3125, 0.4575, 0.5725, 0.32, 0.32, 0.4425, 0.49, 0.25, 0.4075, 0.2775, 0.355, 0.405, 0.3275, 0.345, 0.335, 0.4375, 0.3575, 0.46867167919799496]"
15,"[0.3765586034912718, 0.335, 0.4925, 0.38, 0.4, 0.4275, 0.2425, 0.3825, 0.3475, 0.4625, 0.385, 0.39, 0.3525, 0.3, 0.2725, 0.38, 0.35, 0.2575, 0.435, 0.465, 0.3125, 0.355, 0.34, 0.2975, 0.44360902255639095]"
16,"[0.3940149625935162, 0.3025, 0.2175, 0.34, 0.2075, 0.2825, 0.3525, 0.32, 0.3075, 0.4375, 0.32, 0.335, 0.4225, 0.37, 0.2575, 0.42, 0.3075, 0.3625, 0.375, 0.35, 0.3325, 0.285, 0.405, 0.3675, 0.39849624060150374]"
17,"[0.38403990024937656, 0.3025, 0.4475, 0.395, 0.405, 0.4375, 0.265, 0.26, 0.33, 0.3875, 0.4325, 0.3975, 0.38, 0.32, 0.3475, 0.3425, 0.3725, 0.275, 0.39, 0.4975, 0.345, 0.32, 0.335, 0.3525, 0.3458646616541353]"
18,"[0.3765586034912718, 0.285, 0.2, 0.345, 0.16, 0.27, 0.3825, 0.385, 0.3325, 0.4675, 0.3425, 0.35, 0.44, 0.34, 0.1825, 0.3475, 0.3025, 0.33, 0.37, 0.32, 0.3125, 0.325, 0.4075, 0.4025, 0.3258145363408521]"
19,"[0.39900249376558605, 0.3025, 0.35, 0.395, 0.2825, 0.36, 0.275, 0.2425, 0.34, 0.43, 0.4375, 0.4125, 0.3975, 0.3475, 0.295, 0.2625, 0.345, 0.3325, 0.37, 0.415, 0.415, 0.3025, 0.3425, 0.385, 0.3333333333333333]"
20,"[0.4089775561097257, 0.3075, 0.3425, 0.365, 0.1975, 0.2975, 0.3375, 0.2975, 0.3175, 0.4625, 0.395, 0.385, 0.405, 0.37, 0.18, 0.3575, 0.355, 0.3475, 0.3575, 0.3375, 0.3625, 0.355, 0.4275, 0.4175, 0.38095238095238093]"
21,"[0.46384039900249374, 0.2925, 0.325, 0.41, 0.27, 0.3525, 0.365, 0.23, 0.38, 0.4425, 0.435, 0.4275, 0.4025, 0.3325, 0.35, 0.32, 0.3425, 0.385, 0.36, 0.42, 0.43, 0.3425, 0.365, 0.3375, 0.3483709273182957]"
22,"[0.4339152119700748, 0.32, 0.3725, 0.3725, 0.315, 0.295, 0.3325, 0.335, 0.3375, 0.46, 0.445, 0.3975, 0.4175, 0.3925, 0.2375, 0.4025, 0.3525, 0.4125, 0.365, 0.4025, 0.445, 0.36, 0.3675, 0.3775, 0.39849624060150374]"
23,"[0.49625935162094764, 0.3025, 0.3175, 0.455, 0.2975, 0.355, 0.3575, 0.24, 0.4475, 0.4475, 0.31, 0.44, 0.39, 0.3125, 0.3825, 0.33, 0.315, 0.4, 0.38, 0.3175, 0.4425, 0.37, 0.3975, 0.3575, 0.3659147869674185]"
24,"[0.456359102244389, 0.3525, 0.4025, 0.385, 0.3125, 0.285, 0.3525, 0.355, 0.3325, 0.405, 0.3375, 0.4375, 0.4725, 0.46, 0.2625, 0.45, 0.365, 0.4675, 0.345, 0.3925, 0.4425, 0.365, 0.345, 0.3925, 0.41353383458646614]"
25,"[0.5112219451371571, 0.3525, 0.3375, 0.475, 0.3625, 0.35, 0.365, 0.2675, 0.365, 0.41, 0.3, 0.4525, 0.375, 0.495, 0.4225, 0.54, 0.3225, 0.4275, 0.4275, 0.32, 0.46, 0.38, 0.3875, 0.35, 0.38095238095238093]"
26,"[0.47381546134663344, 0.43, 0.3875, 0.37, 0.3875, 0.3025, 0.3525, 0.3975, 0.325, 0.375, 0.3025, 0.385, 0.495, 0.5625, 0.39, 0.565, 0.3375, 0.4875, 0.355, 0.415, 0.42, 0.485, 0.345, 0.4675, 0.43358395989974935]"
27,"[0.4389027431421446, 0.3825, 0.3625, 0.365, 0.3575, 0.34, 0.385, 0.3525, 0.3275, 0.4225, 0.2975, 0.4975, 0.4425, 0.515, 0.34, 0.505, 0.3425, 0.41, 0.4275, 0.335, 0.4025, 0.355, 0.39, 0.345, 0.45112781954887216]"
28,"[0.4463840399002494, 0.43, 0.445, 0.4075, 0.41, 0.34, 0.3875, 0.4475, 0.3075, 0.385, 0.295, 0.3875, 0.43, 0.4825, 0.355, 0.475, 0.315, 0.4325, 0.335, 0.41, 0.42, 0.5025, 0.3775, 0.47, 0.42355889724310775]"
29,"[0.44139650872817954, 0.435, 0.415, 0.355, 0.3825, 0.365, 0.37, 0.3275, 0.375, 0.435, 0.3325, 0.4275, 0.42, 0.58, 0.355, 0.57, 0.41, 0.4075, 0.4975, 0.3775, 0.3875, 0.39, 0.375, 0.3425, 0.41102756892230574]"
30,"[0.39650872817955113, 0.44, 0.435, 0.4275, 0.3275, 0.4, 0.4175, 0.4725, 0.31, 0.4025, 0.3275, 0.4175, 0.4375, 0.405, 0.3625, 0.4425, 0.33, 0.3425, 0.335, 0.4, 0.4175, 0.5, 0.4, 0.4425, 0.3684210526315789]"
31,"[0.4239401496259352, 0.4125, 0.4075, 0.355, 0.41, 0.3825, 0.3425, 0.31, 0.4025, 0.3925, 0.3375, 0.4275, 0.395, 0.4925, 0.395, 0.6325, 0.4225, 0.38, 0.48, 0.385, 0.3925, 0.325, 0.3825, 0.41, 0.39097744360902253]"
32,"[0.3915211970074813, 0.4025, 0.4075, 0.48, 0.3, 0.4325, 0.4425, 0.405, 0.3, 0.3775, 0.35, 0.425, 0.4175, 0.4225, 0.36, 0.4225, 0.34, 0.325, 0.29, 0.39, 0.395, 0.43, 0.4, 0.44, 0.3182957393483709]"
33,"[0.38902743142144636, 0.39, 0.38, 0.3375, 0.4325, 0.3575, 0.315, 0.355, 0.405, 0.3275, 0.3275, 0.4175, 0.365, 0.505, 0.41, 0.68, 0.4425, 0.3875, 0.4475, 0.37, 0.375, 0.2875, 0.3925, 0.3675, 0.39598997493734334]"
34,"[0.3690773067331671, 0.3325, 0.3625, 0.445, 0.325, 0.44, 0.415, 0.325, 0.3075, 0.345, 0.3325, 0.38, 0.35, 0.44, 0.33, 0.425, 0.32, 0.3175, 0.2475, 0.385, 0.35, 0.455, 0.39, 0.425, 0.2631578947368421]"
35,"[0.3640897755610973, 0.38, 0.26, 0.305, 0.3625, 0.3125, 0.2375, 0.345, 0.39, 0.275, 0.3175, 0.3725, 0.34, 0.545, 0.41, 0.65, 0.45, 0.3425, 0.3875, 0.305, 0.3475, 0.25, 0.32, 0.3575, 0.3558897243107769]"
36,"[0.32169576059850374, 0.2225, 0.4025, 0.41, 0.3075, 0.45, 0.3925, 0.2725, 0.245, 0.2925, 0.3025, 0.3425, 0.2475, 0.43, 0.2875, 0.435, 0.2425, 0.3, 0.22, 0.3825, 0.2725, 0.44, 0.37, 0.4475, 0.21804511278195488]"
37,"[0.34413965087281795, 0.405, 0.16, 0.315, 0.3075, 0.21, 0.185, 0.3175, 0.365, 0.21, 0.305, 0.2425, 0.2725, 0.53, 0.4025, 0.62, 0.4425, 0.235, 0.3275, 0.21, 0.33, 0.1925, 0.235, 0.3025, 0.3132832080200501]"
38,"[0.20199501246882792, 0.1425, 0.4225, 0.1925, 0.2975, 0.49, 0.37, 0.2175, 0.2075, 0.2475, 0.1875, 0.3925, 0.1775, 0.4425, 0.255, 0.42, 0.185, 0.28, 0.175, 0.3675, 0.17, 0.4175, 0.4125, 0.4875, 0.17293233082706766]"
39,"[0.3940149625935162, 0.465, 0.1175, 0.54, 0.2225, 0.18, 0.1425, 0.2575, 0.3275, 0.2375, 0.42, 0.18, 0.2125, 0.5525, 0.4025, 0.62, 0.545, 0.12, 0.2725, 0.1475, 0.3175, 0.155, 0.15, 0.1875, 0.22807017543859648]"
40,"[0.17206982543640897, 0.1075, 0.4525, 0.1375, 0.2475, 0.605, 0.4125, 0.13, 0.1925, 0.1875, 0.1275, 0.525, 0.16, 0.4175, 0.17, 0.4225, 0.1475, 0.3575, 0.1425, 0.2675, 0.1425, 0.405, 0.5275, 0.6125, 0.14035087719298245]"
41,"[0.49625935162094764, 0.41, 0.1475, 0.495, 0.145, 0.1425, 0.16, 0.22, 0.4375, 0.2075, 0.5375, 0.1375, 0.145, 0.545, 0.5275, 0.6275, 0.57, 0.13, 0.255, 0.15, 0.2525, 0.155, 0.1075, 0.1525, 0.17794486215538846]"
42,"[0.1596009975062344, 0.0975, 0.2475, 0.12, 0.1925, 0.4925, 0.1875, 0.1, 0.1775, 0.18, 0.12, 0.4625, 0.2325, 0.4075, 0.165, 0.4275, 0.1175, 0.5825, 0.1375, 0.245, 0.0925, 0.365, 0.475, 0.555, 0.21303258145363407]"
43,"[0.48877805486284287, 0.2875, 0.13, 0.445, 0.1275, 0.145, 0.15, 0.2125, 0.46, 0.215, 0.475, 0.15, 0.145, 0.5325, 0.5775, 0.6325, 0.44, 0.13, 0.2575, 0.175, 0.2075, 0.1975, 0.105, 0.165, 0.17794486215538846]"
44,"[0.14962593516209477, 0.125, 0.1825, 0.1225, 0.15, 0.3575, 0.135, 0.0975, 0.17, 0.165, 0.1075, 0.3775, 0.3125, 0.4075, 0.155, 0.4325, 0.1075, 0.545, 0.145, 0.1975, 0.1225, 0.28, 0.4175, 0.49, 0.2681704260651629]"
45,"[0.38902743142144636, 0.2075, 0.12, 0.39, 0.095, 0.1725, 0.1225, 0.16, 0.2725, 0.19, 0.445, 0.15, 0.1475, 0.5675, 0.53, 0.625, 0.375, 0.13, 0.1725, 0.165, 0.2225, 0.195, 0.1175, 0.1675, 0.17794486215538846]"
46,"[0.14713216957605985, 0.14, 0.13, 0.1375, 0.1325, 0.2575, 0.0975, 0.095, 0.1625, 0.165, 0.125, 0.285, 0.235, 0.3725, 0.1575, 0.4425, 0.13, 0.4975, 0.145, 0.1675, 0.155, 0.225, 0.315, 0.42, 0.20551378446115287]"
47,"[0.22693266832917705, 0.155, 0.115, 0.2425, 0.1, 0.1625, 0.125, 0.1325, 0.1875, 0.17, 0.3625, 0.1525, 0.1475, 0.5675, 0.48, 0.6425, 0.255, 0.13, 0.1525, 0.1425, 0.205, 0.185, 0.135, 0.17, 0.19047619047619047]"
48,"[0.14713216957605985, 0.14, 0.1225, 0.1375, 0.145, 0.195, 0.0925, 0.14, 0.1575, 0.17, 0.135, 0.2275, 0.205, 0.37, 0.125, 0.4675, 0.1275, 0.4075, 0.1475, 0.1475, 0.1525, 0.1725, 0.2075, 0.3375, 0.19298245614035087]"
49,"[0.18952618453865336, 0.17, 0.115, 0.2025, 0.1125, 0.1275, 0.1275, 0.1925, 0.175, 0.18, 0.29, 0.1525, 0.1475, 0.5575, 0.3575, 0.625, 0.215, 0.1325, 0.1575, 0.155, 0.1575, 0.1825, 0.135, 0.17, 0.19047619047619047]"
50,"[0.1396508728179551, 0.135, 0.1225, 0.14, 0.1475, 0.21, 0.095, 0.1775, 0.13, 0.1525, 0.135, 0.2025, 0.195, 0.3675, 0.1075, 0.49, 0.1275, 0.2725, 0.1475, 0.135, 0.155, 0.1425, 0.21, 0.25, 0.18796992481203006]"
51,"[0.18703241895261846, 0.16, 0.1175, 0.1775, 0.1175, 0.105, 0.125, 0.1875, 0.1825, 0.18, 0.255, 0.135, 0.145, 0.55, 0.2625, 0.6175, 0.215, 0.1175, 0.1525, 0.165, 0.15, 0.1825, 0.1325, 0.1675, 0.19047619047619047]"
52,"[0.11970074812967581, 0.1375, 0.125, 0.1375, 0.145, 0.215, 0.125, 0.1825, 0.125, 0.1525, 0.135, 0.215, 0.1975, 0.37, 0.1125, 0.4525, 0.1275, 0.1775, 0.1325, 0.1575, 0.1525, 0.155, 0.205, 0.2375, 0.19047619047619047]"
53,"[0.18453865336658354, 0.16, 0.1175, 0.1725, 0.1325, 0.105, 0.13, 0.1825, 0.19, 0.18, 0.2375, 0.1225, 0.1225, 0.5775, 0.2425, 0.615, 0.22, 0.11, 0.1475, 0.1675, 0.1775, 0.18, 0.1425, 0.1675, 0.18546365914786966]"
54,"[0.11471321695760599, 0.1375, 0.135, 0.13, 0.135, 0.215, 0.1475, 0.185, 0.125, 0.16, 0.135, 0.1975, 0.195, 0.3775, 0.1125, 0.42, 0.1275, 0.165, 0.1225, 0.175, 0.14, 0.2, 0.2075, 0.24, 0.19047619047619047]"
55,"[0.17955112219451372, 0.1625, 0.12, 0.16, 0.135, 0.1025, 0.14, 0.17, 0.19, 0.1775, 0.2325, 0.1125, 0.11, 0.5625, 0.2425, 0.5575, 0.205, 0.0975, 0.145, 0.1725, 0.165, 0.1775, 0.1475, 0.165, 0.17543859649122806]"
56,"[0.09975062344139651, 0.14, 0.125, 0.115, 0.1225, 0.215, 0.15, 0.1825, 0.13, 0.1575, 0.1225, 0.1975, 0.1875, 0.38, 0.1125, 0.415, 0.1275, 0.1625, 0.1075, 0.17, 0.1275, 0.195, 0.2075, 0.23, 0.19799498746867167]"
57,"[0.18204488778054864, 0.165, 0.1175, 0.15, 0.135, 0.1125, 0.145, 0.165, 0.1925, 0.18, 0.2275, 0.1125, 0.0925, 0.5625, 0.245, 0.5575, 0.1925, 0.1025, 0.145, 0.17, 0.165, 0.1725, 0.1475, 0.16, 0.17293233082706766]"
58,"[0.08977556109725686, 0.13, 0.12, 0.105, 0.1125, 0.2125, 0.155, 0.18, 0.13, 0.1575, 0.1175, 0.1875, 0.1875, 0.3875, 0.11, 0.4125, 0.1175, 0.1525, 0.105, 0.15, 0.0975, 0.2, 0.2075, 0.215, 0.20050125313283207]"
59,"[0.1770573566084788, 0.165, 0.1, 0.145, 0.14, 0.1125, 0.1375, 0.1625, 0.19, 0.18, 0.21, 0.105, 0.08, 0.4975, 0.235, 0.5775, 0.1875, 0.1, 0.135, 0.175, 0.155, 0.1675, 0.1425, 0.1525, 0.14285714285714285]"
60,"[0.08728179551122195, 0.1325, 0.1175, 0.1, 0.095, 0.2125, 0.15, 0.175, 0.14, 0.1325, 0.1175, 0.1925, 0.175, 0.405, 0.1075, 0.3775, 0.12, 0.145, 0.0975, 0.1525, 0.0925, 0.1875, 0.21, 0.205, 0.18546365914786966]"
61,"[0.1596009975062344, 0.1675, 0.11, 0.145, 0.155, 0.14, 0.14, 0.16, 0.1875, 0.185, 0.21, 0.105, 0.075, 0.5175, 0.245, 0.58, 0.185, 0.1, 0.135, 0.18, 0.15, 0.1625, 0.135, 0.1425, 0.14035087719298245]"
62,"[0.08728179551122195, 0.1425, 0.1175, 0.1075, 0.105, 0.22, 0.1475, 0.175, 0.1525, 0.1575, 0.115, 0.2075, 0.175, 0.3925, 0.115, 0.34, 0.13, 0.1425, 0.0975, 0.175, 0.09, 0.1875, 0.2075, 0.205, 0.19047619047619047]"
63,"[0.16708229426433915, 0.1675, 0.1125, 0.145, 0.1625, 0.165, 0.14, 0.165, 0.185, 0.175, 0.2075, 0.1175, 0.0775, 0.545, 0.235, 0.62, 0.1825, 0.1, 0.135, 0.1825, 0.1525, 0.165, 0.1475, 0.11, 0.12531328320802004]"
64,"[0.08728179551122195, 0.145, 0.1125, 0.1075, 0.0975, 0.215, 0.15, 0.1675, 0.1575, 0.1575, 0.1125, 0.1975, 0.1775, 0.3775, 0.115, 0.37, 0.13, 0.1425, 0.0975, 0.1675, 0.09, 0.1925, 0.1975, 0.1975, 0.19047619047619047]"
65,"[0.1596009975062344, 0.1625, 0.0975, 0.145, 0.16, 0.145, 0.135, 0.1725, 0.185, 0.17, 0.205, 0.105, 0.0775, 0.5575, 0.23, 0.59, 0.185, 0.1, 0.1375, 0.1825, 0.155, 0.13, 0.13, 0.1075, 0.11027568922305764]"
66,"[0.08728179551122195, 0.1425, 0.1125, 0.1, 0.1, 0.21, 0.1525, 0.14, 0.145, 0.155, 0.1125, 0.1925, 0.18, 0.3725, 0.1125, 0.4125, 0.1225, 0.1425, 0.0975, 0.1525, 0.0875, 0.1875, 0.2, 0.2, 0.19298245614035087]"
67,"[0.16209476309226933, 0.16, 0.0875, 0.1525, 0.16, 0.14, 0.1325, 0.18, 0.185, 0.17, 0.205, 0.105, 0.0775, 0.5025, 0.2225, 0.595, 0.185, 0.1, 0.14, 0.18, 0.15, 0.1225, 0.1225, 0.095, 0.10526315789473684]"
68,"[0.08229426433915212, 0.1275, 0.1125, 0.0975, 0.095, 0.1975, 0.16, 0.1375, 0.135, 0.135, 0.115, 0.185, 0.175, 0.3625, 0.1075, 0.4125, 0.1125, 0.1425, 0.0975, 0.1375, 0.0875, 0.1875, 0.2, 0.1975, 0.19548872180451127]"
69,"[0.16708229426433915, 0.155, 0.0925, 0.15, 0.1625, 0.1375, 0.1275, 0.1675, 0.185, 0.1725, 0.2075, 0.105, 0.0725, 0.5025, 0.2325, 0.4975, 0.185, 0.1, 0.135, 0.1775, 0.1475, 0.125, 0.1225, 0.0925, 0.10526315789473684]"
70,"[0.08478802992518704, 0.115, 0.1175, 0.09, 0.0925, 0.2125, 0.1525, 0.125, 0.13, 0.135, 0.1125, 0.1975, 0.185, 0.395, 0.1075, 0.4125, 0.115, 0.1475, 0.0975, 0.1325, 0.085, 0.195, 0.205, 0.1975, 0.19548872180451127]"
71,"[0.1770573566084788, 0.1675, 0.095, 0.1475, 0.165, 0.1475, 0.1275, 0.1825, 0.185, 0.175, 0.21, 0.105, 0.0725, 0.505, 0.2375, 0.4425, 0.1875, 0.1, 0.1375, 0.175, 0.1525, 0.1225, 0.12, 0.0925, 0.10526315789473684]"
72,"[0.08478802992518704, 0.1125, 0.12, 0.0925, 0.095, 0.2075, 0.1525, 0.1225, 0.13, 0.135, 0.1125, 0.2025, 0.19, 0.395, 0.1075, 0.43, 0.1125, 0.1525, 0.0975, 0.13, 0.0875, 0.19, 0.2075, 0.2, 0.18796992481203006]"
73,"[0.1770573566084788, 0.1725, 0.1, 0.15, 0.1675, 0.1475, 0.125, 0.165, 0.19, 0.175, 0.2075, 0.1075, 0.0725, 0.4925, 0.2425, 0.4225, 0.2, 0.1, 0.14, 0.1725, 0.1525, 0.1425, 0.12, 0.095, 0.10526315789473684]"
74,"[0.08977556109725686, 0.11, 0.1225, 0.095, 0.0875, 0.2075, 0.15, 0.1325, 0.12, 0.135, 0.1125, 0.2075, 0.19, 0.385, 0.105, 0.4175, 0.115, 0.1475, 0.0925, 0.125, 0.0875, 0.1875, 0.2075, 0.1975, 0.19047619047619047]"
75,"[0.1745635910224439, 0.1725, 0.095, 0.1525, 0.1625, 0.14, 0.125, 0.1575, 0.1925, 0.1775, 0.2125, 0.1075, 0.0725, 0.4875, 0.2425, 0.29, 0.1975, 0.1, 0.1425, 0.175, 0.155, 0.145, 0.1175, 0.0975, 0.10275689223057644]"
76,"[0.08728179551122195, 0.11, 0.125, 0.095, 0.0875, 0.2025, 0.1525, 0.13, 0.125, 0.135, 0.1125, 0.1975, 0.1875, 0.385, 0.1075, 0.5675, 0.115, 0.1525, 0.0975, 0.1225, 0.09, 0.18, 0.1975, 0.2125, 0.19047619047619047]"
77,"[0.1770573566084788, 0.155, 0.1, 0.16, 0.1675, 0.1325, 0.125, 0.1475, 0.2025, 0.175, 0.21, 0.1025, 0.0725, 0.4825, 0.225, 0.265, 0.19, 0.1, 0.145, 0.185, 0.1525, 0.1325, 0.1175, 0.1, 0.10275689223057644]"
78,"[0.08728179551122195, 0.1175, 0.12, 0.095, 0.0875, 0.205, 0.1525, 0.1325, 0.135, 0.1375, 0.1125, 0.195, 0.1925, 0.365, 0.11, 0.53, 0.115, 0.1575, 0.095, 0.1225, 0.09, 0.1975, 0.195, 0.2075, 0.19047619047619047]"
79,"[0.17955112219451372, 0.145, 0.105, 0.1725, 0.1725, 0.15, 0.125, 0.1625, 0.2125, 0.19, 0.2225, 0.1125, 0.0725, 0.4925, 0.225, 0.3125, 0.1875, 0.1, 0.1575, 0.17, 0.1575, 0.145, 0.115, 0.0975, 0.10275689223057644]"
80,"[0.09226932668329177, 0.11, 0.1225, 0.0975, 0.0875, 0.1725, 0.1475, 0.12, 0.1375, 0.1375, 0.1375, 0.2025, 0.2, 0.36, 0.11, 0.515, 0.1125, 0.1625, 0.0925, 0.1275, 0.095, 0.1975, 0.1975, 0.205, 0.19298245614035087]"
81,"[0.17955112219451372, 0.1475, 0.11, 0.165, 0.17, 0.16, 0.125, 0.1525, 0.1975, 0.18, 0.215, 0.12, 0.075, 0.5125, 0.2125, 0.2625, 0.185, 0.1, 0.1525, 0.16, 0.1625, 0.1475, 0.1125, 0.1025, 0.10275689223057644]"
82,"[0.09975062344139651, 0.105, 0.125, 0.1, 0.0875, 0.1875, 0.16, 0.1075, 0.1225, 0.14, 0.1425, 0.195, 0.1975, 0.34, 0.1075, 0.48, 0.115, 0.165, 0.095, 0.13, 0.1, 0.1975, 0.2, 0.2, 0.19548872180451127]"
83,"[0.17206982543640897, 0.1475, 0.0975, 0.1575, 0.1625, 0.13, 0.125, 0.1725, 0.2175, 0.16, 0.205, 0.105, 0.0725, 0.4875, 0.2125, 0.2075, 0.185, 0.1, 0.145, 0.16, 0.155, 0.1325, 0.1125, 0.1075, 0.10776942355889724]"
84,"[0.10723192019950124, 0.1, 0.1225, 0.105, 0.09, 0.19, 0.1575, 0.11, 0.12, 0.14, 0.145, 0.2025, 0.185, 0.375, 0.1125, 0.2675, 0.115, 0.1525, 0.0975, 0.1275, 0.0975, 0.2, 0.2025, 0.205, 0.19047619047619047]"
85,"[0.16458852867830423, 0.15, 0.095, 0.1475, 0.1625, 0.115, 0.125, 0.165, 0.2175, 0.1425, 0.205, 0.105, 0.075, 0.45, 0.23, 0.205, 0.2, 0.1, 0.145, 0.165, 0.155, 0.1325, 0.1125, 0.1125, 0.10776942355889724]"
86,"[0.10723192019950124, 0.1025, 0.1225, 0.1075, 0.095, 0.2025, 0.1475, 0.11, 0.1225, 0.1325, 0.135, 0.21, 0.185, 0.385, 0.1125, 0.2625, 0.115, 0.155, 0.1025, 0.13, 0.0975, 0.2, 0.205, 0.2025, 0.19047619047619047]"
87,"[0.1770573566084788, 0.1675, 0.0975, 0.145, 0.1625, 0.1175, 0.13, 0.14, 0.2, 0.1375, 0.2025, 0.115, 0.0725, 0.44, 0.235, 0.3625, 0.1975, 0.1025, 0.145, 0.1675, 0.155, 0.135, 0.115, 0.11, 0.10776942355889724]"
88,"[0.08977556109725686, 0.09, 0.1225, 0.1075, 0.095, 0.1875, 0.15, 0.1125, 0.125, 0.125, 0.13, 0.21, 0.18, 0.3775, 0.115, 0.3025, 0.125, 0.16, 0.0925, 0.135, 0.1, 0.1975, 0.2, 0.2075, 0.20050125313283207]"
89,"[0.18453865336658354, 0.17, 0.0975, 0.1475, 0.1625, 0.14, 0.13, 0.13, 0.1975, 0.1375, 0.2175, 0.12, 0.07, 0.445, 0.24, 0.43, 0.1875, 0.1025, 0.1425, 0.175, 0.1475, 0.1325, 0.1075, 0.095, 0.10776942355889724]"
90,"[0.08977556109725686, 0.0925, 0.12, 0.1025, 0.09, 0.2025, 0.1475, 0.1175, 0.125, 0.1225, 0.13, 0.2075, 0.1775, 0.395, 0.115, 0.2725, 0.1225, 0.1475, 0.095, 0.135, 0.1, 0.2075, 0.205, 0.205, 0.19799498746867167]"
91,"[0.18703241895261846, 0.1725, 0.095, 0.1425, 0.1675, 0.1425, 0.13, 0.11, 0.1975, 0.1325, 0.215, 0.12, 0.07, 0.3475, 0.235, 0.43, 0.18, 0.1025, 0.1475, 0.1675, 0.15, 0.13, 0.115, 0.095, 0.10275689223057644]"
