betweeness_centrality,[3.]
18,"[0.268, 0.107, 0.227, 0.101, 0.094, 0.1, 0.215, 0.112, 0.206, 0.22]"
19,"[0.103, 0.321, 0.116, 0.32, 0.184, 0.185, 0.229, 0.239, 0.093, 0.102]"
20,"[0.327, 0.107, 0.259, 0.101, 0.094, 0.149, 0.28, 0.122, 0.223, 0.248]"
21,"[0.103, 0.264, 0.116, 0.371, 0.182, 0.191, 0.246, 0.23, 0.093, 0.102]"
22,"[0.344, 0.107, 0.3, 0.101, 0.094, 0.171, 0.256, 0.156, 0.261, 0.246]"
23,"[0.103, 0.257, 0.116, 0.349, 0.178, 0.239, 0.283, 0.282, 0.093, 0.102]"
24,"[0.345, 0.112, 0.309, 0.101, 0.163, 0.218, 0.251, 0.137, 0.268, 0.256]"
25,"[0.103, 0.265, 0.127, 0.368, 0.185, 0.342, 0.409, 0.286, 0.093, 0.102]"
26,"[0.342, 0.162, 0.328, 0.101, 0.155, 0.283, 0.235, 0.159, 0.294, 0.26]"
27,"[0.103, 0.242, 0.15, 0.343, 0.095, 0.107, 0.409, 0.315, 0.093, 0.102]"
28,"[0.36, 0.107, 0.251, 0.101, 0.358, 0.286, 0.102, 0.102, 0.332, 0.249]"
29,"[0.103, 0.304, 0.249, 0.33, 0.094, 0.092, 0.375, 0.163, 0.093, 0.102]"
30,"[0.332, 0.107, 0.378, 0.101, 0.401, 0.275, 0.102, 0.287, 0.322, 0.261]"
31,"[0.103, 0.289, 0.299, 0.329, 0.094, 0.092, 0.339, 0.174, 0.093, 0.133]"
32,"[0.329, 0.107, 0.356, 0.101, 0.397, 0.269, 0.102, 0.344, 0.316, 0.193]"
33,"[0.103, 0.321, 0.282, 0.328, 0.094, 0.291, 0.353, 0.196, 0.093, 0.261]"
34,"[0.344, 0.107, 0.325, 0.101, 0.377, 0.269, 0.102, 0.448, 0.299, 0.23]"
35,"[0.103, 0.347, 0.283, 0.356, 0.148, 0.358, 0.371, 0.201, 0.173, 0.303]"
36,"[0.346, 0.111, 0.301, 0.154, 0.386, 0.296, 0.102, 0.424, 0.344, 0.25]"
37,"[0.138, 0.378, 0.291, 0.372, 0.238, 0.363, 0.375, 0.239, 0.243, 0.338]"
38,"[0.354, 0.202, 0.312, 0.188, 0.393, 0.256, 0.105, 0.39, 0.353, 0.265]"
39,"[0.178, 0.388, 0.281, 0.352, 0.317, 0.354, 0.371, 0.183, 0.264, 0.277]"
40,"[0.375, 0.204, 0.351, 0.242, 0.365, 0.17, 0.261, 0.376, 0.346, 0.274]"
41,"[0.174, 0.416, 0.26, 0.342, 0.279, 0.35, 0.336, 0.157, 0.271, 0.18]"
42,"[0.384, 0.107, 0.287, 0.182, 0.362, 0.178, 0.183, 0.356, 0.349, 0.211]"
43,"[0.103, 0.412, 0.15, 0.348, 0.128, 0.179, 0.311, 0.102, 0.149, 0.115]"
44,"[0.366, 0.107, 0.23, 0.101, 0.398, 0.304, 0.102, 0.319, 0.366, 0.179]"
45,"[0.103, 0.393, 0.113, 0.366, 0.094, 0.187, 0.393, 0.102, 0.093, 0.181]"
46,"[0.356, 0.107, 0.294, 0.101, 0.366, 0.374, 0.102, 0.332, 0.371, 0.262]"
47,"[0.103, 0.364, 0.268, 0.384, 0.094, 0.278, 0.425, 0.126, 0.093, 0.316]"
48,"[0.352, 0.109, 0.34, 0.101, 0.332, 0.399, 0.102, 0.303, 0.359, 0.259]"
49,"[0.157, 0.327, 0.244, 0.376, 0.115, 0.318, 0.377, 0.286, 0.226, 0.316]"
50,"[0.342, 0.214, 0.287, 0.181, 0.289, 0.382, 0.116, 0.264, 0.374, 0.246]"
51,"[0.194, 0.276, 0.232, 0.336, 0.228, 0.33, 0.317, 0.323, 0.261, 0.239]"
52,"[0.311, 0.261, 0.288, 0.235, 0.246, 0.353, 0.317, 0.256, 0.318, 0.241]"
53,"[0.308, 0.268, 0.287, 0.311, 0.308, 0.365, 0.284, 0.373, 0.302, 0.216]"
54,"[0.294, 0.292, 0.281, 0.312, 0.247, 0.305, 0.356, 0.245, 0.284, 0.263]"
55,"[0.354, 0.202, 0.336, 0.203, 0.307, 0.424, 0.286, 0.376, 0.354, 0.201]"
56,"[0.215, 0.281, 0.302, 0.304, 0.216, 0.224, 0.301, 0.245, 0.192, 0.273]"
57,"[0.354, 0.177, 0.358, 0.195, 0.304, 0.431, 0.198, 0.348, 0.391, 0.198]"
58,"[0.218, 0.279, 0.311, 0.303, 0.214, 0.205, 0.297, 0.22, 0.204, 0.311]"
59,"[0.363, 0.191, 0.359, 0.198, 0.329, 0.416, 0.205, 0.311, 0.383, 0.2]"
60,"[0.224, 0.313, 0.282, 0.335, 0.215, 0.21, 0.362, 0.21, 0.205, 0.305]"
61,"[0.38, 0.197, 0.335, 0.197, 0.313, 0.318, 0.205, 0.276, 0.341, 0.204]"
62,"[0.226, 0.35, 0.273, 0.331, 0.213, 0.226, 0.333, 0.209, 0.205, 0.27]"
63,"[0.36, 0.198, 0.336, 0.197, 0.314, 0.286, 0.201, 0.268, 0.296, 0.195]"
64,"[0.221, 0.353, 0.214, 0.312, 0.211, 0.241, 0.249, 0.21, 0.194, 0.277]"
65,"[0.349, 0.197, 0.349, 0.188, 0.313, 0.289, 0.197, 0.352, 0.274, 0.195]"
66,"[0.217, 0.361, 0.193, 0.314, 0.208, 0.232, 0.298, 0.204, 0.205, 0.323]"
67,"[0.357, 0.194, 0.345, 0.208, 0.342, 0.325, 0.188, 0.379, 0.288, 0.193]"
68,"[0.229, 0.361, 0.183, 0.333, 0.216, 0.298, 0.336, 0.205, 0.216, 0.339]"
69,"[0.367, 0.18, 0.352, 0.222, 0.355, 0.373, 0.21, 0.369, 0.309, 0.197]"
70,"[0.245, 0.352, 0.206, 0.339, 0.217, 0.324, 0.356, 0.219, 0.237, 0.323]"
71,"[0.372, 0.22, 0.353, 0.228, 0.33, 0.384, 0.23, 0.351, 0.336, 0.201]"
72,"[0.25, 0.326, 0.247, 0.342, 0.222, 0.338, 0.342, 0.25, 0.251, 0.3]"
73,"[0.372, 0.212, 0.341, 0.205, 0.332, 0.386, 0.223, 0.321, 0.336, 0.21]"
74,"[0.219, 0.334, 0.247, 0.34, 0.213, 0.282, 0.354, 0.261, 0.249, 0.314]"
75,"[0.375, 0.188, 0.351, 0.2, 0.344, 0.369, 0.202, 0.336, 0.335, 0.227]"
76,"[0.221, 0.363, 0.245, 0.344, 0.216, 0.266, 0.371, 0.234, 0.241, 0.334]"
77,"[0.373, 0.207, 0.355, 0.206, 0.352, 0.359, 0.208, 0.372, 0.336, 0.22]"
78,"[0.229, 0.381, 0.261, 0.345, 0.216, 0.261, 0.371, 0.212, 0.241, 0.358]"
79,"[0.369, 0.214, 0.362, 0.21, 0.358, 0.382, 0.21, 0.389, 0.346, 0.247]"
80,"[0.242, 0.388, 0.262, 0.346, 0.218, 0.326, 0.377, 0.245, 0.25, 0.372]"
81,"[0.372, 0.214, 0.368, 0.211, 0.386, 0.399, 0.212, 0.402, 0.374, 0.274]"
82,"[0.232, 0.388, 0.287, 0.368, 0.224, 0.384, 0.381, 0.28, 0.297, 0.392]"
83,"[0.38, 0.21, 0.383, 0.292, 0.391, 0.404, 0.204, 0.415, 0.38, 0.288]"
84,"[0.293, 0.392, 0.327, 0.369, 0.289, 0.412, 0.38, 0.318, 0.386, 0.372]"
85,"[0.375, 0.325, 0.364, 0.355, 0.378, 0.363, 0.343, 0.385, 0.375, 0.318]"
86,"[0.335, 0.39, 0.353, 0.369, 0.328, 0.403, 0.376, 0.381, 0.398, 0.333]"
87,"[0.378, 0.352, 0.36, 0.361, 0.303, 0.366, 0.368, 0.332, 0.365, 0.329]"
88,"[0.379, 0.392, 0.377, 0.359, 0.314, 0.391, 0.368, 0.35, 0.364, 0.288]"
89,"[0.378, 0.364, 0.36, 0.354, 0.263, 0.377, 0.349, 0.274, 0.37, 0.34]"
90,"[0.369, 0.39, 0.376, 0.363, 0.317, 0.404, 0.371, 0.309, 0.384, 0.289]"
91,"[0.377, 0.339, 0.36, 0.341, 0.281, 0.394, 0.333, 0.311, 0.369, 0.341]"
92,"[0.348, 0.388, 0.364, 0.369, 0.313, 0.416, 0.373, 0.292, 0.399, 0.322]"
93,"[0.378, 0.304, 0.359, 0.326, 0.328, 0.386, 0.314, 0.34, 0.373, 0.328]"
94,"[0.318, 0.385, 0.336, 0.382, 0.305, 0.427, 0.376, 0.289, 0.401, 0.333]"
95,"[0.397, 0.282, 0.364, 0.312, 0.346, 0.39, 0.299, 0.356, 0.379, 0.298]"
96,"[0.301, 0.385, 0.325, 0.391, 0.292, 0.429, 0.378, 0.308, 0.393, 0.335]"
97,"[0.406, 0.289, 0.361, 0.312, 0.364, 0.397, 0.321, 0.364, 0.39, 0.304]"
98,"[0.295, 0.386, 0.332, 0.409, 0.284, 0.406, 0.382, 0.274, 0.39, 0.337]"
99,"[0.411, 0.301, 0.365, 0.333, 0.359, 0.4, 0.338, 0.366, 0.428, 0.305]"
