out_deg_centrality,[ 0 14  8 21  5 20 31 29 51  7]
38,"[tensor(0.0248, device='cuda:2'), tensor(0.0132, device='cuda:2'), tensor(0.0211, device='cuda:2'), tensor(0.0203, device='cuda:2'), tensor(0.0230, device='cuda:2'), tensor(0.0509, device='cuda:2'), tensor(0.0204, device='cuda:2'), tensor(0.0457, device='cuda:2'), tensor(0.0465, device='cuda:2'), tensor(0.0200, device='cuda:2'), tensor(0.0198, device='cuda:2'), tensor(0.0132, device='cuda:2'), tensor(0.0203, device='cuda:2'), tensor(0.0211, device='cuda:2'), tensor(0.0225, device='cuda:2'), tensor(0.0214, device='cuda:2'), tensor(0.0203, device='cuda:2'), tensor(0.0147, device='cuda:2'), tensor(0.0132, device='cuda:2'), tensor(0.0193, device='cuda:2'), tensor(0.0170, device='cuda:2'), tensor(0.0183, device='cuda:2'), tensor(0.0230, device='cuda:2'), tensor(0.0187, device='cuda:2'), tensor(0.0181, device='cuda:2'), tensor(0.0196, device='cuda:2'), tensor(0.0261, device='cuda:2'), tensor(0.0186, device='cuda:2'), tensor(0.0173, device='cuda:2'), tensor(0.0558, device='cuda:2'), tensor(0.0222, device='cuda:2'), tensor(0.0153, device='cuda:2'), tensor(0.0246, device='cuda:2'), tensor(0.0190, device='cuda:2'), tensor(0.0163, device='cuda:2'), tensor(0.0189, device='cuda:2'), tensor(0.0193, device='cuda:2'), tensor(0.0163, device='cuda:2'), tensor(0.0219, device='cuda:2'), tensor(0.0192, device='cuda:2'), tensor(0.0182, device='cuda:2'), tensor(0.0209, device='cuda:2'), tensor(0.0183, device='cuda:2'), tensor(0.0161, device='cuda:2'), tensor(0.0140, device='cuda:2'), tensor(0.0218, device='cuda:2'), tensor(0.0215, device='cuda:2'), tensor(0.0148, device='cuda:2'), tensor(0.0198, device='cuda:2'), tensor(0.0133, device='cuda:2'), tensor(0.0140, device='cuda:2'), tensor(0.0752, device='cuda:2'), tensor(0.0223, device='cuda:2')]"
39,"[tensor(0.0265, device='cuda:2'), tensor(0.0642, device='cuda:2'), tensor(0.0147, device='cuda:2'), tensor(0.0186, device='cuda:2'), tensor(0.0171, device='cuda:2'), tensor(0.0131, device='cuda:2'), tensor(0.0179, device='cuda:2'), tensor(0.0262, device='cuda:2'), tensor(0.0280, device='cuda:2'), tensor(0.0148, device='cuda:2'), tensor(0.0202, device='cuda:2'), tensor(0.0162, device='cuda:2'), tensor(0.0147, device='cuda:2'), tensor(0.0173, device='cuda:2'), tensor(0.0285, device='cuda:2'), tensor(0.0159, device='cuda:2'), tensor(0.0156, device='cuda:2'), tensor(0.0166, device='cuda:2'), tensor(0.0180, device='cuda:2'), tensor(0.0183, device='cuda:2'), tensor(0.0234, device='cuda:2'), tensor(0.0214, device='cuda:2'), tensor(0.0193, device='cuda:2'), tensor(0.0163, device='cuda:2'), tensor(0.0141, device='cuda:2'), tensor(0.0160, device='cuda:2'), tensor(0.0156, device='cuda:2'), tensor(0.0207, device='cuda:2'), tensor(0.0144, device='cuda:2'), tensor(0.0701, device='cuda:2'), tensor(0.0170, device='cuda:2'), tensor(0.0191, device='cuda:2'), tensor(0.0143, device='cuda:2'), tensor(0.0166, device='cuda:2'), tensor(0.0174, device='cuda:2'), tensor(0.0165, device='cuda:2'), tensor(0.0153, device='cuda:2'), tensor(0.0153, device='cuda:2'), tensor(0.0147, device='cuda:2'), tensor(0.0231, device='cuda:2'), tensor(0.0133, device='cuda:2'), tensor(0.0178, device='cuda:2'), tensor(0.0175, device='cuda:2'), tensor(0.0155, device='cuda:2'), tensor(0.0176, device='cuda:2'), tensor(0.0184, device='cuda:2'), tensor(0.0174, device='cuda:2'), tensor(0.0167, device='cuda:2'), tensor(0.0167, device='cuda:2'), tensor(0.0164, device='cuda:2'), tensor(0.0163, device='cuda:2'), tensor(0.0405, device='cuda:2'), tensor(0.0369, device='cuda:2')]"
40,"[tensor(0.0270, device='cuda:2'), tensor(0.0133, device='cuda:2'), tensor(0.0179, device='cuda:2'), tensor(0.0208, device='cuda:2'), tensor(0.0224, device='cuda:2'), tensor(0.0564, device='cuda:2'), tensor(0.0209, device='cuda:2'), tensor(0.0672, device='cuda:2'), tensor(0.0430, device='cuda:2'), tensor(0.0205, device='cuda:2'), tensor(0.0246, device='cuda:2'), tensor(0.0136, device='cuda:2'), tensor(0.0143, device='cuda:2'), tensor(0.0225, device='cuda:2'), tensor(0.0223, device='cuda:2'), tensor(0.0189, device='cuda:2'), tensor(0.0176, device='cuda:2'), tensor(0.0223, device='cuda:2'), tensor(0.0133, device='cuda:2'), tensor(0.0218, device='cuda:2'), tensor(0.0171, device='cuda:2'), tensor(0.0195, device='cuda:2'), tensor(0.0231, device='cuda:2'), tensor(0.0186, device='cuda:2'), tensor(0.0211, device='cuda:2'), tensor(0.0216, device='cuda:2'), tensor(0.0275, device='cuda:2'), tensor(0.0183, device='cuda:2'), tensor(0.0181, device='cuda:2'), tensor(0.0535, device='cuda:2'), tensor(0.0204, device='cuda:2'), tensor(0.0159, device='cuda:2'), tensor(0.0172, device='cuda:2'), tensor(0.0199, device='cuda:2'), tensor(0.0165, device='cuda:2'), tensor(0.0210, device='cuda:2'), tensor(0.0218, device='cuda:2'), tensor(0.0271, device='cuda:2'), tensor(0.0201, device='cuda:2'), tensor(0.0201, device='cuda:2'), tensor(0.0208, device='cuda:2'), tensor(0.0200, device='cuda:2'), tensor(0.0154, device='cuda:2'), tensor(0.0148, device='cuda:2'), tensor(0.0135, device='cuda:2'), tensor(0.0219, device='cuda:2'), tensor(0.0146, device='cuda:2'), tensor(0.0173, device='cuda:2'), tensor(0.0175, device='cuda:2'), tensor(0.0131, device='cuda:2'), tensor(0.0144, device='cuda:2'), tensor(0.0657, device='cuda:2'), tensor(0.0306, device='cuda:2')]"
41,"[tensor(0.0290, device='cuda:2'), tensor(0.0690, device='cuda:2'), tensor(0.0183, device='cuda:2'), tensor(0.0190, device='cuda:2'), tensor(0.0184, device='cuda:2'), tensor(0.0127, device='cuda:2'), tensor(0.0192, device='cuda:2'), tensor(0.0643, device='cuda:2'), tensor(0.0548, device='cuda:2'), tensor(0.0151, device='cuda:2'), tensor(0.0230, device='cuda:2'), tensor(0.0133, device='cuda:2'), tensor(0.0211, device='cuda:2'), tensor(0.0180, device='cuda:2'), tensor(0.0292, device='cuda:2'), tensor(0.0161, device='cuda:2'), tensor(0.0153, device='cuda:2'), tensor(0.0203, device='cuda:2'), tensor(0.0145, device='cuda:2'), tensor(0.0191, device='cuda:2'), tensor(0.0237, device='cuda:2'), tensor(0.0228, device='cuda:2'), tensor(0.0181, device='cuda:2'), tensor(0.0153, device='cuda:2'), tensor(0.0174, device='cuda:2'), tensor(0.0175, device='cuda:2'), tensor(0.0160, device='cuda:2'), tensor(0.0214, device='cuda:2'), tensor(0.0166, device='cuda:2'), tensor(0.0483, device='cuda:2'), tensor(0.0158, device='cuda:2'), tensor(0.0192, device='cuda:2'), tensor(0.0147, device='cuda:2'), tensor(0.0165, device='cuda:2'), tensor(0.0173, device='cuda:2'), tensor(0.0157, device='cuda:2'), tensor(0.0162, device='cuda:2'), tensor(0.0157, device='cuda:2'), tensor(0.0175, device='cuda:2'), tensor(0.0181, device='cuda:2'), tensor(0.0161, device='cuda:2'), tensor(0.0210, device='cuda:2'), tensor(0.0154, device='cuda:2'), tensor(0.0143, device='cuda:2'), tensor(0.0179, device='cuda:2'), tensor(0.0184, device='cuda:2'), tensor(0.0175, device='cuda:2'), tensor(0.0150, device='cuda:2'), tensor(0.0171, device='cuda:2'), tensor(0.0160, device='cuda:2'), tensor(0.0151, device='cuda:2'), tensor(0.0327, device='cuda:2'), tensor(0.0323, device='cuda:2')]"
42,"[tensor(0.0266, device='cuda:2'), tensor(0.0134, device='cuda:2'), tensor(0.0190, device='cuda:2'), tensor(0.0216, device='cuda:2'), tensor(0.0246, device='cuda:2'), tensor(0.0673, device='cuda:2'), tensor(0.0216, device='cuda:2'), tensor(0.0478, device='cuda:2'), tensor(0.0440, device='cuda:2'), tensor(0.0209, device='cuda:2'), tensor(0.0162, device='cuda:2'), tensor(0.0135, device='cuda:2'), tensor(0.0186, device='cuda:2'), tensor(0.0228, device='cuda:2'), tensor(0.0236, device='cuda:2'), tensor(0.0166, device='cuda:2'), tensor(0.0189, device='cuda:2'), tensor(0.0198, device='cuda:2'), tensor(0.0138, device='cuda:2'), tensor(0.0200, device='cuda:2'), tensor(0.0174, device='cuda:2'), tensor(0.0193, device='cuda:2'), tensor(0.0236, device='cuda:2'), tensor(0.0178, device='cuda:2'), tensor(0.0188, device='cuda:2'), tensor(0.0171, device='cuda:2'), tensor(0.0275, device='cuda:2'), tensor(0.0174, device='cuda:2'), tensor(0.0205, device='cuda:2'), tensor(0.0874, device='cuda:2'), tensor(0.0177, device='cuda:2'), tensor(0.0161, device='cuda:2'), tensor(0.0245, device='cuda:2'), tensor(0.0206, device='cuda:2'), tensor(0.0161, device='cuda:2'), tensor(0.0189, device='cuda:2'), tensor(0.0218, device='cuda:2'), tensor(0.0175, device='cuda:2'), tensor(0.0201, device='cuda:2'), tensor(0.0193, device='cuda:2'), tensor(0.0220, device='cuda:2'), tensor(0.0192, device='cuda:2'), tensor(0.0185, device='cuda:2'), tensor(0.0216, device='cuda:2'), tensor(0.0146, device='cuda:2'), tensor(0.0243, device='cuda:2'), tensor(0.0220, device='cuda:2'), tensor(0.0193, device='cuda:2'), tensor(0.0222, device='cuda:2'), tensor(0.0145, device='cuda:2'), tensor(0.0149, device='cuda:2'), tensor(0.0238, device='cuda:2'), tensor(0.0242, device='cuda:2')]"
43,"[tensor(0.0279, device='cuda:2'), tensor(0.0762, device='cuda:2'), tensor(0.0164, device='cuda:2'), tensor(0.0207, device='cuda:2'), tensor(0.0206, device='cuda:2'), tensor(0.0127, device='cuda:2'), tensor(0.0204, device='cuda:2'), tensor(0.0668, device='cuda:2'), tensor(0.0391, device='cuda:2'), tensor(0.0182, device='cuda:2'), tensor(0.0259, device='cuda:2'), tensor(0.0139, device='cuda:2'), tensor(0.0181, device='cuda:2'), tensor(0.0186, device='cuda:2'), tensor(0.0281, device='cuda:2'), tensor(0.0173, device='cuda:2'), tensor(0.0156, device='cuda:2'), tensor(0.0195, device='cuda:2'), tensor(0.0171, device='cuda:2'), tensor(0.0207, device='cuda:2'), tensor(0.0236, device='cuda:2'), tensor(0.0221, device='cuda:2'), tensor(0.0186, device='cuda:2'), tensor(0.0178, device='cuda:2'), tensor(0.0158, device='cuda:2'), tensor(0.0148, device='cuda:2'), tensor(0.0176, device='cuda:2'), tensor(0.0225, device='cuda:2'), tensor(0.0151, device='cuda:2'), tensor(0.0380, device='cuda:2'), tensor(0.0209, device='cuda:2'), tensor(0.0193, device='cuda:2'), tensor(0.0154, device='cuda:2'), tensor(0.0176, device='cuda:2'), tensor(0.0205, device='cuda:2'), tensor(0.0152, device='cuda:2'), tensor(0.0138, device='cuda:2'), tensor(0.0153, device='cuda:2'), tensor(0.0160, device='cuda:2'), tensor(0.0229, device='cuda:2'), tensor(0.0162, device='cuda:2'), tensor(0.0158, device='cuda:2'), tensor(0.0178, device='cuda:2'), tensor(0.0159, device='cuda:2'), tensor(0.0179, device='cuda:2'), tensor(0.0171, device='cuda:2'), tensor(0.0177, device='cuda:2'), tensor(0.0147, device='cuda:2'), tensor(0.0160, device='cuda:2'), tensor(0.0149, device='cuda:2'), tensor(0.0190, device='cuda:2'), tensor(0.0212, device='cuda:2'), tensor(0.0300, device='cuda:2')]"
44,"[tensor(0.0256, device='cuda:2'), tensor(0.0132, device='cuda:2'), tensor(0.0209, device='cuda:2'), tensor(0.0229, device='cuda:2'), tensor(0.0248, device='cuda:2'), tensor(0.0734, device='cuda:2'), tensor(0.0234, device='cuda:2'), tensor(0.0520, device='cuda:2'), tensor(0.0429, device='cuda:2'), tensor(0.0195, device='cuda:2'), tensor(0.0168, device='cuda:2'), tensor(0.0138, device='cuda:2'), tensor(0.0188, device='cuda:2'), tensor(0.0239, device='cuda:2'), tensor(0.0230, device='cuda:2'), tensor(0.0223, device='cuda:2'), tensor(0.0204, device='cuda:2'), tensor(0.0172, device='cuda:2'), tensor(0.0126, device='cuda:2'), tensor(0.0237, device='cuda:2'), tensor(0.0181, device='cuda:2'), tensor(0.0180, device='cuda:2'), tensor(0.0260, device='cuda:2'), tensor(0.0189, device='cuda:2'), tensor(0.0182, device='cuda:2'), tensor(0.0202, device='cuda:2'), tensor(0.0290, device='cuda:2'), tensor(0.0201, device='cuda:2'), tensor(0.0205, device='cuda:2'), tensor(0.0926, device='cuda:2'), tensor(0.0224, device='cuda:2'), tensor(0.0146, device='cuda:2'), tensor(0.0208, device='cuda:2'), tensor(0.0204, device='cuda:2'), tensor(0.0202, device='cuda:2'), tensor(0.0154, device='cuda:2'), tensor(0.0213, device='cuda:2'), tensor(0.0209, device='cuda:2'), tensor(0.0172, device='cuda:2'), tensor(0.0203, device='cuda:2'), tensor(0.0210, device='cuda:2'), tensor(0.0211, device='cuda:2'), tensor(0.0156, device='cuda:2'), tensor(0.0153, device='cuda:2'), tensor(0.0140, device='cuda:2'), tensor(0.0236, device='cuda:2'), tensor(0.0169, device='cuda:2'), tensor(0.0234, device='cuda:2'), tensor(0.0175, device='cuda:2'), tensor(0.0130, device='cuda:2'), tensor(0.0143, device='cuda:2'), tensor(0.0244, device='cuda:2'), tensor(0.0299, device='cuda:2')]"
45,"[tensor(0.0297, device='cuda:2'), tensor(0.0684, device='cuda:2'), tensor(0.0165, device='cuda:2'), tensor(0.0202, device='cuda:2'), tensor(0.0198, device='cuda:2'), tensor(0.0127, device='cuda:2'), tensor(0.0197, device='cuda:2'), tensor(0.0592, device='cuda:2'), tensor(0.0238, device='cuda:2'), tensor(0.0161, device='cuda:2'), tensor(0.0277, device='cuda:2'), tensor(0.0147, device='cuda:2'), tensor(0.0162, device='cuda:2'), tensor(0.0188, device='cuda:2'), tensor(0.0275, device='cuda:2'), tensor(0.0194, device='cuda:2'), tensor(0.0163, device='cuda:2'), tensor(0.0220, device='cuda:2'), tensor(0.0162, device='cuda:2'), tensor(0.0198, device='cuda:2'), tensor(0.0237, device='cuda:2'), tensor(0.0221, device='cuda:2'), tensor(0.0193, device='cuda:2'), tensor(0.0175, device='cuda:2'), tensor(0.0181, device='cuda:2'), tensor(0.0209, device='cuda:2'), tensor(0.0157, device='cuda:2'), tensor(0.0243, device='cuda:2'), tensor(0.0168, device='cuda:2'), tensor(0.1053, device='cuda:2'), tensor(0.0163, device='cuda:2'), tensor(0.0202, device='cuda:2'), tensor(0.0189, device='cuda:2'), tensor(0.0173, device='cuda:2'), tensor(0.0159, device='cuda:2'), tensor(0.0146, device='cuda:2'), tensor(0.0163, device='cuda:2'), tensor(0.0152, device='cuda:2'), tensor(0.0190, device='cuda:2'), tensor(0.0228, device='cuda:2'), tensor(0.0161, device='cuda:2'), tensor(0.0195, device='cuda:2'), tensor(0.0176, device='cuda:2'), tensor(0.0147, device='cuda:2'), tensor(0.0158, device='cuda:2'), tensor(0.0223, device='cuda:2'), tensor(0.0186, device='cuda:2'), tensor(0.0161, device='cuda:2'), tensor(0.0167, device='cuda:2'), tensor(0.0154, device='cuda:2'), tensor(0.0153, device='cuda:2'), tensor(0.0323, device='cuda:2'), tensor(0.0203, device='cuda:2')]"
46,"[tensor(0.0227, device='cuda:2'), tensor(0.0130, device='cuda:2'), tensor(0.0179, device='cuda:2'), tensor(0.0222, device='cuda:2'), tensor(0.0236, device='cuda:2'), tensor(0.0612, device='cuda:2'), tensor(0.0232, device='cuda:2'), tensor(0.0299, device='cuda:2'), tensor(0.0162, device='cuda:2'), tensor(0.0199, device='cuda:2'), tensor(0.0186, device='cuda:2'), tensor(0.0144, device='cuda:2'), tensor(0.0140, device='cuda:2'), tensor(0.0237, device='cuda:2'), tensor(0.0218, device='cuda:2'), tensor(0.0229, device='cuda:2'), tensor(0.0169, device='cuda:2'), tensor(0.0196, device='cuda:2'), tensor(0.0133, device='cuda:2'), tensor(0.0220, device='cuda:2'), tensor(0.0171, device='cuda:2'), tensor(0.0181, device='cuda:2'), tensor(0.0285, device='cuda:2'), tensor(0.0209, device='cuda:2'), tensor(0.0184, device='cuda:2'), tensor(0.0185, device='cuda:2'), tensor(0.0271, device='cuda:2'), tensor(0.0178, device='cuda:2'), tensor(0.0183, device='cuda:2'), tensor(0.0649, device='cuda:2'), tensor(0.0255, device='cuda:2'), tensor(0.0145, device='cuda:2'), tensor(0.0201, device='cuda:2'), tensor(0.0197, device='cuda:2'), tensor(0.0174, device='cuda:2'), tensor(0.0280, device='cuda:2'), tensor(0.0190, device='cuda:2'), tensor(0.0256, device='cuda:2'), tensor(0.0202, device='cuda:2'), tensor(0.0205, device='cuda:2'), tensor(0.0213, device='cuda:2'), tensor(0.0193, device='cuda:2'), tensor(0.0205, device='cuda:2'), tensor(0.0169, device='cuda:2'), tensor(0.0137, device='cuda:2'), tensor(0.0220, device='cuda:2'), tensor(0.0196, device='cuda:2'), tensor(0.0162, device='cuda:2'), tensor(0.0202, device='cuda:2'), tensor(0.0136, device='cuda:2'), tensor(0.0141, device='cuda:2'), tensor(0.0344, device='cuda:2'), tensor(0.0207, device='cuda:2')]"
47,"[tensor(0.0286, device='cuda:2'), tensor(0.0680, device='cuda:2'), tensor(0.0173, device='cuda:2'), tensor(0.0197, device='cuda:2'), tensor(0.0199, device='cuda:2'), tensor(0.0130, device='cuda:2'), tensor(0.0196, device='cuda:2'), tensor(0.0465, device='cuda:2'), tensor(0.0171, device='cuda:2'), tensor(0.0158, device='cuda:2'), tensor(0.0212, device='cuda:2'), tensor(0.0141, device='cuda:2'), tensor(0.0180, device='cuda:2'), tensor(0.0183, device='cuda:2'), tensor(0.0279, device='cuda:2'), tensor(0.0194, device='cuda:2'), tensor(0.0152, device='cuda:2'), tensor(0.0184, device='cuda:2'), tensor(0.0134, device='cuda:2'), tensor(0.0187, device='cuda:2'), tensor(0.0234, device='cuda:2'), tensor(0.0209, device='cuda:2'), tensor(0.0188, device='cuda:2'), tensor(0.0165, device='cuda:2'), tensor(0.0187, device='cuda:2'), tensor(0.0161, device='cuda:2'), tensor(0.0159, device='cuda:2'), tensor(0.0232, device='cuda:2'), tensor(0.0189, device='cuda:2'), tensor(0.0984, device='cuda:2'), tensor(0.0180, device='cuda:2'), tensor(0.0183, device='cuda:2'), tensor(0.0163, device='cuda:2'), tensor(0.0174, device='cuda:2'), tensor(0.0172, device='cuda:2'), tensor(0.0153, device='cuda:2'), tensor(0.0172, device='cuda:2'), tensor(0.0161, device='cuda:2'), tensor(0.0160, device='cuda:2'), tensor(0.0228, device='cuda:2'), tensor(0.0161, device='cuda:2'), tensor(0.0176, device='cuda:2'), tensor(0.0169, device='cuda:2'), tensor(0.0159, device='cuda:2'), tensor(0.0154, device='cuda:2'), tensor(0.0172, device='cuda:2'), tensor(0.0173, device='cuda:2'), tensor(0.0147, device='cuda:2'), tensor(0.0182, device='cuda:2'), tensor(0.0142, device='cuda:2'), tensor(0.0147, device='cuda:2'), tensor(0.0352, device='cuda:2'), tensor(0.0229, device='cuda:2')]"
48,"[tensor(0.0213, device='cuda:2'), tensor(0.0135, device='cuda:2'), tensor(0.0214, device='cuda:2'), tensor(0.0240, device='cuda:2'), tensor(0.0248, device='cuda:2'), tensor(0.0494, device='cuda:2'), tensor(0.0247, device='cuda:2'), tensor(0.0515, device='cuda:2'), tensor(0.0311, device='cuda:2'), tensor(0.0195, device='cuda:2'), tensor(0.0228, device='cuda:2'), tensor(0.0149, device='cuda:2'), tensor(0.0175, device='cuda:2'), tensor(0.0244, device='cuda:2'), tensor(0.0193, device='cuda:2'), tensor(0.0239, device='cuda:2'), tensor(0.0197, device='cuda:2'), tensor(0.0239, device='cuda:2'), tensor(0.0129, device='cuda:2'), tensor(0.0217, device='cuda:2'), tensor(0.0167, device='cuda:2'), tensor(0.0175, device='cuda:2'), tensor(0.0266, device='cuda:2'), tensor(0.0171, device='cuda:2'), tensor(0.0144, device='cuda:2'), tensor(0.0227, device='cuda:2'), tensor(0.0292, device='cuda:2'), tensor(0.0196, device='cuda:2'), tensor(0.0194, device='cuda:2'), tensor(0.1309, device='cuda:2'), tensor(0.0221, device='cuda:2'), tensor(0.0149, device='cuda:2'), tensor(0.0229, device='cuda:2'), tensor(0.0195, device='cuda:2'), tensor(0.0195, device='cuda:2'), tensor(0.0202, device='cuda:2'), tensor(0.0229, device='cuda:2'), tensor(0.0187, device='cuda:2'), tensor(0.0210, device='cuda:2'), tensor(0.0185, device='cuda:2'), tensor(0.0173, device='cuda:2'), tensor(0.0196, device='cuda:2'), tensor(0.0220, device='cuda:2'), tensor(0.0167, device='cuda:2'), tensor(0.0142, device='cuda:2'), tensor(0.0242, device='cuda:2'), tensor(0.0166, device='cuda:2'), tensor(0.0211, device='cuda:2'), tensor(0.0163, device='cuda:2'), tensor(0.0129, device='cuda:2'), tensor(0.0129, device='cuda:2'), tensor(0.0718, device='cuda:2'), tensor(0.0227, device='cuda:2')]"
49,"[tensor(0.0260, device='cuda:2'), tensor(0.0709, device='cuda:2'), tensor(0.0171, device='cuda:2'), tensor(0.0195, device='cuda:2'), tensor(0.0200, device='cuda:2'), tensor(0.0127, device='cuda:2'), tensor(0.0193, device='cuda:2'), tensor(0.0929, device='cuda:2'), tensor(0.0873, device='cuda:2'), tensor(0.0171, device='cuda:2'), tensor(0.0210, device='cuda:2'), tensor(0.0145, device='cuda:2'), tensor(0.0172, device='cuda:2'), tensor(0.0184, device='cuda:2'), tensor(0.0267, device='cuda:2'), tensor(0.0175, device='cuda:2'), tensor(0.0151, device='cuda:2'), tensor(0.0209, device='cuda:2'), tensor(0.0135, device='cuda:2'), tensor(0.0191, device='cuda:2'), tensor(0.0228, device='cuda:2'), tensor(0.0207, device='cuda:2'), tensor(0.0186, device='cuda:2'), tensor(0.0181, device='cuda:2'), tensor(0.0168, device='cuda:2'), tensor(0.0182, device='cuda:2'), tensor(0.0166, device='cuda:2'), tensor(0.0218, device='cuda:2'), tensor(0.0167, device='cuda:2'), tensor(0.1314, device='cuda:2'), tensor(0.0159, device='cuda:2'), tensor(0.0192, device='cuda:2'), tensor(0.0224, device='cuda:2'), tensor(0.0164, device='cuda:2'), tensor(0.0175, device='cuda:2'), tensor(0.0139, device='cuda:2'), tensor(0.0164, device='cuda:2'), tensor(0.0166, device='cuda:2'), tensor(0.0167, device='cuda:2'), tensor(0.0266, device='cuda:2'), tensor(0.0176, device='cuda:2'), tensor(0.0184, device='cuda:2'), tensor(0.0174, device='cuda:2'), tensor(0.0151, device='cuda:2'), tensor(0.0171, device='cuda:2'), tensor(0.0194, device='cuda:2'), tensor(0.0166, device='cuda:2'), tensor(0.0155, device='cuda:2'), tensor(0.0172, device='cuda:2'), tensor(0.0158, device='cuda:2'), tensor(0.0164, device='cuda:2'), tensor(0.0297, device='cuda:2'), tensor(0.0254, device='cuda:2')]"
50,"[tensor(0.0207, device='cuda:2'), tensor(0.0143, device='cuda:2'), tensor(0.0167, device='cuda:2'), tensor(0.0252, device='cuda:2'), tensor(0.0262, device='cuda:2'), tensor(0.0588, device='cuda:2'), tensor(0.0273, device='cuda:2'), tensor(0.0214, device='cuda:2'), tensor(0.0657, device='cuda:2'), tensor(0.0251, device='cuda:2'), tensor(0.0226, device='cuda:2'), tensor(0.0147, device='cuda:2'), tensor(0.0177, device='cuda:2'), tensor(0.0256, device='cuda:2'), tensor(0.0181, device='cuda:2'), tensor(0.0219, device='cuda:2'), tensor(0.0197, device='cuda:2'), tensor(0.0180, device='cuda:2'), tensor(0.0138, device='cuda:2'), tensor(0.0224, device='cuda:2'), tensor(0.0157, device='cuda:2'), tensor(0.0170, device='cuda:2'), tensor(0.0264, device='cuda:2'), tensor(0.0198, device='cuda:2'), tensor(0.0161, device='cuda:2'), tensor(0.0160, device='cuda:2'), tensor(0.0336, device='cuda:2'), tensor(0.0185, device='cuda:2'), tensor(0.0199, device='cuda:2'), tensor(0.0766, device='cuda:2'), tensor(0.0186, device='cuda:2'), tensor(0.0147, device='cuda:2'), tensor(0.0175, device='cuda:2'), tensor(0.0199, device='cuda:2'), tensor(0.0164, device='cuda:2'), tensor(0.0195, device='cuda:2'), tensor(0.0185, device='cuda:2'), tensor(0.0252, device='cuda:2'), tensor(0.0208, device='cuda:2'), tensor(0.0211, device='cuda:2'), tensor(0.0213, device='cuda:2'), tensor(0.0225, device='cuda:2'), tensor(0.0143, device='cuda:2'), tensor(0.0202, device='cuda:2'), tensor(0.0133, device='cuda:2'), tensor(0.0202, device='cuda:2'), tensor(0.0242, device='cuda:2'), tensor(0.0156, device='cuda:2'), tensor(0.0169, device='cuda:2'), tensor(0.0134, device='cuda:2'), tensor(0.0163, device='cuda:2'), tensor(0.0466, device='cuda:2'), tensor(0.0253, device='cuda:2')]"
51,"[tensor(0.0238, device='cuda:2'), tensor(0.0808, device='cuda:2'), tensor(0.0172, device='cuda:2'), tensor(0.0213, device='cuda:2'), tensor(0.0216, device='cuda:2'), tensor(0.0127, device='cuda:2'), tensor(0.0206, device='cuda:2'), tensor(0.0919, device='cuda:2'), tensor(0.0200, device='cuda:2'), tensor(0.0207, device='cuda:2'), tensor(0.0199, device='cuda:2'), tensor(0.0135, device='cuda:2'), tensor(0.0140, device='cuda:2'), tensor(0.0195, device='cuda:2'), tensor(0.0231, device='cuda:2'), tensor(0.0183, device='cuda:2'), tensor(0.0158, device='cuda:2'), tensor(0.0217, device='cuda:2'), tensor(0.0199, device='cuda:2'), tensor(0.0215, device='cuda:2'), tensor(0.0223, device='cuda:2'), tensor(0.0203, device='cuda:2'), tensor(0.0183, device='cuda:2'), tensor(0.0171, device='cuda:2'), tensor(0.0183, device='cuda:2'), tensor(0.0185, device='cuda:2'), tensor(0.0178, device='cuda:2'), tensor(0.0230, device='cuda:2'), tensor(0.0169, device='cuda:2'), tensor(0.0680, device='cuda:2'), tensor(0.0178, device='cuda:2'), tensor(0.0186, device='cuda:2'), tensor(0.0191, device='cuda:2'), tensor(0.0178, device='cuda:2'), tensor(0.0191, device='cuda:2'), tensor(0.0156, device='cuda:2'), tensor(0.0144, device='cuda:2'), tensor(0.0209, device='cuda:2'), tensor(0.0178, device='cuda:2'), tensor(0.0213, device='cuda:2'), tensor(0.0178, device='cuda:2'), tensor(0.0167, device='cuda:2'), tensor(0.0177, device='cuda:2'), tensor(0.0168, device='cuda:2'), tensor(0.0199, device='cuda:2'), tensor(0.0218, device='cuda:2'), tensor(0.0186, device='cuda:2'), tensor(0.0162, device='cuda:2'), tensor(0.0163, device='cuda:2'), tensor(0.0185, device='cuda:2'), tensor(0.0237, device='cuda:2'), tensor(0.0692, device='cuda:2'), tensor(0.0224, device='cuda:2')]"
