betweeness_centrality,[9. 8.]
26,"[tensor(2.2420), tensor(2.2704), tensor(2.2635), tensor(2.2541), tensor(2.2313), tensor(2.2586), tensor(2.2448), tensor(2.2580), tensor(2.2517), tensor(2.2379)]"
27,"[tensor(2.2575), tensor(2.2560), tensor(2.2418), tensor(2.2463), tensor(2.2528), tensor(2.2410), tensor(2.2610), tensor(2.2438), tensor(2.2479), tensor(2.2418)]"
28,"[tensor(2.2362), tensor(2.2598), tensor(2.2416), tensor(2.2252), tensor(2.2279), tensor(2.2299), tensor(2.2320), tensor(2.2411), tensor(2.2511), tensor(2.2428)]"
29,"[tensor(2.2306), tensor(2.2446), tensor(2.2316), tensor(2.2435), tensor(2.2283), tensor(2.2305), tensor(2.2416), tensor(2.2265), tensor(2.2348), tensor(2.2297)]"
30,"[tensor(2.2208), tensor(2.2324), tensor(2.2285), tensor(2.2162), tensor(2.2167), tensor(2.2226), tensor(2.2162), tensor(2.2255), tensor(2.2360), tensor(2.2307)]"
31,"[tensor(2.2152), tensor(2.2265), tensor(2.2183), tensor(2.2330), tensor(2.2150), tensor(2.2197), tensor(2.2273), tensor(2.2169), tensor(2.2132), tensor(2.2133)]"
32,"[tensor(2.2065), tensor(2.2214), tensor(2.2181), tensor(2.1999), tensor(2.2012), tensor(2.2052), tensor(2.2012), tensor(2.2125), tensor(2.2300), tensor(2.2217)]"
33,"[tensor(2.2134), tensor(2.2115), tensor(2.2101), tensor(2.2305), tensor(2.2208), tensor(2.2212), tensor(2.2256), tensor(2.2121), tensor(2.1952), tensor(2.1957)]"
34,"[tensor(2.1972), tensor(2.2182), tensor(2.2076), tensor(2.1862), tensor(2.1933), tensor(2.1899), tensor(2.1939), tensor(2.2066), tensor(2.2256), tensor(2.2165)]"
35,"[tensor(2.2140), tensor(2.2061), tensor(2.2175), tensor(2.2259), tensor(2.2161), tensor(2.2171), tensor(2.2230), tensor(2.2128), tensor(2.1837), tensor(2.1845)]"
36,"[tensor(2.1961), tensor(2.2052), tensor(2.2022), tensor(2.1780), tensor(2.1852), tensor(2.1791), tensor(2.1934), tensor(2.2124), tensor(2.2283), tensor(2.2171)]"
37,"[tensor(2.2098), tensor(2.2176), tensor(2.2241), tensor(2.2277), tensor(2.2152), tensor(2.2164), tensor(2.2207), tensor(2.2139), tensor(2.1752), tensor(2.1782)]"
38,"[tensor(2.2164), tensor(2.2125), tensor(2.1995), tensor(2.1766), tensor(2.1831), tensor(2.1757), tensor(2.2004), tensor(2.2259), tensor(2.2339), tensor(2.2221)]"
39,"[tensor(2.2145), tensor(2.2281), tensor(2.2302), tensor(2.2328), tensor(2.2161), tensor(2.2182), tensor(2.2239), tensor(2.2160), tensor(2.1783), tensor(2.1792)]"
40,"[tensor(2.2268), tensor(2.2214), tensor(2.2020), tensor(2.1834), tensor(2.1844), tensor(2.1818), tensor(2.2078), tensor(2.2313), tensor(2.2406), tensor(2.2284)]"
41,"[tensor(2.2182), tensor(2.2336), tensor(2.2335), tensor(2.2365), tensor(2.2191), tensor(2.2213), tensor(2.2257), tensor(2.2122), tensor(2.1906), tensor(2.1824)]"
42,"[tensor(2.2289), tensor(2.2163), tensor(2.2053), tensor(2.1962), tensor(2.1872), tensor(2.1905), tensor(2.2069), tensor(2.2238), tensor(2.2432), tensor(2.2292)]"
43,"[tensor(2.1976), tensor(2.2264), tensor(2.2330), tensor(2.2370), tensor(2.2211), tensor(2.2224), tensor(2.2219), tensor(2.2006), tensor(2.1958), tensor(2.1849)]"
44,"[tensor(2.2291), tensor(2.2068), tensor(2.2048), tensor(2.2016), tensor(2.1858), tensor(2.1957), tensor(2.2002), tensor(2.2268), tensor(2.2355), tensor(2.2242)]"
45,"[tensor(2.2055), tensor(2.2164), tensor(2.2299), tensor(2.2340), tensor(2.2062), tensor(2.2153), tensor(2.2103), tensor(2.2107), tensor(2.1913), tensor(2.1819)]"
46,"[tensor(2.2198), tensor(2.2108), tensor(2.2089), tensor(2.2080), tensor(2.1779), tensor(2.1906), tensor(2.1905), tensor(2.2171), tensor(2.2300), tensor(2.2161)]"
47,"[tensor(2.2081), tensor(2.2107), tensor(2.2210), tensor(2.2283), tensor(2.1988), tensor(2.2073), tensor(2.1976), tensor(2.2097), tensor(2.1890), tensor(2.1811)]"
48,"[tensor(2.2121), tensor(2.2086), tensor(2.2085), tensor(2.2089), tensor(2.1692), tensor(2.1853), tensor(2.1793), tensor(2.2115), tensor(2.2234), tensor(2.2083)]"
49,"[tensor(2.1999), tensor(2.2025), tensor(2.2128), tensor(2.2222), tensor(2.1930), tensor(2.1998), tensor(2.1888), tensor(2.2023), tensor(2.1834), tensor(2.1854)]"
50,"[tensor(2.2075), tensor(2.1913), tensor(2.1975), tensor(2.1993), tensor(2.1708), tensor(2.1745), tensor(2.1848), tensor(2.2091), tensor(2.2162), tensor(2.2042)]"
51,"[tensor(2.1804), tensor(2.2036), tensor(2.2143), tensor(2.2193), tensor(2.1965), tensor(2.1974), tensor(2.1874), tensor(2.1822), tensor(2.1732), tensor(2.1922)]"
52,"[tensor(2.2104), tensor(2.1945), tensor(2.1860), tensor(2.1857), tensor(2.1869), tensor(2.1820), tensor(2.2048), tensor(2.2122), tensor(2.2052), tensor(2.1840)]"
53,"[tensor(2.1749), tensor(2.2168), tensor(2.2196), tensor(2.2129), tensor(2.1975), tensor(2.1992), tensor(2.2038), tensor(2.2018), tensor(2.2069), tensor(2.1991)]"
54,"[tensor(2.2168), tensor(2.2163), tensor(2.2114), tensor(2.2187), tensor(2.2095), tensor(2.2124), tensor(2.2241), tensor(2.2214), tensor(2.1981), tensor(2.2085)]"
55,"[tensor(2.2271), tensor(2.2368), tensor(2.2365), tensor(2.2237), tensor(2.2242), tensor(2.2212), tensor(2.2357), tensor(2.2343), tensor(2.2299), tensor(2.2131)]"
56,"[tensor(2.2365), tensor(2.2431), tensor(2.2365), tensor(2.2377), tensor(2.2295), tensor(2.2341), tensor(2.2429), tensor(2.2374), tensor(2.2245), tensor(2.2267)]"
57,"[tensor(2.2467), tensor(2.2549), tensor(2.2520), tensor(2.2365), tensor(2.2424), tensor(2.2411), tensor(2.2554), tensor(2.2473), tensor(2.2493), tensor(2.2295)]"
58,"[tensor(2.2497), tensor(2.2586), tensor(2.2505), tensor(2.2461), tensor(2.2430), tensor(2.2456), tensor(2.2543), tensor(2.2432), tensor(2.2333), tensor(2.2353)]"
59,"[tensor(2.2495), tensor(2.2606), tensor(2.2432), tensor(2.2223), tensor(2.2192), tensor(2.2204), tensor(2.2519), tensor(2.2377), tensor(2.2640), tensor(2.2455)]"
60,"[tensor(2.2296), tensor(2.2498), tensor(2.2440), tensor(2.2392), tensor(2.2236), tensor(2.2420), tensor(2.2373), tensor(2.2125), tensor(2.2286), tensor(2.2211)]"
61,"[tensor(2.2139), tensor(2.2211), tensor(2.2139), tensor(2.2095), tensor(2.2023), tensor(2.2069), tensor(2.2096), tensor(2.2082), tensor(2.2432), tensor(2.2513)]"
62,"[tensor(2.2052), tensor(2.2181), tensor(2.2292), tensor(2.2352), tensor(2.2079), tensor(2.2306), tensor(2.2165), tensor(2.2069), tensor(2.2143), tensor(2.1992)]"
63,"[tensor(2.1944), tensor(2.2039), tensor(2.1992), tensor(2.2174), tensor(2.1948), tensor(2.1969), tensor(2.1867), tensor(2.1935), tensor(2.2343), tensor(2.2356)]"
64,"[tensor(2.1929), tensor(2.2049), tensor(2.2185), tensor(2.2258), tensor(2.1999), tensor(2.2172), tensor(2.2066), tensor(2.1942), tensor(2.2099), tensor(2.1963)]"
65,"[tensor(2.2005), tensor(2.1955), tensor(2.2091), tensor(2.2179), tensor(2.1801), tensor(2.1896), tensor(2.1845), tensor(2.1847), tensor(2.2241), tensor(2.2256)]"
66,"[tensor(2.1832), tensor(2.2033), tensor(2.2148), tensor(2.2206), tensor(2.1924), tensor(2.2066), tensor(2.1982), tensor(2.1852), tensor(2.2024), tensor(2.1927)]"
67,"[tensor(2.1963), tensor(2.1882), tensor(2.1979), tensor(2.2033), tensor(2.1697), tensor(2.1811), tensor(2.1955), tensor(2.1898), tensor(2.2187), tensor(2.2173)]"
68,"[tensor(2.1769), tensor(2.2031), tensor(2.2144), tensor(2.2156), tensor(2.1920), tensor(2.2037), tensor(2.1959), tensor(2.1923), tensor(2.1913), tensor(2.1813)]"
69,"[tensor(2.1978), tensor(2.1847), tensor(2.1913), tensor(2.1919), tensor(2.1660), tensor(2.1719), tensor(2.2052), tensor(2.1953), tensor(2.2167), tensor(2.2139)]"
70,"[tensor(2.1772), tensor(2.2064), tensor(2.2170), tensor(2.2144), tensor(2.1924), tensor(2.2037), tensor(2.1978), tensor(2.1983), tensor(2.1826), tensor(2.1737)]"
71,"[tensor(2.1986), tensor(2.1895), tensor(2.1896), tensor(2.1851), tensor(2.1686), tensor(2.1671), tensor(2.2114), tensor(2.1961), tensor(2.2185), tensor(2.2136)]"
72,"[tensor(2.1853), tensor(2.2078), tensor(2.2186), tensor(2.2142), tensor(2.1924), tensor(2.2055), tensor(2.1989), tensor(2.1993), tensor(2.1798), tensor(2.1728)]"
73,"[tensor(2.1994), tensor(2.1930), tensor(2.1890), tensor(2.1841), tensor(2.1733), tensor(2.1653), tensor(2.2098), tensor(2.1867), tensor(2.2184), tensor(2.2146)]"
74,"[tensor(2.1893), tensor(2.2070), tensor(2.2182), tensor(2.2122), tensor(2.1894), tensor(2.2061), tensor(2.1984), tensor(2.1979), tensor(2.1799), tensor(2.1738)]"
75,"[tensor(2.1909), tensor(2.1883), tensor(2.1897), tensor(2.1842), tensor(2.1736), tensor(2.1639), tensor(2.2024), tensor(2.1792), tensor(2.2164), tensor(2.2106)]"
76,"[tensor(2.1819), tensor(2.1978), tensor(2.2156), tensor(2.2064), tensor(2.1788), tensor(2.2022), tensor(2.1901), tensor(2.1902), tensor(2.1784), tensor(2.1732)]"
77,"[tensor(2.1794), tensor(2.1822), tensor(2.1867), tensor(2.1844), tensor(2.1691), tensor(2.1621), tensor(2.1900), tensor(2.1679), tensor(2.2096), tensor(2.2083)]"
78,"[tensor(2.1779), tensor(2.1981), tensor(2.2098), tensor(2.2019), tensor(2.1768), tensor(2.1990), tensor(2.1883), tensor(2.1871), tensor(2.1759), tensor(2.1706)]"
79,"[tensor(2.1818), tensor(2.1814), tensor(2.1829), tensor(2.1823), tensor(2.1659), tensor(2.1595), tensor(2.1918), tensor(2.1710), tensor(2.2075), tensor(2.2031)]"
80,"[tensor(2.1781), tensor(2.1939), tensor(2.2056), tensor(2.2009), tensor(2.1744), tensor(2.1942), tensor(2.1856), tensor(2.1829), tensor(2.1729), tensor(2.1695)]"
81,"[tensor(2.1774), tensor(2.1780), tensor(2.1772), tensor(2.1763), tensor(2.1597), tensor(2.1540), tensor(2.1914), tensor(2.1649), tensor(2.2044), tensor(2.2005)]"
82,"[tensor(2.1715), tensor(2.1864), tensor(2.2025), tensor(2.1918), tensor(2.1652), tensor(2.1887), tensor(2.1792), tensor(2.1760), tensor(2.1667), tensor(2.1645)]"
83,"[tensor(2.1648), tensor(2.1671), tensor(2.1705), tensor(2.1668), tensor(2.1415), tensor(2.1453), tensor(2.1780), tensor(2.1519), tensor(2.1891), tensor(2.1972)]"
84,"[tensor(2.1574), tensor(2.1778), tensor(2.1985), tensor(2.1857), tensor(2.1532), tensor(2.1821), tensor(2.1640), tensor(2.1637), tensor(2.1542), tensor(2.1459)]"
85,"[tensor(2.1492), tensor(2.1510), tensor(2.1614), tensor(2.1565), tensor(2.1319), tensor(2.1342), tensor(2.1555), tensor(2.1340), tensor(2.1820), tensor(2.1959)]"
86,"[tensor(2.1493), tensor(2.1767), tensor(2.1897), tensor(2.1768), tensor(2.1519), tensor(2.1747), tensor(2.1579), tensor(2.1561), tensor(2.1421), tensor(2.1352)]"
87,"[tensor(2.1482), tensor(2.1466), tensor(2.1544), tensor(2.1514), tensor(2.1231), tensor(2.1274), tensor(2.1526), tensor(2.1274), tensor(2.1856), tensor(2.1883)]"
88,"[tensor(2.1394), tensor(2.1688), tensor(2.1827), tensor(2.1759), tensor(2.1372), tensor(2.1667), tensor(2.1496), tensor(2.1479), tensor(2.1406), tensor(2.1308)]"
89,"[tensor(2.1371), tensor(2.1350), tensor(2.1473), tensor(2.1488), tensor(2.1131), tensor(2.1180), tensor(2.1403), tensor(2.1175), tensor(2.1776), tensor(2.1806)]"
90,"[tensor(2.1256), tensor(2.1548), tensor(2.1709), tensor(2.1708), tensor(2.1310), tensor(2.1570), tensor(2.1300), tensor(2.1379), tensor(2.1308), tensor(2.1231)]"
91,"[tensor(2.1289), tensor(2.1225), tensor(2.1328), tensor(2.1392), tensor(2.1003), tensor(2.1075), tensor(2.1382), tensor(2.1133), tensor(2.1678), tensor(2.1716)]"
92,"[tensor(2.1182), tensor(2.1499), tensor(2.1661), tensor(2.1647), tensor(2.1307), tensor(2.1486), tensor(2.1271), tensor(2.1316), tensor(2.1171), tensor(2.1101)]"
93,"[tensor(2.1277), tensor(2.1145), tensor(2.1239), tensor(2.1259), tensor(2.0951), tensor(2.0969), tensor(2.1345), tensor(2.1092), tensor(2.1647), tensor(2.1670)]"
94,"[tensor(2.1198), tensor(2.1478), tensor(2.1629), tensor(2.1603), tensor(2.1259), tensor(2.1442), tensor(2.1244), tensor(2.1266), tensor(2.1073), tensor(2.1012)]"
95,"[tensor(2.1273), tensor(2.1104), tensor(2.1169), tensor(2.1163), tensor(2.0892), tensor(2.0890), tensor(2.1294), tensor(2.0991), tensor(2.1638), tensor(2.1642)]"
96,"[tensor(2.1152), tensor(2.1474), tensor(2.1607), tensor(2.1568), tensor(2.1206), tensor(2.1427), tensor(2.1177), tensor(2.1207), tensor(2.1012), tensor(2.0957)]"
97,"[tensor(2.1226), tensor(2.1013), tensor(2.1112), tensor(2.1100), tensor(2.0837), tensor(2.0807), tensor(2.1193), tensor(2.0889), tensor(2.1601), tensor(2.1604)]"
98,"[tensor(2.1020), tensor(2.1418), tensor(2.1554), tensor(2.1508), tensor(2.1107), tensor(2.1371), tensor(2.1083), tensor(2.1124), tensor(2.0962), tensor(2.0885)]"
99,"[tensor(2.1049), tensor(2.0908), tensor(2.1053), tensor(2.1056), tensor(2.0754), tensor(2.0727), tensor(2.1093), tensor(2.0789), tensor(2.1521), tensor(2.1526)]"
