eigenvector_centrality,[9 0]
42,"[0.191, 0.265, 0.123, 0.225, 0.126, 0.277, 0.256, 0.131, 0.118, 0.245]"
43,"[0.369, 0.256, 0.192, 0.11, 0.139, 0.265, 0.099, 0.168, 0.187, 0.34]"
44,"[0.127, 0.262, 0.113, 0.178, 0.117, 0.262, 0.192, 0.119, 0.116, 0.26]"
45,"[0.397, 0.234, 0.155, 0.099, 0.127, 0.238, 0.098, 0.137, 0.159, 0.336]"
46,"[0.109, 0.253, 0.109, 0.15, 0.115, 0.225, 0.156, 0.115, 0.116, 0.269]"
47,"[0.353, 0.195, 0.143, 0.098, 0.127, 0.213, 0.098, 0.128, 0.153, 0.314]"
48,"[0.127, 0.242, 0.109, 0.144, 0.115, 0.199, 0.141, 0.116, 0.116, 0.262]"
49,"[0.295, 0.165, 0.153, 0.101, 0.133, 0.189, 0.102, 0.144, 0.153, 0.328]"
50,"[0.306, 0.232, 0.105, 0.151, 0.114, 0.187, 0.137, 0.116, 0.116, 0.272]"
51,"[0.21, 0.16, 0.159, 0.108, 0.148, 0.182, 0.109, 0.159, 0.181, 0.329]"
52,"[0.358, 0.223, 0.102, 0.161, 0.114, 0.19, 0.141, 0.109, 0.112, 0.304]"
53,"[0.175, 0.162, 0.161, 0.11, 0.165, 0.184, 0.115, 0.161, 0.206, 0.299]"
54,"[0.37, 0.213, 0.107, 0.158, 0.118, 0.193, 0.142, 0.12, 0.116, 0.423]"
55,"[0.165, 0.165, 0.162, 0.118, 0.178, 0.193, 0.123, 0.164, 0.211, 0.274]"
56,"[0.382, 0.216, 0.11, 0.144, 0.115, 0.189, 0.14, 0.127, 0.123, 0.512]"
57,"[0.154, 0.166, 0.155, 0.13, 0.183, 0.197, 0.13, 0.158, 0.207, 0.277]"
58,"[0.367, 0.209, 0.111, 0.142, 0.119, 0.186, 0.137, 0.129, 0.129, 0.493]"
59,"[0.17, 0.166, 0.153, 0.132, 0.175, 0.197, 0.13, 0.158, 0.183, 0.307]"
60,"[0.327, 0.201, 0.113, 0.143, 0.125, 0.187, 0.134, 0.129, 0.129, 0.506]"
61,"[0.21, 0.17, 0.152, 0.142, 0.178, 0.198, 0.131, 0.162, 0.194, 0.306]"
62,"[0.344, 0.205, 0.112, 0.143, 0.122, 0.188, 0.132, 0.128, 0.129, 0.445]"
63,"[0.224, 0.172, 0.148, 0.133, 0.175, 0.199, 0.13, 0.162, 0.184, 0.294]"
64,"[0.337, 0.205, 0.108, 0.144, 0.116, 0.185, 0.13, 0.121, 0.123, 0.427]"
65,"[0.246, 0.167, 0.145, 0.13, 0.18, 0.2, 0.13, 0.161, 0.183, 0.316]"
66,"[0.296, 0.204, 0.108, 0.143, 0.117, 0.183, 0.133, 0.121, 0.124, 0.355]"
67,"[0.239, 0.163, 0.145, 0.125, 0.178, 0.198, 0.126, 0.162, 0.186, 0.322]"
68,"[0.29, 0.202, 0.11, 0.146, 0.123, 0.184, 0.134, 0.123, 0.128, 0.319]"
69,"[0.242, 0.163, 0.143, 0.125, 0.174, 0.197, 0.124, 0.162, 0.192, 0.312]"
70,"[0.251, 0.201, 0.114, 0.153, 0.131, 0.186, 0.136, 0.126, 0.13, 0.333]"
71,"[0.163, 0.167, 0.149, 0.13, 0.179, 0.198, 0.132, 0.163, 0.204, 0.294]"
72,"[0.263, 0.207, 0.119, 0.158, 0.135, 0.193, 0.145, 0.134, 0.135, 0.339]"
73,"[0.136, 0.178, 0.15, 0.148, 0.181, 0.198, 0.141, 0.163, 0.202, 0.305]"
74,"[0.174, 0.214, 0.128, 0.158, 0.14, 0.194, 0.143, 0.14, 0.137, 0.298]"
75,"[0.303, 0.185, 0.129, 0.152, 0.169, 0.2, 0.135, 0.146, 0.155, 0.303]"
76,"[0.152, 0.217, 0.139, 0.145, 0.144, 0.196, 0.135, 0.159, 0.151, 0.32]"
77,"[0.345, 0.191, 0.118, 0.167, 0.17, 0.21, 0.142, 0.144, 0.15, 0.303]"
78,"[0.179, 0.223, 0.155, 0.139, 0.154, 0.195, 0.133, 0.174, 0.164, 0.339]"
79,"[0.358, 0.198, 0.115, 0.172, 0.167, 0.233, 0.146, 0.137, 0.136, 0.246]"
80,"[0.178, 0.224, 0.158, 0.138, 0.162, 0.2, 0.135, 0.175, 0.169, 0.348]"
81,"[0.362, 0.202, 0.109, 0.171, 0.158, 0.238, 0.147, 0.133, 0.12, 0.142]"
82,"[0.212, 0.22, 0.144, 0.141, 0.162, 0.204, 0.125, 0.169, 0.149, 0.269]"
83,"[0.235, 0.203, 0.128, 0.144, 0.145, 0.23, 0.134, 0.156, 0.138, 0.261]"
84,"[0.213, 0.227, 0.129, 0.172, 0.141, 0.224, 0.134, 0.139, 0.131, 0.204]"
85,"[0.228, 0.212, 0.135, 0.124, 0.134, 0.234, 0.124, 0.163, 0.151, 0.256]"
86,"[0.235, 0.234, 0.122, 0.176, 0.138, 0.223, 0.138, 0.132, 0.127, 0.176]"
87,"[0.219, 0.216, 0.143, 0.119, 0.135, 0.235, 0.121, 0.166, 0.156, 0.268]"
88,"[0.266, 0.233, 0.122, 0.18, 0.133, 0.234, 0.151, 0.131, 0.126, 0.157]"
89,"[0.225, 0.219, 0.142, 0.124, 0.142, 0.22, 0.125, 0.176, 0.163, 0.265]"
90,"[0.297, 0.233, 0.127, 0.18, 0.136, 0.241, 0.154, 0.135, 0.13, 0.168]"
91,"[0.231, 0.226, 0.142, 0.139, 0.157, 0.249, 0.131, 0.183, 0.163, 0.249]"
92,"[0.309, 0.237, 0.131, 0.19, 0.156, 0.262, 0.17, 0.144, 0.139, 0.17]"
93,"[0.226, 0.246, 0.147, 0.154, 0.165, 0.246, 0.139, 0.192, 0.176, 0.292]"
94,"[0.337, 0.238, 0.148, 0.197, 0.19, 0.271, 0.187, 0.168, 0.15, 0.187]"
95,"[0.162, 0.252, 0.163, 0.186, 0.182, 0.25, 0.18, 0.21, 0.201, 0.291]"
96,"[0.442, 0.247, 0.158, 0.201, 0.204, 0.278, 0.195, 0.187, 0.164, 0.209]"
97,"[0.124, 0.262, 0.188, 0.194, 0.206, 0.258, 0.233, 0.223, 0.227, 0.262]"
98,"[0.413, 0.253, 0.174, 0.203, 0.208, 0.286, 0.206, 0.198, 0.187, 0.251]"
99,"[0.132, 0.272, 0.187, 0.212, 0.218, 0.27, 0.246, 0.217, 0.231, 0.216]"
