eigenvector_centrality,[6 3]
44,"[0.271, 0.325, 0.216, 0.307, 0.289, 0.25, 0.535, 0.28, 0.236, 0.207]"
45,"[0.259, 0.276, 0.277, 0.448, 0.291, 0.277, 0.406, 0.262, 0.288, 0.226]"
46,"[0.275, 0.315, 0.219, 0.334, 0.283, 0.248, 0.493, 0.284, 0.233, 0.208]"
47,"[0.254, 0.26, 0.279, 0.315, 0.281, 0.278, 0.408, 0.258, 0.285, 0.231]"
48,"[0.275, 0.283, 0.221, 0.452, 0.281, 0.244, 0.393, 0.283, 0.226, 0.205]"
49,"[0.244, 0.243, 0.272, 0.267, 0.269, 0.274, 0.373, 0.256, 0.269, 0.23]"
50,"[0.273, 0.267, 0.219, 0.497, 0.268, 0.239, 0.401, 0.277, 0.237, 0.206]"
51,"[0.247, 0.243, 0.263, 0.287, 0.268, 0.279, 0.373, 0.258, 0.257, 0.23]"
52,"[0.274, 0.256, 0.221, 0.485, 0.273, 0.239, 0.408, 0.274, 0.24, 0.201]"
53,"[0.255, 0.258, 0.267, 0.294, 0.272, 0.277, 0.407, 0.261, 0.255, 0.238]"
54,"[0.269, 0.258, 0.221, 0.462, 0.266, 0.238, 0.43, 0.279, 0.245, 0.206]"
55,"[0.259, 0.267, 0.26, 0.304, 0.275, 0.272, 0.455, 0.266, 0.262, 0.239]"
56,"[0.27, 0.256, 0.222, 0.418, 0.267, 0.234, 0.36, 0.272, 0.245, 0.214]"
57,"[0.263, 0.262, 0.26, 0.299, 0.277, 0.276, 0.446, 0.263, 0.241, 0.243]"
58,"[0.267, 0.25, 0.225, 0.4, 0.264, 0.24, 0.302, 0.273, 0.245, 0.214]"
59,"[0.269, 0.268, 0.255, 0.307, 0.278, 0.272, 0.474, 0.268, 0.235, 0.243]"
60,"[0.262, 0.253, 0.232, 0.33, 0.268, 0.234, 0.3, 0.281, 0.248, 0.223]"
61,"[0.271, 0.265, 0.257, 0.322, 0.283, 0.273, 0.532, 0.272, 0.246, 0.243]"
62,"[0.282, 0.282, 0.236, 0.274, 0.275, 0.237, 0.342, 0.284, 0.247, 0.226]"
63,"[0.271, 0.266, 0.26, 0.39, 0.282, 0.259, 0.562, 0.27, 0.236, 0.241]"
64,"[0.269, 0.271, 0.234, 0.273, 0.277, 0.234, 0.345, 0.287, 0.243, 0.226]"
65,"[0.273, 0.269, 0.259, 0.407, 0.278, 0.262, 0.564, 0.272, 0.229, 0.246]"
66,"[0.267, 0.279, 0.23, 0.274, 0.267, 0.236, 0.33, 0.277, 0.239, 0.221]"
67,"[0.272, 0.262, 0.256, 0.447, 0.268, 0.249, 0.522, 0.269, 0.221, 0.239]"
68,"[0.247, 0.288, 0.228, 0.289, 0.27, 0.231, 0.31, 0.281, 0.237, 0.216]"
69,"[0.264, 0.259, 0.243, 0.458, 0.267, 0.251, 0.455, 0.272, 0.219, 0.244]"
70,"[0.244, 0.27, 0.228, 0.284, 0.267, 0.225, 0.316, 0.268, 0.24, 0.216]"
71,"[0.262, 0.262, 0.244, 0.476, 0.269, 0.239, 0.411, 0.271, 0.219, 0.238]"
72,"[0.247, 0.271, 0.225, 0.262, 0.263, 0.22, 0.303, 0.272, 0.247, 0.216]"
73,"[0.26, 0.261, 0.232, 0.413, 0.266, 0.233, 0.409, 0.267, 0.223, 0.237]"
74,"[0.243, 0.294, 0.226, 0.271, 0.271, 0.214, 0.292, 0.272, 0.24, 0.216]"
75,"[0.253, 0.259, 0.232, 0.384, 0.266, 0.23, 0.43, 0.265, 0.225, 0.228]"
76,"[0.25, 0.296, 0.223, 0.329, 0.28, 0.209, 0.232, 0.27, 0.242, 0.208]"
77,"[0.243, 0.261, 0.248, 0.417, 0.266, 0.242, 0.469, 0.272, 0.22, 0.228]"
78,"[0.229, 0.297, 0.222, 0.3, 0.277, 0.215, 0.207, 0.269, 0.249, 0.215]"
79,"[0.24, 0.257, 0.236, 0.368, 0.271, 0.228, 0.352, 0.276, 0.231, 0.231]"
80,"[0.232, 0.276, 0.223, 0.33, 0.282, 0.215, 0.276, 0.261, 0.245, 0.212]"
81,"[0.25, 0.257, 0.24, 0.339, 0.276, 0.255, 0.303, 0.271, 0.232, 0.225]"
82,"[0.241, 0.274, 0.219, 0.393, 0.277, 0.218, 0.365, 0.271, 0.23, 0.204]"
83,"[0.249, 0.275, 0.249, 0.37, 0.276, 0.246, 0.29, 0.271, 0.245, 0.217]"
84,"[0.223, 0.26, 0.215, 0.347, 0.271, 0.206, 0.388, 0.264, 0.239, 0.203]"
85,"[0.257, 0.274, 0.24, 0.364, 0.27, 0.251, 0.242, 0.267, 0.26, 0.219]"
86,"[0.227, 0.255, 0.21, 0.364, 0.276, 0.208, 0.433, 0.255, 0.25, 0.201]"
87,"[0.245, 0.27, 0.248, 0.414, 0.272, 0.275, 0.271, 0.264, 0.228, 0.225]"
88,"[0.249, 0.313, 0.21, 0.381, 0.284, 0.212, 0.382, 0.264, 0.255, 0.203]"
89,"[0.25, 0.279, 0.234, 0.509, 0.277, 0.273, 0.282, 0.267, 0.239, 0.217]"
90,"[0.242, 0.324, 0.213, 0.245, 0.288, 0.212, 0.378, 0.268, 0.261, 0.199]"
91,"[0.238, 0.266, 0.244, 0.502, 0.274, 0.248, 0.311, 0.274, 0.249, 0.224]"
92,"[0.248, 0.326, 0.211, 0.232, 0.266, 0.214, 0.384, 0.262, 0.25, 0.205]"
93,"[0.245, 0.256, 0.235, 0.492, 0.283, 0.26, 0.365, 0.264, 0.221, 0.222]"
94,"[0.229, 0.339, 0.213, 0.323, 0.273, 0.216, 0.363, 0.262, 0.241, 0.209]"
95,"[0.226, 0.268, 0.242, 0.408, 0.287, 0.244, 0.444, 0.263, 0.224, 0.214]"
96,"[0.249, 0.342, 0.214, 0.387, 0.275, 0.21, 0.29, 0.276, 0.26, 0.2]"
97,"[0.241, 0.232, 0.242, 0.405, 0.27, 0.259, 0.466, 0.262, 0.246, 0.206]"
98,"[0.265, 0.335, 0.211, 0.384, 0.267, 0.202, 0.309, 0.278, 0.262, 0.198]"
99,"[0.239, 0.239, 0.248, 0.432, 0.259, 0.255, 0.412, 0.257, 0.23, 0.205]"
