eigenvector_centrality,[4 8]
21,"[0.392, 0.212, 0.263, 0.39, 0.263, 0.377, 0.388, 0.397, 0.362, 0.354]"
22,"[0.242, 0.347, 0.333, 0.46, 0.311, 0.206, 0.195, 0.429, 0.46, 0.417]"
23,"[0.41, 0.217, 0.323, 0.439, 0.288, 0.358, 0.367, 0.397, 0.383, 0.37]"
24,"[0.265, 0.34, 0.326, 0.454, 0.33, 0.276, 0.201, 0.417, 0.459, 0.476]"
25,"[0.416, 0.208, 0.319, 0.449, 0.559, 0.352, 0.361, 0.424, 0.478, 0.401]"
26,"[0.315, 0.406, 0.322, 0.415, 0.546, 0.251, 0.281, 0.394, 0.535, 0.577]"
27,"[0.41, 0.255, 0.369, 0.395, 0.606, 0.367, 0.385, 0.341, 0.57, 0.423]"
28,"[0.243, 0.422, 0.337, 0.451, 0.355, 0.257, 0.242, 0.561, 0.245, 0.617]"
29,"[0.51, 0.232, 0.318, 0.258, 0.435, 0.432, 0.446, 0.302, 0.299, 0.351]"
30,"[0.23, 0.393, 0.406, 0.445, 0.108, 0.258, 0.243, 0.337, 0.115, 0.301]"
31,"[0.33, 0.24, 0.304, 0.274, 0.138, 0.59, 0.338, 0.264, 0.194, 0.294]"
32,"[0.209, 0.274, 0.484, 0.283, 0.103, 0.253, 0.239, 0.272, 0.115, 0.28]"
33,"[0.224, 0.151, 0.284, 0.208, 0.103, 0.308, 0.098, 0.258, 0.204, 0.257]"
34,"[0.178, 0.116, 0.339, 0.201, 0.103, 0.236, 0.163, 0.248, 0.112, 0.278]"
35,"[0.239, 0.145, 0.26, 0.197, 0.103, 0.258, 0.104, 0.244, 0.271, 0.262]"
36,"[0.129, 0.169, 0.273, 0.204, 0.103, 0.211, 0.148, 0.233, 0.113, 0.285]"
37,"[0.223, 0.145, 0.172, 0.187, 0.103, 0.247, 0.112, 0.236, 0.312, 0.253]"
38,"[0.095, 0.197, 0.283, 0.205, 0.103, 0.196, 0.148, 0.227, 0.114, 0.274]"
39,"[0.225, 0.144, 0.198, 0.196, 0.103, 0.202, 0.142, 0.24, 0.301, 0.256]"
40,"[0.1, 0.201, 0.275, 0.204, 0.103, 0.2, 0.15, 0.236, 0.116, 0.238]"
41,"[0.23, 0.144, 0.194, 0.221, 0.103, 0.21, 0.207, 0.242, 0.353, 0.242]"
42,"[0.111, 0.214, 0.287, 0.241, 0.103, 0.183, 0.149, 0.228, 0.119, 0.227]"
43,"[0.219, 0.144, 0.179, 0.225, 0.103, 0.221, 0.239, 0.232, 0.364, 0.273]"
44,"[0.099, 0.197, 0.276, 0.231, 0.103, 0.165, 0.147, 0.226, 0.191, 0.245]"
45,"[0.21, 0.138, 0.149, 0.258, 0.103, 0.192, 0.251, 0.229, 0.141, 0.301]"
46,"[0.112, 0.19, 0.261, 0.231, 0.103, 0.173, 0.178, 0.246, 0.217, 0.233]"
47,"[0.209, 0.136, 0.172, 0.23, 0.103, 0.212, 0.257, 0.249, 0.121, 0.303]"
48,"[0.105, 0.19, 0.274, 0.236, 0.103, 0.168, 0.221, 0.272, 0.252, 0.253]"
49,"[0.188, 0.134, 0.151, 0.219, 0.103, 0.192, 0.268, 0.265, 0.147, 0.228]"
50,"[0.105, 0.199, 0.239, 0.242, 0.103, 0.167, 0.244, 0.298, 0.312, 0.286]"
51,"[0.197, 0.135, 0.153, 0.186, 0.103, 0.204, 0.285, 0.282, 0.218, 0.215]"
52,"[0.11, 0.205, 0.232, 0.238, 0.103, 0.155, 0.244, 0.307, 0.327, 0.304]"
53,"[0.202, 0.139, 0.147, 0.158, 0.103, 0.215, 0.27, 0.297, 0.249, 0.224]"
54,"[0.099, 0.221, 0.22, 0.212, 0.103, 0.157, 0.242, 0.31, 0.319, 0.292]"
55,"[0.211, 0.14, 0.147, 0.13, 0.103, 0.224, 0.263, 0.281, 0.268, 0.259]"
56,"[0.096, 0.23, 0.223, 0.225, 0.103, 0.188, 0.241, 0.305, 0.308, 0.269]"
57,"[0.22, 0.144, 0.151, 0.104, 0.103, 0.228, 0.272, 0.271, 0.278, 0.191]"
58,"[0.103, 0.255, 0.23, 0.221, 0.103, 0.214, 0.237, 0.309, 0.318, 0.243]"
59,"[0.229, 0.147, 0.166, 0.086, 0.103, 0.216, 0.311, 0.308, 0.264, 0.159]"
60,"[0.108, 0.259, 0.229, 0.227, 0.103, 0.22, 0.223, 0.298, 0.342, 0.219]"
61,"[0.227, 0.147, 0.186, 0.085, 0.103, 0.222, 0.321, 0.3, 0.303, 0.135]"
62,"[0.108, 0.264, 0.242, 0.245, 0.103, 0.226, 0.225, 0.295, 0.343, 0.265]"
63,"[0.23, 0.149, 0.196, 0.084, 0.103, 0.229, 0.33, 0.295, 0.293, 0.156]"
64,"[0.112, 0.269, 0.247, 0.259, 0.103, 0.224, 0.231, 0.277, 0.41, 0.283]"
65,"[0.226, 0.153, 0.197, 0.085, 0.103, 0.234, 0.317, 0.281, 0.222, 0.163]"
66,"[0.11, 0.26, 0.24, 0.23, 0.103, 0.224, 0.228, 0.269, 0.392, 0.252]"
67,"[0.226, 0.145, 0.204, 0.091, 0.103, 0.223, 0.326, 0.267, 0.274, 0.115]"
68,"[0.108, 0.242, 0.24, 0.254, 0.103, 0.225, 0.23, 0.275, 0.36, 0.239]"
69,"[0.221, 0.141, 0.211, 0.091, 0.103, 0.223, 0.335, 0.253, 0.375, 0.103]"
70,"[0.108, 0.25, 0.243, 0.268, 0.103, 0.23, 0.236, 0.258, 0.339, 0.224]"
71,"[0.222, 0.14, 0.211, 0.091, 0.103, 0.239, 0.335, 0.254, 0.405, 0.102]"
72,"[0.11, 0.247, 0.229, 0.284, 0.103, 0.237, 0.235, 0.266, 0.326, 0.229]"
73,"[0.222, 0.142, 0.222, 0.091, 0.103, 0.226, 0.337, 0.255, 0.451, 0.101]"
74,"[0.113, 0.256, 0.243, 0.285, 0.103, 0.243, 0.236, 0.271, 0.297, 0.231]"
75,"[0.218, 0.143, 0.224, 0.091, 0.103, 0.23, 0.331, 0.256, 0.443, 0.1]"
76,"[0.116, 0.255, 0.243, 0.289, 0.103, 0.241, 0.213, 0.262, 0.229, 0.203]"
77,"[0.205, 0.143, 0.231, 0.093, 0.103, 0.221, 0.313, 0.247, 0.343, 0.099]"
78,"[0.116, 0.255, 0.243, 0.277, 0.103, 0.224, 0.188, 0.243, 0.23, 0.203]"
79,"[0.213, 0.142, 0.232, 0.093, 0.103, 0.215, 0.277, 0.248, 0.306, 0.099]"
80,"[0.117, 0.244, 0.268, 0.273, 0.103, 0.22, 0.171, 0.22, 0.255, 0.195]"
81,"[0.205, 0.142, 0.229, 0.103, 0.103, 0.226, 0.265, 0.243, 0.32, 0.099]"
82,"[0.123, 0.234, 0.277, 0.275, 0.103, 0.221, 0.197, 0.224, 0.265, 0.216]"
83,"[0.178, 0.142, 0.23, 0.127, 0.103, 0.237, 0.253, 0.243, 0.374, 0.099]"
84,"[0.121, 0.217, 0.262, 0.278, 0.103, 0.22, 0.219, 0.238, 0.278, 0.226]"
85,"[0.179, 0.142, 0.225, 0.115, 0.103, 0.228, 0.285, 0.245, 0.253, 0.099]"
86,"[0.122, 0.223, 0.238, 0.269, 0.103, 0.221, 0.228, 0.242, 0.357, 0.22]"
87,"[0.188, 0.143, 0.217, 0.12, 0.103, 0.208, 0.298, 0.25, 0.299, 0.099]"
88,"[0.119, 0.219, 0.228, 0.261, 0.103, 0.224, 0.243, 0.248, 0.406, 0.221]"
89,"[0.187, 0.151, 0.199, 0.18, 0.103, 0.211, 0.271, 0.242, 0.337, 0.104]"
90,"[0.115, 0.203, 0.24, 0.243, 0.103, 0.22, 0.248, 0.25, 0.429, 0.214]"
91,"[0.171, 0.158, 0.179, 0.213, 0.103, 0.222, 0.267, 0.236, 0.338, 0.178]"
92,"[0.11, 0.198, 0.226, 0.259, 0.103, 0.207, 0.248, 0.242, 0.433, 0.201]"
93,"[0.169, 0.153, 0.175, 0.222, 0.103, 0.204, 0.273, 0.234, 0.327, 0.219]"
94,"[0.107, 0.203, 0.245, 0.276, 0.103, 0.198, 0.249, 0.242, 0.432, 0.224]"
95,"[0.184, 0.15, 0.172, 0.226, 0.103, 0.212, 0.291, 0.228, 0.306, 0.23]"
96,"[0.105, 0.228, 0.245, 0.274, 0.103, 0.187, 0.248, 0.244, 0.325, 0.224]"
97,"[0.197, 0.146, 0.17, 0.231, 0.103, 0.225, 0.277, 0.215, 0.416, 0.23]"
98,"[0.102, 0.233, 0.223, 0.269, 0.103, 0.165, 0.22, 0.243, 0.365, 0.196]"
99,"[0.183, 0.146, 0.163, 0.226, 0.103, 0.211, 0.264, 0.204, 0.452, 0.229]"
