eigenvector_centrality,[1 6]
38,"[0.164, 0.519, 0.424, 0.378, 0.2, 0.239, 0.563, 0.354, 0.139, 0.284]"
39,"[0.226, 0.521, 0.251, 0.316, 0.225, 0.339, 0.543, 0.212, 0.321, 0.167]"
40,"[0.145, 0.569, 0.393, 0.364, 0.231, 0.222, 0.541, 0.335, 0.187, 0.322]"
41,"[0.219, 0.53, 0.231, 0.276, 0.258, 0.337, 0.59, 0.243, 0.176, 0.149]"
42,"[0.132, 0.541, 0.342, 0.322, 0.26, 0.205, 0.544, 0.24, 0.189, 0.275]"
43,"[0.234, 0.52, 0.247, 0.262, 0.249, 0.324, 0.604, 0.264, 0.132, 0.144]"
44,"[0.143, 0.509, 0.295, 0.318, 0.255, 0.212, 0.554, 0.226, 0.177, 0.266]"
45,"[0.236, 0.508, 0.207, 0.256, 0.233, 0.226, 0.621, 0.257, 0.18, 0.146]"
46,"[0.156, 0.507, 0.272, 0.303, 0.239, 0.224, 0.551, 0.233, 0.153, 0.251]"
47,"[0.224, 0.485, 0.195, 0.261, 0.205, 0.24, 0.63, 0.241, 0.194, 0.143]"
48,"[0.173, 0.539, 0.255, 0.299, 0.218, 0.241, 0.513, 0.234, 0.154, 0.274]"
49,"[0.209, 0.408, 0.193, 0.264, 0.19, 0.255, 0.662, 0.23, 0.188, 0.15]"
50,"[0.173, 0.572, 0.261, 0.29, 0.211, 0.248, 0.516, 0.239, 0.166, 0.271]"
51,"[0.193, 0.414, 0.193, 0.278, 0.185, 0.258, 0.664, 0.224, 0.191, 0.139]"
52,"[0.173, 0.6, 0.247, 0.313, 0.202, 0.255, 0.494, 0.241, 0.16, 0.263]"
53,"[0.187, 0.39, 0.191, 0.295, 0.184, 0.248, 0.636, 0.218, 0.187, 0.144]"
54,"[0.171, 0.587, 0.241, 0.297, 0.18, 0.229, 0.477, 0.243, 0.168, 0.249]"
55,"[0.167, 0.358, 0.188, 0.31, 0.184, 0.25, 0.642, 0.208, 0.191, 0.141]"
56,"[0.174, 0.555, 0.244, 0.311, 0.164, 0.221, 0.473, 0.244, 0.169, 0.231]"
57,"[0.153, 0.365, 0.181, 0.318, 0.183, 0.252, 0.618, 0.199, 0.187, 0.163]"
58,"[0.177, 0.429, 0.223, 0.308, 0.137, 0.205, 0.44, 0.241, 0.172, 0.168]"
59,"[0.143, 0.351, 0.18, 0.33, 0.182, 0.251, 0.573, 0.174, 0.177, 0.185]"
60,"[0.176, 0.352, 0.251, 0.314, 0.124, 0.196, 0.474, 0.262, 0.185, 0.164]"
61,"[0.13, 0.239, 0.173, 0.327, 0.182, 0.256, 0.533, 0.156, 0.185, 0.179]"
62,"[0.175, 0.515, 0.28, 0.322, 0.136, 0.191, 0.507, 0.288, 0.191, 0.197]"
63,"[0.13, 0.241, 0.171, 0.317, 0.181, 0.26, 0.496, 0.17, 0.191, 0.173]"
64,"[0.174, 0.488, 0.286, 0.32, 0.123, 0.223, 0.514, 0.282, 0.191, 0.169]"
65,"[0.125, 0.214, 0.17, 0.317, 0.181, 0.278, 0.499, 0.167, 0.191, 0.168]"
66,"[0.176, 0.456, 0.307, 0.314, 0.119, 0.229, 0.497, 0.27, 0.191, 0.163]"
67,"[0.128, 0.18, 0.176, 0.335, 0.18, 0.294, 0.477, 0.14, 0.191, 0.167]"
68,"[0.176, 0.416, 0.306, 0.327, 0.119, 0.235, 0.496, 0.282, 0.191, 0.153]"
69,"[0.124, 0.208, 0.177, 0.347, 0.184, 0.316, 0.499, 0.15, 0.188, 0.167]"
70,"[0.173, 0.264, 0.292, 0.312, 0.11, 0.239, 0.454, 0.284, 0.191, 0.162]"
71,"[0.116, 0.452, 0.201, 0.361, 0.182, 0.291, 0.535, 0.154, 0.19, 0.126]"
72,"[0.178, 0.178, 0.297, 0.326, 0.12, 0.229, 0.418, 0.267, 0.191, 0.162]"
73,"[0.129, 0.492, 0.202, 0.371, 0.181, 0.312, 0.562, 0.147, 0.19, 0.116]"
74,"[0.174, 0.172, 0.337, 0.319, 0.143, 0.212, 0.43, 0.302, 0.19, 0.182]"
75,"[0.128, 0.481, 0.191, 0.373, 0.172, 0.32, 0.53, 0.148, 0.191, 0.127]"
76,"[0.15, 0.165, 0.34, 0.335, 0.142, 0.219, 0.432, 0.331, 0.184, 0.179]"
77,"[0.112, 0.426, 0.193, 0.365, 0.15, 0.324, 0.546, 0.149, 0.183, 0.153]"
78,"[0.106, 0.166, 0.346, 0.353, 0.164, 0.21, 0.342, 0.345, 0.168, 0.178]"
79,"[0.129, 0.357, 0.198, 0.31, 0.286, 0.323, 0.599, 0.175, 0.122, 0.138]"
80,"[0.108, 0.184, 0.338, 0.341, 0.185, 0.182, 0.303, 0.305, 0.129, 0.177]"
81,"[0.174, 0.349, 0.2, 0.326, 0.267, 0.314, 0.615, 0.192, 0.114, 0.174]"
82,"[0.181, 0.186, 0.334, 0.346, 0.183, 0.143, 0.334, 0.289, 0.159, 0.177]"
83,"[0.177, 0.366, 0.191, 0.339, 0.243, 0.314, 0.595, 0.203, 0.121, 0.126]"
84,"[0.213, 0.186, 0.34, 0.362, 0.185, 0.172, 0.315, 0.23, 0.189, 0.178]"
85,"[0.176, 0.397, 0.186, 0.34, 0.232, 0.317, 0.583, 0.241, 0.13, 0.12]"
86,"[0.213, 0.171, 0.36, 0.36, 0.185, 0.208, 0.479, 0.213, 0.181, 0.177]"
87,"[0.175, 0.446, 0.195, 0.334, 0.225, 0.332, 0.467, 0.258, 0.191, 0.122]"
88,"[0.227, 0.169, 0.353, 0.361, 0.179, 0.22, 0.44, 0.227, 0.105, 0.179]"
89,"[0.178, 0.463, 0.195, 0.31, 0.119, 0.327, 0.376, 0.252, 0.151, 0.12]"
90,"[0.153, 0.156, 0.362, 0.406, 0.122, 0.215, 0.389, 0.277, 0.107, 0.21]"
91,"[0.171, 0.465, 0.189, 0.303, 0.113, 0.352, 0.373, 0.201, 0.183, 0.149]"
92,"[0.104, 0.149, 0.355, 0.4, 0.12, 0.211, 0.424, 0.246, 0.12, 0.246]"
93,"[0.098, 0.177, 0.153, 0.292, 0.139, 0.392, 0.382, 0.224, 0.191, 0.187]"
94,"[0.103, 0.375, 0.361, 0.295, 0.124, 0.21, 0.455, 0.277, 0.182, 0.271]"
95,"[0.103, 0.172, 0.177, 0.297, 0.165, 0.398, 0.378, 0.23, 0.121, 0.15]"
96,"[0.103, 0.25, 0.337, 0.328, 0.183, 0.214, 0.485, 0.318, 0.191, 0.237]"
97,"[0.137, 0.173, 0.206, 0.334, 0.175, 0.356, 0.468, 0.271, 0.098, 0.142]"
98,"[0.106, 0.169, 0.353, 0.362, 0.183, 0.242, 0.442, 0.279, 0.17, 0.308]"
99,"[0.171, 0.212, 0.269, 0.348, 0.195, 0.399, 0.516, 0.302, 0.098, 0.119]"
