eigenvector_centrality,[2 3]
61,"[0.365, 0.5, 0.218, 0.509, 0.285, 0.56, 0.318, 0.531, 0.257, 0.428]"
62,"[0.525, 0.522, 0.475, 0.379, 0.398, 0.46, 0.334, 0.24, 0.465, 0.394]"
63,"[0.291, 0.565, 0.163, 0.483, 0.247, 0.367, 0.322, 0.522, 0.27, 0.459]"
64,"[0.526, 0.334, 0.501, 0.382, 0.378, 0.558, 0.306, 0.257, 0.481, 0.412]"
65,"[0.309, 0.52, 0.191, 0.47, 0.249, 0.303, 0.355, 0.54, 0.324, 0.422]"
66,"[0.549, 0.295, 0.506, 0.36, 0.365, 0.601, 0.282, 0.286, 0.453, 0.402]"
67,"[0.335, 0.557, 0.197, 0.45, 0.258, 0.297, 0.361, 0.554, 0.299, 0.36]"
68,"[0.522, 0.315, 0.47, 0.347, 0.356, 0.601, 0.272, 0.31, 0.395, 0.363]"
69,"[0.346, 0.576, 0.28, 0.496, 0.278, 0.292, 0.365, 0.557, 0.234, 0.332]"
70,"[0.49, 0.348, 0.311, 0.362, 0.34, 0.601, 0.278, 0.297, 0.325, 0.448]"
71,"[0.377, 0.579, 0.463, 0.373, 0.308, 0.308, 0.368, 0.546, 0.245, 0.349]"
72,"[0.383, 0.355, 0.271, 0.407, 0.276, 0.559, 0.282, 0.298, 0.333, 0.443]"
73,"[0.41, 0.537, 0.508, 0.369, 0.32, 0.3, 0.341, 0.48, 0.366, 0.35]"
74,"[0.322, 0.409, 0.26, 0.426, 0.26, 0.518, 0.282, 0.371, 0.286, 0.449]"
75,"[0.464, 0.506, 0.469, 0.41, 0.328, 0.305, 0.317, 0.327, 0.419, 0.358]"
76,"[0.289, 0.473, 0.291, 0.473, 0.254, 0.528, 0.283, 0.534, 0.271, 0.444]"
77,"[0.535, 0.361, 0.462, 0.428, 0.428, 0.387, 0.3, 0.252, 0.437, 0.379]"
78,"[0.276, 0.528, 0.316, 0.517, 0.251, 0.308, 0.297, 0.516, 0.286, 0.486]"
79,"[0.541, 0.288, 0.448, 0.397, 0.404, 0.564, 0.279, 0.264, 0.461, 0.439]"
80,"[0.286, 0.537, 0.332, 0.541, 0.237, 0.274, 0.371, 0.549, 0.326, 0.39]"
81,"[0.551, 0.293, 0.418, 0.34, 0.337, 0.587, 0.271, 0.287, 0.475, 0.473]"
82,"[0.3, 0.553, 0.353, 0.53, 0.24, 0.277, 0.451, 0.57, 0.353, 0.382]"
83,"[0.498, 0.293, 0.382, 0.374, 0.29, 0.594, 0.269, 0.303, 0.387, 0.437]"
84,"[0.309, 0.577, 0.365, 0.518, 0.265, 0.277, 0.393, 0.596, 0.311, 0.359]"
85,"[0.433, 0.306, 0.306, 0.353, 0.251, 0.583, 0.274, 0.306, 0.337, 0.431]"
86,"[0.323, 0.595, 0.404, 0.515, 0.295, 0.278, 0.386, 0.537, 0.297, 0.381]"
87,"[0.349, 0.297, 0.263, 0.35, 0.24, 0.586, 0.276, 0.307, 0.305, 0.483]"
88,"[0.418, 0.587, 0.399, 0.508, 0.325, 0.275, 0.366, 0.439, 0.384, 0.378]"
89,"[0.296, 0.369, 0.192, 0.332, 0.223, 0.577, 0.274, 0.467, 0.307, 0.475]"
90,"[0.498, 0.547, 0.416, 0.508, 0.364, 0.294, 0.356, 0.286, 0.496, 0.382]"
91,"[0.278, 0.441, 0.18, 0.337, 0.22, 0.55, 0.277, 0.549, 0.303, 0.472]"
92,"[0.532, 0.359, 0.424, 0.515, 0.406, 0.362, 0.325, 0.277, 0.49, 0.394]"
93,"[0.268, 0.536, 0.202, 0.305, 0.229, 0.338, 0.323, 0.549, 0.312, 0.489]"
94,"[0.545, 0.292, 0.409, 0.541, 0.404, 0.571, 0.28, 0.282, 0.487, 0.453]"
95,"[0.298, 0.541, 0.223, 0.341, 0.26, 0.275, 0.399, 0.558, 0.3, 0.424]"
96,"[0.514, 0.291, 0.422, 0.541, 0.348, 0.575, 0.258, 0.309, 0.488, 0.416]"
97,"[0.305, 0.537, 0.231, 0.392, 0.254, 0.276, 0.422, 0.568, 0.32, 0.42]"
98,"[0.425, 0.296, 0.433, 0.522, 0.311, 0.557, 0.255, 0.294, 0.466, 0.412]"
99,"[0.298, 0.535, 0.243, 0.41, 0.255, 0.28, 0.412, 0.521, 0.333, 0.416]"
