eigenvector_centrality,[3 4]
79,"[0.106, 0.185, 0.159, 0.173, 0.212, 0.108, 0.103, 0.115, 0.099, 0.116]"
80,"[0.116, 0.093, 0.094, 0.271, 0.19, 0.132, 0.095, 0.115, 0.109, 0.101]"
81,"[0.106, 0.112, 0.153, 0.148, 0.2, 0.165, 0.103, 0.111, 0.099, 0.098]"
82,"[0.116, 0.093, 0.094, 0.348, 0.179, 0.108, 0.095, 0.16, 0.208, 0.101]"
83,"[0.106, 0.112, 0.12, 0.12, 0.188, 0.197, 0.103, 0.096, 0.099, 0.098]"
84,"[0.116, 0.093, 0.098, 0.295, 0.189, 0.108, 0.095, 0.161, 0.099, 0.101]"
85,"[0.106, 0.112, 0.094, 0.117, 0.204, 0.196, 0.103, 0.094, 0.109, 0.098]"
86,"[0.116, 0.093, 0.11, 0.288, 0.227, 0.108, 0.095, 0.164, 0.099, 0.101]"
87,"[0.106, 0.093, 0.094, 0.125, 0.181, 0.188, 0.103, 0.094, 0.109, 0.117]"
88,"[0.116, 0.16, 0.096, 0.225, 0.294, 0.11, 0.095, 0.147, 0.099, 0.101]"
89,"[0.106, 0.093, 0.153, 0.157, 0.191, 0.124, 0.103, 0.121, 0.109, 0.101]"
90,"[0.116, 0.112, 0.094, 0.179, 0.249, 0.108, 0.103, 0.111, 0.099, 0.162]"
91,"[0.106, 0.093, 0.087, 0.202, 0.158, 0.108, 0.148, 0.089, 0.114, 0.101]"
92,"[0.116, 0.112, 0.094, 0.208, 0.233, 0.095, 0.103, 0.094, 0.099, 0.098]"
93,"[0.106, 0.093, 0.087, 0.191, 0.156, 0.108, 0.095, 0.089, 0.12, 0.101]"
94,"[0.116, 0.112, 0.094, 0.221, 0.262, 0.095, 0.103, 0.094, 0.099, 0.098]"
95,"[0.106, 0.093, 0.088, 0.18, 0.235, 0.108, 0.095, 0.089, 0.099, 0.101]"
96,"[0.116, 0.112, 0.094, 0.251, 0.297, 0.095, 0.103, 0.094, 0.107, 0.098]"
97,"[0.106, 0.093, 0.088, 0.206, 0.286, 0.108, 0.095, 0.089, 0.099, 0.101]"
98,"[0.116, 0.115, 0.094, 0.209, 0.323, 0.095, 0.103, 0.094, 0.109, 0.135]"
99,"[0.106, 0.093, 0.089, 0.233, 0.3, 0.108, 0.173, 0.089, 0.099, 0.101]"
