eigenvector_centrality,[8 9]
23,"[0.487, 0.416, 0.407, 0.391, 0.532, 0.364, 0.332, 0.352, 0.405, 0.356]"
24,"[0.407, 0.358, 0.28, 0.391, 0.466, 0.473, 0.459, 0.436, 0.349, 0.44]"
25,"[0.367, 0.409, 0.433, 0.405, 0.386, 0.45, 0.396, 0.39, 0.381, 0.492]"
26,"[0.417, 0.399, 0.3, 0.445, 0.421, 0.511, 0.354, 0.506, 0.529, 0.498]"
27,"[0.415, 0.376, 0.422, 0.466, 0.374, 0.385, 0.484, 0.469, 0.47, 0.492]"
28,"[0.406, 0.403, 0.353, 0.396, 0.367, 0.405, 0.388, 0.474, 0.439, 0.461]"
29,"[0.394, 0.215, 0.412, 0.41, 0.397, 0.327, 0.436, 0.464, 0.35, 0.409]"
30,"[0.524, 0.484, 0.417, 0.446, 0.37, 0.379, 0.419, 0.505, 0.397, 0.326]"
31,"[0.399, 0.307, 0.385, 0.415, 0.356, 0.374, 0.406, 0.449, 0.369, 0.516]"
32,"[0.379, 0.425, 0.382, 0.509, 0.432, 0.386, 0.423, 0.444, 0.485, 0.284]"
33,"[0.443, 0.326, 0.383, 0.352, 0.333, 0.421, 0.423, 0.455, 0.396, 0.395]"
34,"[0.233, 0.41, 0.346, 0.472, 0.427, 0.365, 0.39, 0.426, 0.424, 0.186]"
35,"[0.507, 0.331, 0.389, 0.36, 0.352, 0.443, 0.419, 0.438, 0.354, 0.373]"
36,"[0.246, 0.395, 0.33, 0.279, 0.444, 0.425, 0.391, 0.416, 0.455, 0.194]"
37,"[0.463, 0.336, 0.397, 0.358, 0.473, 0.415, 0.399, 0.45, 0.351, 0.363]"
38,"[0.271, 0.365, 0.308, 0.234, 0.457, 0.391, 0.442, 0.4, 0.454, 0.215]"
39,"[0.363, 0.293, 0.382, 0.431, 0.364, 0.385, 0.403, 0.428, 0.344, 0.333]"
40,"[0.336, 0.387, 0.357, 0.231, 0.433, 0.396, 0.452, 0.435, 0.471, 0.309]"
41,"[0.21, 0.365, 0.422, 0.415, 0.401, 0.348, 0.372, 0.467, 0.382, 0.335]"
42,"[0.505, 0.392, 0.372, 0.272, 0.443, 0.345, 0.422, 0.419, 0.514, 0.347]"
43,"[0.162, 0.369, 0.436, 0.289, 0.404, 0.348, 0.369, 0.472, 0.369, 0.269]"
44,"[0.417, 0.378, 0.448, 0.236, 0.439, 0.352, 0.437, 0.428, 0.441, 0.45]"
45,"[0.153, 0.394, 0.441, 0.296, 0.411, 0.352, 0.391, 0.449, 0.357, 0.242]"
46,"[0.458, 0.348, 0.457, 0.311, 0.436, 0.343, 0.456, 0.437, 0.446, 0.478]"
47,"[0.177, 0.409, 0.443, 0.282, 0.411, 0.36, 0.397, 0.435, 0.312, 0.271]"
48,"[0.467, 0.373, 0.453, 0.392, 0.421, 0.315, 0.448, 0.442, 0.427, 0.55]"
49,"[0.269, 0.436, 0.445, 0.29, 0.43, 0.379, 0.398, 0.445, 0.405, 0.285]"
50,"[0.419, 0.398, 0.447, 0.452, 0.422, 0.271, 0.425, 0.431, 0.49, 0.5]"
51,"[0.272, 0.417, 0.445, 0.259, 0.445, 0.342, 0.391, 0.437, 0.326, 0.317]"
52,"[0.342, 0.398, 0.422, 0.442, 0.405, 0.271, 0.471, 0.433, 0.445, 0.415]"
53,"[0.314, 0.371, 0.428, 0.231, 0.457, 0.325, 0.38, 0.431, 0.313, 0.408]"
54,"[0.345, 0.396, 0.408, 0.415, 0.389, 0.278, 0.466, 0.396, 0.446, 0.396]"
55,"[0.334, 0.359, 0.413, 0.227, 0.435, 0.339, 0.374, 0.423, 0.327, 0.501]"
56,"[0.329, 0.382, 0.405, 0.416, 0.366, 0.317, 0.458, 0.368, 0.444, 0.353]"
57,"[0.317, 0.359, 0.385, 0.221, 0.476, 0.32, 0.366, 0.385, 0.298, 0.532]"
58,"[0.391, 0.37, 0.409, 0.45, 0.365, 0.321, 0.515, 0.362, 0.418, 0.294]"
59,"[0.339, 0.362, 0.385, 0.234, 0.455, 0.312, 0.358, 0.388, 0.352, 0.558]"
60,"[0.416, 0.367, 0.401, 0.408, 0.372, 0.327, 0.485, 0.363, 0.36, 0.327]"
61,"[0.329, 0.374, 0.386, 0.264, 0.446, 0.301, 0.357, 0.374, 0.41, 0.552]"
62,"[0.407, 0.362, 0.392, 0.384, 0.369, 0.318, 0.461, 0.364, 0.371, 0.329]"
63,"[0.308, 0.371, 0.389, 0.357, 0.481, 0.296, 0.357, 0.359, 0.412, 0.459]"
64,"[0.39, 0.349, 0.355, 0.295, 0.375, 0.309, 0.463, 0.362, 0.372, 0.327]"
65,"[0.306, 0.361, 0.388, 0.378, 0.407, 0.309, 0.353, 0.341, 0.414, 0.435]"
66,"[0.408, 0.343, 0.358, 0.282, 0.373, 0.326, 0.44, 0.364, 0.273, 0.324]"
67,"[0.333, 0.37, 0.388, 0.407, 0.377, 0.294, 0.353, 0.357, 0.42, 0.493]"
68,"[0.406, 0.345, 0.368, 0.304, 0.377, 0.333, 0.416, 0.363, 0.254, 0.346]"
69,"[0.322, 0.367, 0.389, 0.401, 0.356, 0.267, 0.361, 0.355, 0.295, 0.477]"
70,"[0.411, 0.355, 0.357, 0.308, 0.398, 0.329, 0.393, 0.361, 0.303, 0.37]"
71,"[0.322, 0.367, 0.398, 0.386, 0.325, 0.296, 0.362, 0.352, 0.306, 0.497]"
72,"[0.387, 0.356, 0.353, 0.303, 0.413, 0.347, 0.42, 0.366, 0.315, 0.377]"
73,"[0.31, 0.372, 0.401, 0.369, 0.311, 0.27, 0.368, 0.342, 0.36, 0.522]"
74,"[0.384, 0.362, 0.359, 0.314, 0.433, 0.351, 0.381, 0.362, 0.322, 0.393]"
75,"[0.296, 0.38, 0.407, 0.356, 0.303, 0.287, 0.43, 0.345, 0.316, 0.52]"
76,"[0.381, 0.364, 0.388, 0.339, 0.447, 0.343, 0.34, 0.374, 0.324, 0.402]"
77,"[0.304, 0.386, 0.415, 0.302, 0.352, 0.298, 0.548, 0.374, 0.245, 0.521]"
78,"[0.323, 0.376, 0.417, 0.374, 0.434, 0.35, 0.323, 0.438, 0.399, 0.415]"
79,"[0.332, 0.408, 0.42, 0.285, 0.362, 0.317, 0.453, 0.371, 0.287, 0.518]"
80,"[0.244, 0.396, 0.419, 0.431, 0.432, 0.356, 0.354, 0.384, 0.43, 0.425]"
81,"[0.439, 0.377, 0.437, 0.299, 0.359, 0.34, 0.45, 0.366, 0.372, 0.521]"
82,"[0.203, 0.42, 0.423, 0.388, 0.414, 0.401, 0.339, 0.374, 0.489, 0.43]"
83,"[0.462, 0.335, 0.412, 0.289, 0.353, 0.431, 0.441, 0.378, 0.381, 0.448]"
84,"[0.216, 0.405, 0.412, 0.445, 0.398, 0.393, 0.317, 0.37, 0.464, 0.454]"
85,"[0.465, 0.319, 0.377, 0.312, 0.411, 0.406, 0.435, 0.42, 0.379, 0.442]"
86,"[0.229, 0.415, 0.433, 0.438, 0.398, 0.356, 0.339, 0.373, 0.432, 0.433]"
87,"[0.426, 0.321, 0.394, 0.313, 0.413, 0.415, 0.454, 0.447, 0.358, 0.473]"
88,"[0.252, 0.424, 0.415, 0.396, 0.367, 0.35, 0.374, 0.388, 0.46, 0.407]"
89,"[0.41, 0.342, 0.363, 0.308, 0.37, 0.38, 0.326, 0.442, 0.347, 0.474]"
90,"[0.272, 0.403, 0.405, 0.361, 0.352, 0.301, 0.345, 0.351, 0.496, 0.388]"
91,"[0.412, 0.35, 0.335, 0.311, 0.376, 0.327, 0.314, 0.397, 0.403, 0.514]"
92,"[0.28, 0.372, 0.397, 0.337, 0.354, 0.312, 0.346, 0.312, 0.466, 0.342]"
93,"[0.39, 0.366, 0.335, 0.344, 0.385, 0.329, 0.326, 0.373, 0.441, 0.573]"
94,"[0.299, 0.36, 0.393, 0.334, 0.391, 0.351, 0.354, 0.323, 0.402, 0.337]"
95,"[0.364, 0.37, 0.349, 0.389, 0.386, 0.314, 0.392, 0.369, 0.462, 0.546]"
96,"[0.308, 0.381, 0.396, 0.326, 0.441, 0.317, 0.363, 0.356, 0.384, 0.382]"
97,"[0.372, 0.383, 0.397, 0.428, 0.39, 0.312, 0.474, 0.373, 0.438, 0.51]"
98,"[0.298, 0.393, 0.406, 0.32, 0.417, 0.311, 0.378, 0.368, 0.402, 0.502]"
99,"[0.392, 0.385, 0.408, 0.39, 0.391, 0.321, 0.448, 0.378, 0.304, 0.458]"
