eigenvector_centrality,[8 4]
61,"[0.113, 0.202, 0.114, 0.093, 0.26, 0.106, 0.11, 0.108, 0.125, 0.192]"
62,"[0.109, 0.116, 0.112, 0.093, 0.498, 0.25, 0.231, 0.104, 0.227, 0.223]"
63,"[0.11, 0.178, 0.111, 0.093, 0.322, 0.104, 0.11, 0.108, 0.202, 0.198]"
64,"[0.104, 0.115, 0.113, 0.093, 0.308, 0.231, 0.166, 0.104, 0.301, 0.234]"
65,"[0.107, 0.137, 0.115, 0.093, 0.486, 0.098, 0.11, 0.11, 0.184, 0.171]"
66,"[0.113, 0.116, 0.111, 0.098, 0.25, 0.249, 0.177, 0.106, 0.227, 0.252]"
67,"[0.112, 0.141, 0.139, 0.093, 0.509, 0.095, 0.11, 0.115, 0.199, 0.181]"
68,"[0.11, 0.115, 0.112, 0.122, 0.252, 0.235, 0.176, 0.106, 0.234, 0.238]"
69,"[0.111, 0.124, 0.139, 0.093, 0.514, 0.092, 0.11, 0.111, 0.202, 0.176]"
70,"[0.104, 0.114, 0.113, 0.099, 0.262, 0.209, 0.122, 0.104, 0.211, 0.27]"
71,"[0.107, 0.12, 0.122, 0.093, 0.542, 0.09, 0.109, 0.106, 0.222, 0.18]"
72,"[0.103, 0.114, 0.109, 0.097, 0.287, 0.204, 0.116, 0.104, 0.215, 0.305]"
73,"[0.103, 0.114, 0.116, 0.093, 0.429, 0.09, 0.109, 0.106, 0.255, 0.172]"
74,"[0.103, 0.114, 0.109, 0.093, 0.306, 0.212, 0.109, 0.104, 0.181, 0.273]"
75,"[0.103, 0.115, 0.116, 0.093, 0.36, 0.09, 0.109, 0.104, 0.289, 0.182]"
76,"[0.103, 0.114, 0.109, 0.093, 0.375, 0.222, 0.11, 0.104, 0.193, 0.246]"
77,"[0.103, 0.118, 0.109, 0.093, 0.327, 0.09, 0.109, 0.104, 0.277, 0.201]"
78,"[0.103, 0.114, 0.109, 0.093, 0.358, 0.202, 0.113, 0.104, 0.282, 0.241]"
79,"[0.103, 0.12, 0.109, 0.093, 0.451, 0.09, 0.109, 0.104, 0.295, 0.216]"
80,"[0.103, 0.114, 0.109, 0.093, 0.292, 0.214, 0.113, 0.104, 0.29, 0.272]"
81,"[0.103, 0.14, 0.112, 0.093, 0.504, 0.09, 0.109, 0.104, 0.298, 0.274]"
82,"[0.103, 0.114, 0.109, 0.093, 0.275, 0.257, 0.11, 0.104, 0.306, 0.302]"
83,"[0.103, 0.137, 0.113, 0.093, 0.51, 0.09, 0.109, 0.104, 0.31, 0.226]"
84,"[0.103, 0.114, 0.109, 0.093, 0.307, 0.245, 0.112, 0.104, 0.351, 0.238]"
85,"[0.103, 0.211, 0.117, 0.093, 0.492, 0.09, 0.109, 0.106, 0.308, 0.23]"
86,"[0.104, 0.115, 0.109, 0.098, 0.345, 0.229, 0.127, 0.104, 0.325, 0.269]"
87,"[0.103, 0.158, 0.119, 0.093, 0.511, 0.09, 0.11, 0.106, 0.29, 0.256]"
88,"[0.104, 0.114, 0.109, 0.111, 0.347, 0.243, 0.158, 0.104, 0.27, 0.288]"
89,"[0.103, 0.162, 0.125, 0.093, 0.476, 0.09, 0.109, 0.104, 0.337, 0.252]"
90,"[0.104, 0.114, 0.113, 0.105, 0.336, 0.258, 0.128, 0.104, 0.249, 0.321]"
91,"[0.103, 0.156, 0.133, 0.093, 0.455, 0.094, 0.109, 0.109, 0.344, 0.257]"
92,"[0.112, 0.115, 0.109, 0.096, 0.33, 0.259, 0.131, 0.104, 0.256, 0.311]"
93,"[0.103, 0.167, 0.139, 0.093, 0.449, 0.09, 0.109, 0.112, 0.35, 0.224]"
94,"[0.107, 0.115, 0.11, 0.11, 0.327, 0.252, 0.147, 0.104, 0.252, 0.296]"
95,"[0.103, 0.144, 0.133, 0.093, 0.449, 0.09, 0.11, 0.104, 0.362, 0.224]"
96,"[0.103, 0.115, 0.111, 0.103, 0.325, 0.253, 0.119, 0.104, 0.277, 0.309]"
97,"[0.103, 0.135, 0.109, 0.093, 0.472, 0.092, 0.11, 0.105, 0.34, 0.204]"
98,"[0.103, 0.115, 0.109, 0.093, 0.314, 0.247, 0.116, 0.104, 0.281, 0.292]"
99,"[0.103, 0.118, 0.109, 0.093, 0.494, 0.09, 0.109, 0.104, 0.281, 0.248]"
