in_deg_centrality,[]
53,"[0.263, 0.43, 0.24, 0.281, 0.309, 0.436, 0.308, 0.411, 0.312, 0.295]"
54,"[0.262, 0.435, 0.246, 0.349, 0.504, 0.496, 0.295, 0.427, 0.313, 0.289]"
55,"[0.267, 0.41, 0.248, 0.277, 0.261, 0.448, 0.299, 0.402, 0.312, 0.267]"
56,"[0.263, 0.43, 0.249, 0.335, 0.434, 0.453, 0.306, 0.405, 0.312, 0.282]"
57,"[0.262, 0.388, 0.228, 0.279, 0.298, 0.498, 0.316, 0.436, 0.312, 0.294]"
58,"[0.26, 0.436, 0.238, 0.357, 0.466, 0.542, 0.295, 0.42, 0.312, 0.294]"
59,"[0.263, 0.415, 0.244, 0.284, 0.267, 0.481, 0.304, 0.463, 0.312, 0.276]"
60,"[0.261, 0.435, 0.246, 0.311, 0.444, 0.537, 0.298, 0.41, 0.312, 0.288]"
61,"[0.259, 0.418, 0.225, 0.281, 0.293, 0.442, 0.304, 0.399, 0.312, 0.279]"
62,"[0.26, 0.449, 0.253, 0.317, 0.47, 0.516, 0.321, 0.423, 0.312, 0.281]"
63,"[0.261, 0.398, 0.229, 0.29, 0.321, 0.484, 0.298, 0.448, 0.312, 0.297]"
64,"[0.265, 0.421, 0.238, 0.329, 0.508, 0.517, 0.3, 0.425, 0.312, 0.264]"
65,"[0.261, 0.387, 0.245, 0.281, 0.263, 0.479, 0.297, 0.436, 0.312, 0.29]"
66,"[0.26, 0.441, 0.216, 0.318, 0.484, 0.498, 0.298, 0.464, 0.312, 0.291]"
67,"[0.264, 0.403, 0.237, 0.288, 0.291, 0.457, 0.299, 0.45, 0.312, 0.289]"
68,"[0.257, 0.44, 0.213, 0.345, 0.473, 0.504, 0.298, 0.458, 0.312, 0.29]"
69,"[0.265, 0.418, 0.242, 0.278, 0.263, 0.542, 0.294, 0.475, 0.314, 0.289]"
70,"[0.261, 0.422, 0.263, 0.368, 0.494, 0.516, 0.3, 0.413, 0.312, 0.289]"
71,"[0.265, 0.41, 0.262, 0.307, 0.262, 0.49, 0.299, 0.418, 0.312, 0.288]"
72,"[0.265, 0.448, 0.239, 0.338, 0.483, 0.518, 0.297, 0.426, 0.313, 0.269]"
73,"[0.264, 0.41, 0.265, 0.28, 0.274, 0.485, 0.341, 0.411, 0.312, 0.291]"
74,"[0.26, 0.447, 0.221, 0.309, 0.422, 0.523, 0.304, 0.461, 0.311, 0.29]"
75,"[0.264, 0.358, 0.236, 0.282, 0.268, 0.484, 0.321, 0.487, 0.312, 0.296]"
76,"[0.265, 0.449, 0.223, 0.375, 0.494, 0.531, 0.304, 0.455, 0.313, 0.269]"
77,"[0.262, 0.408, 0.241, 0.286, 0.297, 0.527, 0.305, 0.457, 0.312, 0.295]"
78,"[0.264, 0.409, 0.259, 0.364, 0.463, 0.505, 0.32, 0.444, 0.312, 0.271]"
79,"[0.263, 0.393, 0.23, 0.287, 0.285, 0.48, 0.316, 0.443, 0.312, 0.296]"
80,"[0.259, 0.461, 0.239, 0.362, 0.462, 0.528, 0.297, 0.451, 0.313, 0.29]"
81,"[0.266, 0.401, 0.24, 0.284, 0.265, 0.515, 0.295, 0.47, 0.312, 0.29]"
82,"[0.257, 0.438, 0.232, 0.371, 0.431, 0.52, 0.31, 0.445, 0.312, 0.288]"
83,"[0.261, 0.417, 0.222, 0.284, 0.356, 0.509, 0.313, 0.42, 0.312, 0.287]"
84,"[0.262, 0.446, 0.258, 0.379, 0.491, 0.529, 0.313, 0.462, 0.312, 0.297]"
85,"[0.267, 0.405, 0.257, 0.284, 0.265, 0.457, 0.298, 0.495, 0.312, 0.294]"
86,"[0.263, 0.422, 0.243, 0.369, 0.487, 0.513, 0.325, 0.425, 0.312, 0.278]"
87,"[0.26, 0.423, 0.263, 0.312, 0.289, 0.502, 0.296, 0.474, 0.312, 0.284]"
88,"[0.262, 0.44, 0.244, 0.338, 0.474, 0.579, 0.295, 0.432, 0.311, 0.282]"
89,"[0.267, 0.393, 0.258, 0.289, 0.271, 0.5, 0.376, 0.443, 0.312, 0.295]"
90,"[0.263, 0.437, 0.228, 0.321, 0.47, 0.484, 0.296, 0.448, 0.312, 0.271]"
91,"[0.265, 0.413, 0.245, 0.282, 0.252, 0.471, 0.32, 0.464, 0.313, 0.281]"
92,"[0.264, 0.435, 0.251, 0.329, 0.416, 0.557, 0.295, 0.493, 0.311, 0.292]"
93,"[0.261, 0.398, 0.259, 0.321, 0.319, 0.535, 0.32, 0.477, 0.312, 0.29]"
94,"[0.261, 0.421, 0.224, 0.382, 0.5, 0.534, 0.297, 0.468, 0.314, 0.262]"
95,"[0.261, 0.409, 0.254, 0.295, 0.256, 0.515, 0.298, 0.499, 0.312, 0.293]"
96,"[0.263, 0.442, 0.26, 0.351, 0.433, 0.501, 0.296, 0.456, 0.313, 0.292]"
97,"[0.266, 0.387, 0.259, 0.292, 0.29, 0.479, 0.387, 0.497, 0.312, 0.291]"
98,"[0.262, 0.443, 0.234, 0.323, 0.45, 0.551, 0.3, 0.484, 0.314, 0.268]"
99,"[0.267, 0.416, 0.248, 0.293, 0.272, 0.563, 0.311, 0.467, 0.311, 0.298]"
betweeness_centrality,[]
0,"[0.251, 0.291, 0.201, 0.275, 0.227, 0.203, 0.287, 0.293, 0.307, 0.291]"
1,"[0.248, 0.292, 0.203, 0.271, 0.22, 0.219, 0.282, 0.297, 0.307, 0.292]"
2,"[0.249, 0.295, 0.204, 0.273, 0.193, 0.21, 0.284, 0.299, 0.308, 0.29]"
3,"[0.248, 0.295, 0.203, 0.274, 0.253, 0.222, 0.29, 0.302, 0.311, 0.281]"
4,"[0.251, 0.294, 0.203, 0.275, 0.244, 0.215, 0.29, 0.305, 0.306, 0.284]"
5,"[0.248, 0.294, 0.203, 0.276, 0.251, 0.225, 0.288, 0.306, 0.307, 0.285]"
6,"[0.251, 0.294, 0.252, 0.276, 0.238, 0.243, 0.292, 0.307, 0.309, 0.29]"
7,"[0.252, 0.295, 0.204, 0.277, 0.248, 0.262, 0.293, 0.309, 0.309, 0.278]"
8,"[0.256, 0.299, 0.204, 0.275, 0.26, 0.282, 0.294, 0.311, 0.31, 0.291]"
9,"[0.252, 0.295, 0.204, 0.277, 0.252, 0.277, 0.293, 0.313, 0.312, 0.29]"
10,"[0.25, 0.337, 0.206, 0.275, 0.312, 0.308, 0.289, 0.324, 0.307, 0.29]"
11,"[0.253, 0.298, 0.203, 0.277, 0.236, 0.299, 0.292, 0.327, 0.31, 0.283]"
12,"[0.249, 0.326, 0.24, 0.274, 0.332, 0.323, 0.293, 0.333, 0.312, 0.291]"
13,"[0.251, 0.311, 0.204, 0.277, 0.245, 0.329, 0.292, 0.337, 0.312, 0.285]"
14,"[0.253, 0.389, 0.205, 0.274, 0.29, 0.329, 0.292, 0.34, 0.31, 0.293]"
15,"[0.259, 0.334, 0.208, 0.275, 0.25, 0.349, 0.291, 0.334, 0.311, 0.278]"
16,"[0.25, 0.37, 0.205, 0.278, 0.383, 0.338, 0.293, 0.36, 0.309, 0.282]"
17,"[0.249, 0.329, 0.208, 0.277, 0.256, 0.351, 0.294, 0.345, 0.311, 0.272]"
18,"[0.255, 0.4, 0.227, 0.273, 0.385, 0.382, 0.297, 0.342, 0.31, 0.266]"
19,"[0.252, 0.347, 0.203, 0.276, 0.258, 0.373, 0.298, 0.347, 0.31, 0.292]"
20,"[0.252, 0.381, 0.217, 0.275, 0.432, 0.392, 0.295, 0.355, 0.312, 0.294]"
21,"[0.258, 0.376, 0.209, 0.276, 0.244, 0.347, 0.294, 0.347, 0.311, 0.279]"
22,"[0.252, 0.397, 0.213, 0.28, 0.428, 0.365, 0.293, 0.346, 0.312, 0.294]"
23,"[0.26, 0.378, 0.208, 0.274, 0.255, 0.406, 0.29, 0.356, 0.311, 0.276]"
24,"[0.255, 0.406, 0.206, 0.278, 0.45, 0.369, 0.295, 0.322, 0.31, 0.292]"
25,"[0.263, 0.372, 0.209, 0.277, 0.256, 0.39, 0.296, 0.352, 0.311, 0.291]"
26,"[0.259, 0.415, 0.244, 0.277, 0.465, 0.403, 0.297, 0.353, 0.312, 0.286]"
27,"[0.261, 0.399, 0.212, 0.277, 0.267, 0.364, 0.301, 0.346, 0.311, 0.277]"
28,"[0.253, 0.391, 0.234, 0.288, 0.445, 0.387, 0.295, 0.349, 0.31, 0.279]"
29,"[0.261, 0.398, 0.215, 0.278, 0.255, 0.405, 0.294, 0.352, 0.31, 0.276]"
30,"[0.252, 0.433, 0.203, 0.283, 0.362, 0.42, 0.298, 0.358, 0.311, 0.294]"
31,"[0.262, 0.396, 0.205, 0.277, 0.258, 0.448, 0.299, 0.377, 0.312, 0.293]"
32,"[0.258, 0.423, 0.208, 0.273, 0.465, 0.411, 0.295, 0.348, 0.312, 0.291]"
33,"[0.26, 0.389, 0.219, 0.277, 0.255, 0.391, 0.298, 0.351, 0.311, 0.275]"
34,"[0.259, 0.329, 0.207, 0.29, 0.46, 0.45, 0.298, 0.351, 0.31, 0.297]"
35,"[0.262, 0.404, 0.212, 0.278, 0.258, 0.414, 0.302, 0.382, 0.311, 0.295]"
36,"[0.258, 0.43, 0.204, 0.292, 0.444, 0.462, 0.3, 0.39, 0.311, 0.295]"
37,"[0.263, 0.401, 0.208, 0.276, 0.259, 0.412, 0.297, 0.371, 0.312, 0.283]"
38,"[0.259, 0.427, 0.224, 0.308, 0.421, 0.512, 0.295, 0.385, 0.311, 0.291]"
39,"[0.262, 0.405, 0.224, 0.276, 0.267, 0.416, 0.299, 0.364, 0.313, 0.288]"
40,"[0.262, 0.418, 0.21, 0.292, 0.411, 0.5, 0.297, 0.39, 0.311, 0.27]"
41,"[0.262, 0.415, 0.213, 0.279, 0.269, 0.463, 0.314, 0.367, 0.312, 0.29]"
42,"[0.262, 0.409, 0.208, 0.291, 0.511, 0.53, 0.297, 0.415, 0.311, 0.288]"
43,"[0.262, 0.436, 0.221, 0.278, 0.267, 0.472, 0.3, 0.347, 0.313, 0.28]"
44,"[0.264, 0.392, 0.206, 0.298, 0.454, 0.543, 0.296, 0.401, 0.312, 0.29]"
45,"[0.262, 0.402, 0.221, 0.278, 0.272, 0.474, 0.3, 0.401, 0.311, 0.291]"
46,"[0.26, 0.415, 0.216, 0.327, 0.488, 0.491, 0.296, 0.375, 0.311, 0.287]"
47,"[0.263, 0.422, 0.231, 0.279, 0.263, 0.462, 0.297, 0.361, 0.314, 0.294]"
48,"[0.262, 0.434, 0.212, 0.326, 0.487, 0.448, 0.296, 0.373, 0.313, 0.297]"
49,"[0.263, 0.409, 0.222, 0.283, 0.275, 0.484, 0.298, 0.364, 0.311, 0.289]"
50,"[0.262, 0.43, 0.213, 0.314, 0.524, 0.542, 0.297, 0.397, 0.312, 0.297]"
51,"[0.261, 0.382, 0.211, 0.28, 0.262, 0.459, 0.296, 0.373, 0.313, 0.293]"
52,"[0.261, 0.433, 0.233, 0.294, 0.494, 0.49, 0.297, 0.399, 0.312, 0.288]"
53,"[0.27, 0.361, 0.219, 0.279, 0.367, 0.477, 0.3, 0.413, 0.312, 0.28]"
54,"[0.264, 0.424, 0.21, 0.295, 0.516, 0.524, 0.296, 0.361, 0.312, 0.285]"
55,"[0.274, 0.411, 0.234, 0.282, 0.266, 0.471, 0.303, 0.393, 0.313, 0.279]"
56,"[0.264, 0.435, 0.218, 0.326, 0.487, 0.547, 0.299, 0.397, 0.314, 0.296]"
57,"[0.265, 0.393, 0.232, 0.277, 0.283, 0.477, 0.298, 0.41, 0.314, 0.285]"
58,"[0.263, 0.426, 0.223, 0.316, 0.493, 0.511, 0.302, 0.432, 0.314, 0.264]"
59,"[0.265, 0.405, 0.232, 0.285, 0.266, 0.518, 0.3, 0.372, 0.311, 0.294]"
60,"[0.26, 0.455, 0.228, 0.332, 0.497, 0.536, 0.299, 0.428, 0.314, 0.294]"
61,"[0.268, 0.402, 0.247, 0.279, 0.286, 0.514, 0.296, 0.376, 0.314, 0.275]"
62,"[0.264, 0.436, 0.226, 0.319, 0.468, 0.549, 0.295, 0.421, 0.314, 0.291]"
63,"[0.266, 0.41, 0.261, 0.279, 0.268, 0.505, 0.303, 0.384, 0.313, 0.29]"
64,"[0.263, 0.44, 0.222, 0.344, 0.466, 0.502, 0.302, 0.408, 0.314, 0.286]"
65,"[0.261, 0.393, 0.252, 0.281, 0.289, 0.498, 0.309, 0.432, 0.315, 0.288]"
66,"[0.262, 0.388, 0.247, 0.341, 0.46, 0.529, 0.296, 0.457, 0.312, 0.292]"
67,"[0.272, 0.402, 0.265, 0.284, 0.259, 0.536, 0.297, 0.398, 0.312, 0.287]"
68,"[0.26, 0.438, 0.239, 0.321, 0.497, 0.5, 0.296, 0.408, 0.311, 0.286]"
69,"[0.264, 0.397, 0.229, 0.309, 0.275, 0.481, 0.297, 0.403, 0.31, 0.286]"
70,"[0.262, 0.444, 0.214, 0.353, 0.499, 0.501, 0.297, 0.441, 0.314, 0.273]"
71,"[0.267, 0.412, 0.243, 0.285, 0.266, 0.5, 0.3, 0.46, 0.311, 0.286]"
72,"[0.265, 0.464, 0.255, 0.365, 0.483, 0.529, 0.297, 0.392, 0.312, 0.292]"
73,"[0.27, 0.403, 0.247, 0.281, 0.262, 0.53, 0.311, 0.382, 0.314, 0.293]"
74,"[0.259, 0.429, 0.225, 0.36, 0.489, 0.547, 0.293, 0.416, 0.314, 0.29]"
75,"[0.267, 0.408, 0.255, 0.302, 0.266, 0.508, 0.297, 0.413, 0.314, 0.267]"
76,"[0.264, 0.415, 0.259, 0.372, 0.438, 0.485, 0.296, 0.398, 0.312, 0.278]"
77,"[0.263, 0.379, 0.247, 0.291, 0.27, 0.519, 0.302, 0.401, 0.311, 0.292]"
78,"[0.262, 0.436, 0.259, 0.366, 0.479, 0.539, 0.3, 0.439, 0.31, 0.278]"
79,"[0.266, 0.412, 0.243, 0.28, 0.267, 0.539, 0.296, 0.429, 0.313, 0.285]"
80,"[0.264, 0.4, 0.227, 0.356, 0.41, 0.504, 0.3, 0.397, 0.315, 0.276]"
81,"[0.263, 0.405, 0.259, 0.301, 0.262, 0.515, 0.296, 0.428, 0.312, 0.286]"
82,"[0.262, 0.429, 0.232, 0.381, 0.464, 0.487, 0.298, 0.464, 0.314, 0.266]"
83,"[0.264, 0.379, 0.242, 0.293, 0.262, 0.514, 0.298, 0.444, 0.312, 0.289]"
84,"[0.263, 0.41, 0.263, 0.356, 0.424, 0.52, 0.297, 0.437, 0.313, 0.29]"
85,"[0.265, 0.408, 0.266, 0.29, 0.27, 0.515, 0.297, 0.398, 0.315, 0.272]"
86,"[0.261, 0.442, 0.237, 0.367, 0.496, 0.518, 0.315, 0.425, 0.313, 0.279]"
87,"[0.268, 0.414, 0.259, 0.3, 0.263, 0.488, 0.297, 0.445, 0.313, 0.271]"
88,"[0.261, 0.411, 0.264, 0.345, 0.503, 0.535, 0.299, 0.422, 0.314, 0.294]"
89,"[0.263, 0.396, 0.272, 0.296, 0.265, 0.526, 0.296, 0.413, 0.314, 0.297]"
90,"[0.263, 0.414, 0.252, 0.342, 0.481, 0.523, 0.297, 0.404, 0.314, 0.276]"
91,"[0.262, 0.349, 0.27, 0.292, 0.261, 0.504, 0.306, 0.431, 0.313, 0.275]"
92,"[0.262, 0.418, 0.256, 0.346, 0.472, 0.565, 0.309, 0.453, 0.314, 0.296]"
93,"[0.266, 0.42, 0.255, 0.321, 0.268, 0.504, 0.322, 0.432, 0.314, 0.297]"
94,"[0.263, 0.43, 0.263, 0.389, 0.444, 0.549, 0.315, 0.437, 0.314, 0.294]"
95,"[0.266, 0.42, 0.27, 0.324, 0.266, 0.518, 0.314, 0.434, 0.314, 0.286]"
96,"[0.264, 0.433, 0.251, 0.34, 0.453, 0.554, 0.301, 0.449, 0.313, 0.284]"
97,"[0.27, 0.393, 0.258, 0.313, 0.261, 0.492, 0.327, 0.45, 0.314, 0.285]"
98,"[0.263, 0.42, 0.269, 0.39, 0.476, 0.546, 0.3, 0.395, 0.314, 0.293]"
99,"[0.302, 0.405, 0.273, 0.306, 0.267, 0.525, 0.335, 0.401, 0.314, 0.292]"
eigenvector_centrality,[]
0,"[0.248, 0.293, 0.205, 0.271, 0.215, 0.211, 0.285, 0.293, 0.211, 0.288]"
1,"[0.247, 0.293, 0.203, 0.276, 0.206, 0.206, 0.288, 0.297, 0.299, 0.284]"
2,"[0.245, 0.295, 0.203, 0.271, 0.223, 0.229, 0.287, 0.3, 0.297, 0.279]"
3,"[0.247, 0.293, 0.203, 0.274, 0.218, 0.218, 0.277, 0.299, 0.3, 0.291]"
4,"[0.248, 0.294, 0.203, 0.274, 0.233, 0.213, 0.289, 0.302, 0.305, 0.277]"
5,"[0.248, 0.294, 0.203, 0.274, 0.25, 0.239, 0.284, 0.305, 0.308, 0.294]"
6,"[0.249, 0.294, 0.203, 0.275, 0.237, 0.241, 0.284, 0.305, 0.309, 0.297]"
7,"[0.25, 0.295, 0.203, 0.272, 0.258, 0.297, 0.287, 0.309, 0.31, 0.288]"
8,"[0.253, 0.295, 0.203, 0.275, 0.252, 0.291, 0.29, 0.315, 0.308, 0.292]"
9,"[0.25, 0.339, 0.208, 0.274, 0.357, 0.302, 0.29, 0.314, 0.311, 0.287]"
10,"[0.251, 0.295, 0.203, 0.274, 0.25, 0.308, 0.291, 0.319, 0.31, 0.277]"
11,"[0.249, 0.383, 0.204, 0.274, 0.374, 0.324, 0.292, 0.339, 0.312, 0.285]"
12,"[0.251, 0.307, 0.204, 0.276, 0.227, 0.339, 0.291, 0.311, 0.309, 0.28]"
13,"[0.252, 0.393, 0.203, 0.273, 0.424, 0.357, 0.293, 0.33, 0.311, 0.293]"
14,"[0.251, 0.346, 0.203, 0.275, 0.246, 0.338, 0.294, 0.354, 0.311, 0.281]"
15,"[0.254, 0.381, 0.204, 0.274, 0.381, 0.348, 0.294, 0.347, 0.311, 0.29]"
16,"[0.254, 0.377, 0.204, 0.275, 0.249, 0.356, 0.297, 0.334, 0.311, 0.286]"
17,"[0.25, 0.382, 0.203, 0.278, 0.485, 0.344, 0.294, 0.34, 0.311, 0.282]"
18,"[0.263, 0.374, 0.206, 0.276, 0.256, 0.369, 0.297, 0.339, 0.311, 0.295]"
19,"[0.25, 0.325, 0.204, 0.277, 0.368, 0.378, 0.296, 0.353, 0.311, 0.29]"
20,"[0.249, 0.368, 0.207, 0.276, 0.242, 0.376, 0.294, 0.366, 0.311, 0.293]"
21,"[0.254, 0.381, 0.205, 0.275, 0.477, 0.355, 0.294, 0.365, 0.311, 0.291]"
22,"[0.253, 0.375, 0.214, 0.278, 0.233, 0.358, 0.297, 0.356, 0.311, 0.288]"
23,"[0.254, 0.363, 0.211, 0.278, 0.42, 0.382, 0.295, 0.337, 0.311, 0.285]"
24,"[0.261, 0.378, 0.207, 0.276, 0.244, 0.368, 0.298, 0.4, 0.312, 0.288]"
25,"[0.259, 0.392, 0.204, 0.279, 0.476, 0.427, 0.296, 0.361, 0.312, 0.294]"
26,"[0.257, 0.379, 0.206, 0.279, 0.254, 0.387, 0.295, 0.353, 0.312, 0.291]"
27,"[0.257, 0.395, 0.204, 0.284, 0.402, 0.37, 0.294, 0.385, 0.312, 0.288]"
28,"[0.26, 0.398, 0.218, 0.276, 0.27, 0.374, 0.296, 0.418, 0.311, 0.278]"
29,"[0.265, 0.413, 0.202, 0.282, 0.402, 0.413, 0.296, 0.406, 0.311, 0.293]"
30,"[0.266, 0.395, 0.205, 0.277, 0.261, 0.38, 0.297, 0.394, 0.311, 0.286]"
31,"[0.264, 0.403, 0.205, 0.281, 0.442, 0.403, 0.296, 0.379, 0.312, 0.288]"
32,"[0.259, 0.402, 0.209, 0.279, 0.259, 0.393, 0.295, 0.364, 0.311, 0.277]"
33,"[0.262, 0.416, 0.203, 0.283, 0.46, 0.424, 0.298, 0.392, 0.312, 0.293]"
34,"[0.261, 0.397, 0.208, 0.279, 0.264, 0.386, 0.295, 0.411, 0.312, 0.28]"
35,"[0.262, 0.432, 0.21, 0.288, 0.404, 0.429, 0.295, 0.416, 0.312, 0.294]"
36,"[0.265, 0.399, 0.222, 0.279, 0.259, 0.42, 0.299, 0.406, 0.312, 0.284]"
37,"[0.262, 0.422, 0.208, 0.286, 0.486, 0.415, 0.298, 0.377, 0.314, 0.286]"
38,"[0.262, 0.397, 0.213, 0.276, 0.264, 0.446, 0.3, 0.38, 0.31, 0.273]"
39,"[0.264, 0.421, 0.211, 0.291, 0.471, 0.469, 0.298, 0.369, 0.311, 0.292]"
40,"[0.264, 0.407, 0.233, 0.28, 0.272, 0.443, 0.294, 0.375, 0.312, 0.296]"
41,"[0.258, 0.423, 0.209, 0.285, 0.503, 0.481, 0.296, 0.402, 0.312, 0.294]"
42,"[0.262, 0.392, 0.228, 0.279, 0.254, 0.397, 0.298, 0.395, 0.312, 0.281]"
43,"[0.254, 0.431, 0.218, 0.284, 0.476, 0.44, 0.296, 0.359, 0.314, 0.281]"
44,"[0.264, 0.401, 0.218, 0.279, 0.3, 0.406, 0.298, 0.377, 0.312, 0.278]"
45,"[0.263, 0.415, 0.219, 0.288, 0.514, 0.449, 0.298, 0.394, 0.312, 0.287]"
46,"[0.263, 0.411, 0.217, 0.279, 0.267, 0.456, 0.293, 0.394, 0.312, 0.288]"
47,"[0.265, 0.435, 0.206, 0.309, 0.496, 0.463, 0.297, 0.388, 0.312, 0.292]"
48,"[0.264, 0.407, 0.222, 0.279, 0.256, 0.441, 0.294, 0.398, 0.312, 0.297]"
49,"[0.263, 0.427, 0.231, 0.32, 0.482, 0.44, 0.295, 0.428, 0.312, 0.281]"
50,"[0.263, 0.386, 0.217, 0.279, 0.262, 0.425, 0.298, 0.381, 0.312, 0.278]"
51,"[0.264, 0.445, 0.211, 0.321, 0.484, 0.508, 0.298, 0.388, 0.312, 0.296]"
52,"[0.266, 0.422, 0.223, 0.279, 0.289, 0.409, 0.3, 0.41, 0.312, 0.292]"
53,"[0.261, 0.39, 0.226, 0.314, 0.441, 0.507, 0.297, 0.379, 0.312, 0.288]"
54,"[0.263, 0.418, 0.235, 0.279, 0.25, 0.459, 0.32, 0.415, 0.312, 0.274]"
55,"[0.26, 0.437, 0.222, 0.332, 0.451, 0.494, 0.296, 0.431, 0.312, 0.279]"
56,"[0.263, 0.404, 0.245, 0.279, 0.267, 0.446, 0.308, 0.41, 0.311, 0.289]"
57,"[0.264, 0.421, 0.26, 0.324, 0.491, 0.475, 0.298, 0.386, 0.313, 0.293]"
58,"[0.264, 0.407, 0.235, 0.278, 0.264, 0.452, 0.298, 0.418, 0.312, 0.289]"
59,"[0.267, 0.429, 0.21, 0.323, 0.488, 0.477, 0.296, 0.392, 0.314, 0.297]"
60,"[0.263, 0.394, 0.252, 0.283, 0.261, 0.485, 0.297, 0.453, 0.312, 0.258]"
61,"[0.265, 0.433, 0.213, 0.336, 0.499, 0.473, 0.3, 0.454, 0.313, 0.294]"
62,"[0.266, 0.405, 0.25, 0.281, 0.272, 0.473, 0.297, 0.472, 0.311, 0.27]"
63,"[0.261, 0.414, 0.229, 0.347, 0.49, 0.517, 0.298, 0.391, 0.312, 0.28]"
64,"[0.264, 0.421, 0.223, 0.283, 0.259, 0.486, 0.298, 0.41, 0.312, 0.297]"
65,"[0.266, 0.422, 0.226, 0.301, 0.419, 0.518, 0.297, 0.418, 0.313, 0.271]"
66,"[0.263, 0.398, 0.227, 0.281, 0.262, 0.479, 0.298, 0.425, 0.312, 0.277]"
67,"[0.262, 0.404, 0.242, 0.362, 0.36, 0.507, 0.297, 0.399, 0.312, 0.272]"
68,"[0.262, 0.398, 0.222, 0.282, 0.268, 0.487, 0.302, 0.397, 0.312, 0.271]"
69,"[0.264, 0.399, 0.24, 0.351, 0.434, 0.442, 0.295, 0.437, 0.312, 0.252]"
70,"[0.265, 0.406, 0.264, 0.281, 0.35, 0.451, 0.297, 0.386, 0.312, 0.295]"
71,"[0.262, 0.389, 0.266, 0.349, 0.459, 0.502, 0.296, 0.368, 0.314, 0.285]"
72,"[0.265, 0.388, 0.25, 0.3, 0.25, 0.449, 0.3, 0.43, 0.311, 0.284]"
73,"[0.264, 0.44, 0.25, 0.368, 0.45, 0.47, 0.296, 0.387, 0.312, 0.282]"
74,"[0.266, 0.353, 0.249, 0.287, 0.257, 0.506, 0.386, 0.416, 0.312, 0.289]"
75,"[0.266, 0.419, 0.224, 0.373, 0.479, 0.513, 0.298, 0.434, 0.312, 0.265]"
76,"[0.262, 0.377, 0.236, 0.289, 0.266, 0.438, 0.317, 0.409, 0.312, 0.286]"
77,"[0.262, 0.44, 0.224, 0.34, 0.457, 0.557, 0.303, 0.397, 0.312, 0.283]"
78,"[0.263, 0.391, 0.255, 0.286, 0.309, 0.501, 0.364, 0.43, 0.313, 0.283]"
79,"[0.265, 0.409, 0.215, 0.35, 0.425, 0.552, 0.299, 0.446, 0.312, 0.292]"
80,"[0.266, 0.408, 0.247, 0.284, 0.303, 0.548, 0.304, 0.399, 0.315, 0.261]"
81,"[0.262, 0.444, 0.222, 0.384, 0.444, 0.513, 0.295, 0.388, 0.312, 0.293]"
82,"[0.265, 0.408, 0.265, 0.285, 0.26, 0.481, 0.334, 0.42, 0.312, 0.293]"
83,"[0.263, 0.435, 0.239, 0.356, 0.449, 0.558, 0.297, 0.432, 0.312, 0.267]"
84,"[0.268, 0.374, 0.233, 0.282, 0.255, 0.578, 0.297, 0.429, 0.313, 0.275]"
85,"[0.264, 0.471, 0.256, 0.358, 0.451, 0.559, 0.296, 0.346, 0.313, 0.297]"
86,"[0.267, 0.381, 0.259, 0.294, 0.379, 0.515, 0.301, 0.422, 0.312, 0.298]"
87,"[0.265, 0.411, 0.225, 0.353, 0.464, 0.589, 0.296, 0.418, 0.313, 0.258]"
88,"[0.271, 0.407, 0.263, 0.291, 0.255, 0.542, 0.317, 0.443, 0.312, 0.272]"
89,"[0.263, 0.466, 0.264, 0.329, 0.358, 0.567, 0.296, 0.41, 0.313, 0.293]"
90,"[0.266, 0.381, 0.265, 0.322, 0.251, 0.497, 0.337, 0.479, 0.312, 0.296]"
91,"[0.265, 0.454, 0.243, 0.395, 0.468, 0.556, 0.34, 0.432, 0.312, 0.292]"
92,"[0.27, 0.426, 0.247, 0.293, 0.256, 0.509, 0.362, 0.443, 0.312, 0.297]"
93,"[0.265, 0.44, 0.237, 0.371, 0.385, 0.527, 0.297, 0.477, 0.313, 0.296]"
94,"[0.27, 0.404, 0.264, 0.29, 0.256, 0.507, 0.325, 0.453, 0.312, 0.282]"
95,"[0.263, 0.446, 0.219, 0.375, 0.45, 0.5, 0.308, 0.447, 0.314, 0.287]"
96,"[0.271, 0.416, 0.247, 0.295, 0.286, 0.521, 0.297, 0.454, 0.312, 0.275]"
97,"[0.264, 0.469, 0.238, 0.379, 0.462, 0.55, 0.316, 0.386, 0.314, 0.296]"
98,"[0.271, 0.386, 0.263, 0.313, 0.276, 0.546, 0.296, 0.447, 0.312, 0.254]"
99,"[0.263, 0.479, 0.206, 0.373, 0.468, 0.564, 0.305, 0.472, 0.314, 0.293]"
