out_deg_centrality,[8.]
54,"[0.5, 0.564, 0.4, 0.401, 0.478, 0.281, 0.476, 0.425, 0.363, 0.417]"
55,"[0.46, 0.537, 0.381, 0.389, 0.505, 0.385, 0.522, 0.356, 0.45, 0.329]"
56,"[0.483, 0.538, 0.426, 0.399, 0.48, 0.285, 0.484, 0.45, 0.357, 0.411]"
57,"[0.499, 0.561, 0.38, 0.4, 0.492, 0.408, 0.527, 0.372, 0.464, 0.33]"
58,"[0.515, 0.531, 0.429, 0.398, 0.435, 0.279, 0.494, 0.449, 0.372, 0.409]"
59,"[0.472, 0.543, 0.397, 0.411, 0.465, 0.415, 0.525, 0.392, 0.472, 0.344]"
60,"[0.509, 0.523, 0.418, 0.38, 0.421, 0.295, 0.461, 0.432, 0.377, 0.416]"
61,"[0.477, 0.509, 0.351, 0.416, 0.449, 0.399, 0.513, 0.395, 0.466, 0.351]"
62,"[0.507, 0.501, 0.418, 0.363, 0.415, 0.314, 0.456, 0.427, 0.395, 0.396]"
63,"[0.475, 0.518, 0.353, 0.404, 0.466, 0.391, 0.514, 0.388, 0.422, 0.374]"
64,"[0.486, 0.505, 0.386, 0.366, 0.432, 0.309, 0.453, 0.433, 0.367, 0.384]"
65,"[0.478, 0.543, 0.4, 0.391, 0.442, 0.37, 0.512, 0.327, 0.447, 0.348]"
66,"[0.456, 0.518, 0.414, 0.369, 0.479, 0.353, 0.512, 0.441, 0.326, 0.393]"
67,"[0.479, 0.565, 0.388, 0.385, 0.434, 0.389, 0.482, 0.321, 0.441, 0.341]"
68,"[0.459, 0.528, 0.43, 0.413, 0.436, 0.348, 0.503, 0.439, 0.312, 0.407]"
69,"[0.483, 0.573, 0.39, 0.41, 0.456, 0.405, 0.516, 0.324, 0.435, 0.363]"
70,"[0.456, 0.52, 0.422, 0.391, 0.426, 0.33, 0.507, 0.428, 0.322, 0.396]"
71,"[0.527, 0.545, 0.403, 0.422, 0.477, 0.413, 0.546, 0.338, 0.434, 0.368]"
72,"[0.445, 0.485, 0.435, 0.372, 0.439, 0.315, 0.505, 0.443, 0.374, 0.391]"
73,"[0.508, 0.488, 0.438, 0.428, 0.472, 0.413, 0.552, 0.351, 0.421, 0.384]"
74,"[0.433, 0.456, 0.438, 0.398, 0.452, 0.294, 0.482, 0.443, 0.443, 0.395]"
75,"[0.477, 0.479, 0.457, 0.446, 0.439, 0.417, 0.507, 0.396, 0.431, 0.402]"
76,"[0.447, 0.444, 0.447, 0.401, 0.469, 0.325, 0.482, 0.435, 0.451, 0.411]"
77,"[0.475, 0.48, 0.459, 0.464, 0.442, 0.414, 0.493, 0.423, 0.436, 0.42]"
78,"[0.448, 0.446, 0.449, 0.42, 0.478, 0.352, 0.494, 0.422, 0.463, 0.41]"
79,"[0.495, 0.483, 0.454, 0.473, 0.424, 0.39, 0.514, 0.413, 0.43, 0.428]"
80,"[0.461, 0.476, 0.453, 0.422, 0.451, 0.355, 0.478, 0.396, 0.403, 0.413]"
81,"[0.497, 0.489, 0.454, 0.464, 0.488, 0.374, 0.52, 0.42, 0.472, 0.423]"
82,"[0.502, 0.496, 0.498, 0.441, 0.435, 0.375, 0.534, 0.442, 0.398, 0.416]"
83,"[0.485, 0.533, 0.439, 0.456, 0.545, 0.399, 0.514, 0.459, 0.446, 0.414]"
84,"[0.563, 0.49, 0.511, 0.446, 0.43, 0.405, 0.521, 0.374, 0.404, 0.529]"
85,"[0.497, 0.511, 0.419, 0.46, 0.541, 0.377, 0.506, 0.408, 0.452, 0.388]"
86,"[0.57, 0.467, 0.509, 0.456, 0.421, 0.412, 0.504, 0.374, 0.421, 0.459]"
87,"[0.474, 0.504, 0.408, 0.471, 0.525, 0.352, 0.501, 0.402, 0.415, 0.361]"
88,"[0.559, 0.468, 0.51, 0.446, 0.429, 0.408, 0.475, 0.413, 0.41, 0.486]"
89,"[0.457, 0.47, 0.443, 0.554, 0.531, 0.384, 0.468, 0.383, 0.374, 0.347]"
90,"[0.474, 0.489, 0.409, 0.401, 0.453, 0.339, 0.389, 0.358, 0.401, 0.358]"
91,"[0.448, 0.443, 0.442, 0.448, 0.466, 0.326, 0.478, 0.308, 0.315, 0.333]"
92,"[0.424, 0.476, 0.337, 0.376, 0.455, 0.282, 0.379, 0.342, 0.376, 0.313]"
93,"[0.444, 0.425, 0.408, 0.365, 0.432, 0.317, 0.496, 0.323, 0.303, 0.345]"
94,"[0.415, 0.485, 0.323, 0.412, 0.457, 0.288, 0.394, 0.33, 0.385, 0.303]"
95,"[0.451, 0.444, 0.416, 0.319, 0.422, 0.299, 0.491, 0.365, 0.299, 0.387]"
96,"[0.425, 0.501, 0.312, 0.405, 0.448, 0.295, 0.403, 0.323, 0.402, 0.289]"
97,"[0.455, 0.462, 0.41, 0.314, 0.443, 0.301, 0.489, 0.387, 0.287, 0.379]"
98,"[0.424, 0.512, 0.305, 0.397, 0.43, 0.31, 0.402, 0.314, 0.421, 0.284]"
99,"[0.461, 0.492, 0.4, 0.318, 0.412, 0.298, 0.492, 0.42, 0.279, 0.365]"
